transfer	n_species	sample	well	strep_conc	replicate	OD
7	3	3_p01_E04	E4	0	1	0.326
7	3	3_p01_F04	F4	0	1	0.344
7	3	3_p01_G04	G4	0	1	0.325
7	3	3_p01_H04	H4	0	1	0.388
7	3	3_p01_A05	A5	0	1	0.279
7	3	3_p01_B05	B5	0	1	0.318
7	3	3_p01_C05	C5	0	1	0.287
7	3	3_p01_D05	D5	0	1	0.354
7	3	3_p01_E05	E5	0	1	0.394
7	3	3_p01_F05	F5	0	1	0.397
7	3	3_p01_G05	G5	0	1	0.324
7	3	3_p01_H05	H5	0	1	0.337
7	3	3_p01_A06	A6	0	1	0.329
7	3	3_p01_B06	B6	0	1	0.306
7	3	3_p01_C06	C6	0	1	0.36
7	3	3_p01_D06	D6	0	1	0.361
7	3	3_p01_E06	E6	0	1	0.381
7	3	3_p01_F06	F6	0	1	0.38
7	3	3_p01_G06	G6	0	1	0.339
7	3	3_p01_H06	H6	0	1	0.279
7	3	3_p01_A07	A7	0	1	0.324
7	3	3_p01_B07	B7	0	1	0.338
7	3	3_p01_C07	C7	0	1	0.292
7	3	3_p01_D07	D7	0	1	0.282
7	3	3_p01_E07	E7	0	1	0.356
7	3	3_p01_F07	F7	0	1	0.353
7	3	3_p01_G07	G7	0	1	0.325
7	3	3_p01_H07	H7	0	1	0.36
7	3	3_p01_A08	A8	0	1	0.321
7	3	3_p01_B08	B8	0	1	0.321
7	3	3_p01_C08	C8	0	1	0.239
7	3	3_p01_D08	D8	0	1	0.334
7	3	3_p01_E08	E8	0	1	0.357
7	3	3_p01_F08	F8	0	1	0.328
7	3	3_p01_G08	G8	0	1	0.328
7	3	3_p01_H08	H8	0	1	0.337
7	3	3_p01_A09	A9	0	1	0.378
7	3	3_p01_B09	B9	0	1	0.392
7	3	3_p01_C09	C9	0	1	0.35
7	3	3_p01_D09	D9	0	1	0.334
7	3	3_p01_E09	E9	0	1	0.344
7	3	3_p01_F09	F9	0	1	0.287
7	3	3_p01_G09	G9	0	1	0.334
7	3	3_p01_H09	H9	0	1	0.281
7	3	3_p01_A10	A10	0	1	0.386
7	3	3_p01_B10	B10	0	1	0.372
7	3	3_p01_C10	C10	0	1	0.352
7	3	3_p01_D10	D10	0	1	0.342
7	3	3_p01_E10	E10	0	1	0.329
7	3	3_p01_F10	F10	0	1	0.33
7	3	3_p01_G10	G10	0	1	0.321
7	3	3_p01_H10	H10	0	1	0.385
7	3	3_p01_A11	A11	0	1	0.38
7	3	3_p01_B11	B11	0	1	0.392
7	3	3_p01_C11	C11	0	1	0.332
7	3	3_p01_D11	D11	0	1	0.341
7	3	3_p01_E11	E11	0	1	0.354
7	3	3_p01_F11	F11	0	1	0.354
7	3	3_p01_G11	G11	0	1	0.305
7	3	3_p01_H11	H11	0	1	0.265
7	3	3_p01_A12	A12	0	1	0.37
7	3	3_p01_B12	B12	0	1	0.381
7	3	3_p01_C12	C12	0	1	0.366
7	3	3_p01_D12	D12	0	1	0.328
7	3	3_p01_E12	E12	0	1	0.343
7	3	3_p01_F12	F12	0	1	0.347
7	3	3_p01_G12	G12	0	1	0.313
7	3	3_p01_H12	H12	0	1	0.319
7	3	3_p02_A01	A1	0	2	0.336
7	3	3_p02_B01	B1	0	2	0.292
7	3	3_p02_C01	C1	0	2	0.345
7	3	3_p02_D01	D1	0	2	0.324
7	3	3_p02_E01	E1	0	2	0.34
7	3	3_p02_F01	F1	0	2	0.261
7	3	3_p02_G01	G1	0	2	0.34
7	3	3_p02_H01	H1	0	2	0.358
7	3	3_p02_A02	A2	0	2	0.268
7	3	3_p02_B02	B2	0	2	0.309
7	3	3_p02_C02	C2	0	2	0.359
7	3	3_p02_D02	D2	0	2	0.319
7	3	3_p02_E02	E2	0	2	0.344
7	3	3_p02_F02	F2	0	2	0.3
7	3	3_p02_G02	G2	0	2	0.316
7	3	3_p02_H02	H2	0	2	0.356
7	3	3_p02_A03	A3	0	2	0.313
7	3	3_p02_B03	B3	0	2	0.333
7	3	3_p02_C03	C3	0	2	0.353
7	3	3_p02_D03	D3	0	2	0.315
7	3	3_p02_E03	E3	0	2	0.312
7	3	3_p02_F03	F3	0	2	0.314
7	3	3_p02_G03	G3	0	2	0.395
7	3	3_p02_H03	H3	0	2	0.389
7	3	3_p02_A04	A4	0	2	0.292
7	3	3_p02_B04	B4	0	2	0.313
7	3	3_p02_C04	C4	0	2	0.31
7	3	3_p02_D04	D4	0	2	0.304
7	3	3_p02_E04	E4	0	2	0.311
7	3	3_p02_F04	F4	0	2	0.316
7	3	3_p02_G04	G4	0	2	0.307
7	3	3_p02_H04	H4	0	2	0.39
7	3	3_p02_A05	A5	0	2	0.327
7	3	3_p02_B05	B5	0	2	0.32
7	3	3_p02_C05	C5	0	2	0.286
7	3	3_p02_D05	D5	0	2	0.341
7	3	3_p02_E05	E5	0	2	0.378
7	3	3_p02_F05	F5	0	2	0.381
7	3	3_p02_G05	G5	0	2	0.313
7	3	3_p02_H05	H5	0	2	0.34
7	3	3_p02_A06	A6	0	2	0.293
7	3	3_p02_B06	B6	0	2	0.317
7	3	3_p02_C06	C6	0	2	0.343
7	3	3_p02_D06	D6	0	2	0.341
7	3	3_p02_E06	E6	0	2	0.36
7	3	3_p02_F06	F6	0	2	0.358
7	3	3_p02_G06	G6	0	2	0.333
7	3	3_p02_H06	H6	0	2	0.344
7	3	3_p02_A07	A7	0	2	0.335
7	3	3_p02_B07	B7	0	2	0.31
7	3	3_p02_C07	C7	0	2	0.281
7	3	3_p02_D07	D7	0	2	0.281
7	3	3_p02_E07	E7	0	2	0.345
7	3	3_p02_F07	F7	0	2	0.34
7	3	3_p02_G07	G7	0	2	0.317
7	3	3_p02_H07	H7	0	2	0.34
7	3	3_p02_A08	A8	0	2	0.314
7	3	3_p02_B08	B8	0	2	0.308
7	3	3_p02_C08	C8	0	2	0.318
7	3	3_p02_D08	D8	0	2	0.309
7	3	3_p02_E08	E8	0	2	0.342
7	3	3_p02_F08	F8	0	2	0.325
7	3	3_p02_G08	G8	0	2	0.312
7	3	3_p02_H08	H8	0	2	0.35
7	3	3_p02_A09	A9	0	2	0.38
7	3	3_p02_B09	B9	0	2	0.381
7	3	3_p02_C09	C9	0	2	0.33
7	3	3_p02_D09	D9	0	2	0.339
7	3	3_p02_E09	E9	0	2	0.337
7	3	3_p02_F09	F9	0	2	0.33
7	3	3_p02_G09	G9	0	2	0.306
7	3	3_p02_H09	H9	0	2	0.273
7	3	3_p02_A10	A10	0	2	0.376
7	3	3_p02_B10	B10	0	2	0.378
7	3	3_p02_C10	C10	0	2	0.346
7	3	3_p02_D10	D10	0	2	0.336
7	3	3_p02_E10	E10	0	2	0.329
7	3	3_p02_F10	F10	0	2	0.3
7	3	3_p02_G10	G10	0	2	0.311
7	3	3_p02_H10	H10	0	2	0.283
7	3	3_p02_A11	A11	0	2	0.361
7	3	3_p02_B11	B11	0	2	0.344
7	3	3_p02_C11	C11	0	2	0.326
7	3	3_p02_D11	D11	0	2	0.332
7	3	3_p02_E11	E11	0	2	0.331
7	3	3_p02_F11	F11	0	2	0.329
7	3	3_p02_G11	G11	0	2	0.309
7	3	3_p02_H11	H11	0	2	0.285
7	3	3_p02_A12	A12	0	2	0.36
7	3	3_p02_B12	B12	0	2	0.337
7	3	3_p02_C12	C12	0	2	0.342
7	3	3_p02_D12	D12	0	2	0.337
7	3	3_p02_E12	E12	0	2	0.326
7	3	3_p02_F12	F12	0	2	0.316
7	3	3_p02_G12	G12	0	2	0.318
7	3	3_p02_H12	H12	0	2	0.337
8	3	3_p01_A01	A1	0	1	0.322
8	3	3_p01_B01	B1	0	1	0.288
8	3	3_p01_C01	C1	0	1	0.296
8	3	3_p01_D01	D1	0	1	0.301
8	3	3_p01_E01	E1	0	1	0.284
8	3	3_p01_F01	F1	0	1	0.284
8	3	3_p01_G01	G1	0	1	0.321
8	3	3_p01_H01	H1	0	1	0.35
8	3	3_p01_A02	A2	0	1	0.298
8	3	3_p01_B02	B2	0	1	0.299
8	3	3_p01_C02	C2	0	1	0.336
8	3	3_p01_D02	D2	0	1	0.304
8	3	3_p01_E02	E2	0	1	0.284
8	3	3_p01_F02	F2	0	1	0.28
8	3	3_p01_G02	G2	0	1	0.299
8	3	3_p01_H02	H2	0	1	0.364
8	3	3_p01_A03	A3	0	1	0.287
8	3	3_p01_B03	B3	0	1	0.319
8	3	3_p01_C03	C3	0	1	0.264
8	3	3_p01_D03	D3	0	1	0.309
8	3	3_p01_E03	E3	0	1	0.289
8	3	3_p01_F03	F3	0	1	0.294
8	3	3_p01_G03	G3	0	1	0.365
8	3	3_p01_H03	H3	0	1	0.382
8	3	3_p01_A04	A4	0	1	0.289
8	3	3_p01_B04	B4	0	1	0.292
8	3	3_p01_C04	C4	0	1	0.292
8	3	3_p01_D04	D4	0	1	0.288
8	3	3_p01_E04	E4	0	1	0.283
8	3	3_p01_F04	F4	0	1	0.305
8	3	3_p01_G04	G4	0	1	0.28
8	3	3_p01_H04	H4	0	1	0.37
8	3	3_p01_A05	A5	0	1	0.277
8	3	3_p01_B05	B5	0	1	0.283
8	3	3_p01_C05	C5	0	1	0.262
8	3	3_p01_D05	D5	0	1	0.304
8	3	3_p01_E05	E5	0	1	0.347
8	3	3_p01_F05	F5	0	1	0.356
8	3	3_p01_G05	G5	0	1	0.287
8	3	3_p01_H05	H5	0	1	0.324
8	3	3_p01_A06	A6	0	1	0.291
8	3	3_p01_B06	B6	0	1	0.279
8	3	3_p01_C06	C6	0	1	0.312
8	3	3_p01_D06	D6	0	1	0.308
8	3	3_p01_E06	E6	0	1	0.355
8	3	3_p01_F06	F6	0	1	0.363
8	3	3_p01_G06	G6	0	1	0.305
8	3	3_p01_H06	H6	0	1	0.259
8	3	3_p01_A07	A7	0	1	0.272
8	3	3_p01_B07	B7	0	1	0.302
8	3	3_p01_C07	C7	0	1	0.277
8	3	3_p01_D07	D7	0	1	0.261
8	3	3_p01_E07	E7	0	1	0.322
8	3	3_p01_F07	F7	0	1	0.326
8	3	3_p01_G07	G7	0	1	0.288
8	3	3_p01_H07	H7	0	1	0.331
8	3	3_p01_A08	A8	0	1	0.296
8	3	3_p01_B08	B8	0	1	0.291
8	3	3_p01_C08	C8	0	1	0.222
8	3	3_p01_D08	D8	0	1	0.297
8	3	3_p01_E08	E8	0	1	0.319
8	3	3_p01_F08	F8	0	1	0.295
8	3	3_p01_G08	G8	0	1	0.289
8	3	3_p01_H08	H8	0	1	0.302
8	3	3_p01_A09	A9	0	1	0.368
8	3	3_p01_B09	B9	0	1	0.358
8	3	3_p01_C09	C9	0	1	0.295
8	3	3_p01_D09	D9	0	1	0.31
8	3	3_p01_E09	E9	0	1	0.324
8	3	3_p01_F09	F9	0	1	0.267
8	3	3_p01_G09	G9	0	1	0.297
8	3	3_p01_H09	H9	0	1	0.262
8	3	3_p01_A10	A10	0	1	0.357
8	3	3_p01_B10	B10	0	1	0.361
8	3	3_p01_C10	C10	0	1	0.341
8	3	3_p01_D10	D10	0	1	0.314
8	3	3_p01_E10	E10	0	1	0.302
8	3	3_p01_F10	F10	0	1	0.299
8	3	3_p01_G10	G10	0	1	0.275
8	3	3_p01_H10	H10	0	1	0.361
8	3	3_p01_A11	A11	0	1	0.335
8	3	3_p01_B11	B11	0	1	0.358
8	3	3_p01_C11	C11	0	1	0.315
8	3	3_p01_D11	D11	0	1	0.309
8	3	3_p01_E11	E11	0	1	0.313
8	3	3_p01_F11	F11	0	1	0.319
8	3	3_p01_G11	G11	0	1	0.284
8	3	3_p01_H11	H11	0	1	0.263
8	3	3_p01_A12	A12	0	1	0.341
8	3	3_p01_B12	B12	0	1	0.357
8	3	3_p01_C12	C12	0	1	0.351
8	3	3_p01_D12	D12	0	1	0.325
8	3	3_p01_E12	E12	0	1	0.316
8	3	3_p01_F12	F12	0	1	0.322
8	3	3_p01_G12	G12	0	1	0.293
8	3	3_p01_H12	H12	0	1	0.278
8	3	3_p02_A01	A1	0	2	0.315
8	3	3_p02_B01	B1	0	2	0.291
8	3	3_p02_C01	C1	0	2	0.315
8	3	3_p02_D01	D1	0	2	0.31
8	3	3_p02_E01	E1	0	2	0.31
8	3	3_p02_F01	F1	0	2	0.254
8	3	3_p02_G01	G1	0	2	0.333
8	3	3_p02_H01	H1	0	2	0.381
8	3	3_p02_A02	A2	0	2	0.275
8	3	3_p02_B02	B2	0	2	0.292
8	3	3_p02_C02	C2	0	2	0.333
8	3	3_p02_D02	D2	0	2	0.323
8	3	3_p02_E02	E2	0	2	0.321
8	3	3_p02_F02	F2	0	2	0.282
8	3	3_p02_G02	G2	0	2	0.288
8	3	3_p02_H02	H2	0	2	0.353
8	3	3_p02_A03	A3	0	2	0.322
8	3	3_p02_B03	B3	0	2	0.309
8	3	3_p02_C03	C3	0	2	0.338
8	3	3_p02_D03	D3	0	2	0.307
8	3	3_p02_E03	E3	0	2	0.279
8	3	3_p02_F03	F3	0	2	0.293
8	3	3_p02_G03	G3	0	2	0.371
8	3	3_p02_H03	H3	0	2	0.353
8	3	3_p02_A04	A4	0	2	0.307
8	3	3_p02_B04	B4	0	2	0.28
8	3	3_p02_C04	C4	0	2	0.294
8	3	3_p02_D04	D4	0	2	0.294
8	3	3_p02_E04	E4	0	2	0.28
8	3	3_p02_F04	F4	0	2	0.289
8	3	3_p02_G04	G4	0	2	0.288
8	3	3_p02_H04	H4	0	2	0.37
8	3	3_p02_A05	A5	0	2	0.322
8	3	3_p02_B05	B5	0	2	0.295
8	3	3_p02_C05	C5	0	2	0.282
8	3	3_p02_D05	D5	0	2	0.336
8	3	3_p02_E05	E5	0	2	0.374
8	3	3_p02_F05	F5	0	2	0.364
8	3	3_p02_G05	G5	0	2	0.287
8	3	3_p02_H05	H5	0	2	0.327
8	3	3_p02_A06	A6	0	2	0.297
8	3	3_p02_B06	B6	0	2	0.297
8	3	3_p02_C06	C6	0	2	0.323
8	3	3_p02_D06	D6	0	2	0.33
8	3	3_p02_E06	E6	0	2	0.361
8	3	3_p02_F06	F6	0	2	0.361
8	3	3_p02_G06	G6	0	2	0.31
8	3	3_p02_H06	H6	0	2	0.333
8	3	3_p02_A07	A7	0	2	0.325
8	3	3_p02_B07	B7	0	2	0.28
8	3	3_p02_C07	C7	0	2	0.285
8	3	3_p02_D07	D7	0	2	0.271
8	3	3_p02_E07	E7	0	2	0.333
8	3	3_p02_F07	F7	0	2	0.326
8	3	3_p02_G07	G7	0	2	0.285
8	3	3_p02_H07	H7	0	2	0.352
8	3	3_p02_A08	A8	0	2	0.319
8	3	3_p02_B08	B8	0	2	0.287
8	3	3_p02_C08	C8	0	2	0.309
8	3	3_p02_D08	D8	0	2	0.302
8	3	3_p02_E08	E8	0	2	0.321
8	3	3_p02_F08	F8	0	2	0.321
8	3	3_p02_G08	G8	0	2	0.282
8	3	3_p02_H08	H8	0	2	0.329
8	3	3_p02_A09	A9	0	2	0.39
8	3	3_p02_B09	B9	0	2	0.364
8	3	3_p02_C09	C9	0	2	0.308
8	3	3_p02_D09	D9	0	2	0.314
8	3	3_p02_E09	E9	0	2	0.33
8	3	3_p02_F09	F9	0	2	0.313
8	3	3_p02_G09	G9	0	2	0.278
8	3	3_p02_H09	H9	0	2	0.269
8	3	3_p02_A10	A10	0	2	0.396
8	3	3_p02_B10	B10	0	2	0.351
8	3	3_p02_C10	C10	0	2	0.306
8	3	3_p02_D10	D10	0	2	0.311
8	3	3_p02_E10	E10	0	2	0.306
8	3	3_p02_F10	F10	0	2	0.281
8	3	3_p02_G10	G10	0	2	0.277
8	3	3_p02_H10	H10	0	2	0.262
8	3	3_p02_A11	A11	0	2	0.375
8	3	3_p02_B11	B11	0	2	0.358
8	3	3_p02_C11	C11	0	2	0.298
8	3	3_p02_D11	D11	0	2	0.319
8	3	3_p02_E11	E11	0	2	0.32
8	3	3_p02_F11	F11	0	2	0.311
8	3	3_p02_G11	G11	0	2	0.266
8	3	3_p02_H11	H11	0	2	0.226
8	3	3_p02_A12	A12	0	2	0.384
8	3	3_p02_B12	B12	0	2	0.346
8	3	3_p02_C12	C12	0	2	0.328
8	3	3_p02_D12	D12	0	2	0.31
8	3	3_p02_E12	E12	0	2	0.315
8	3	3_p02_F12	F12	0	2	0.315
8	3	3_p02_G12	G12	0	2	0.251
8	3	3_p02_H12	H12	0	2	0.327
1	4	4_p09_A01	A1	0	1	0.042
1	4	4_p09_B01	B1	0	1	0.040
1	4	4_p09_C01	C1	0	1	1.128
1	4	4_p09_D01	D1	0	1	0.876
1	4	4_p09_E01	E1	0	1	0.935
1	4	4_p09_F01	F1	0	1	0.921
1	4	4_p09_G01	G1	0	1	0.041
1	4	4_p09_H01	H1	0	1	0.810
1	4	4_p09_A02	A2	0	1	0.040
1	4	4_p09_B02	B2	0	1	0.042
1	4	4_p09_C02	C2	0	1	0.900
1	4	4_p09_D02	D2	0	1	0.635
1	4	4_p09_E02	E2	0	1	0.826
1	4	4_p09_F02	F2	0	1	0.930
1	4	4_p09_G02	G2	0	1	0.041
1	4	4_p09_H02	H2	0	1	0.878
1	4	4_p09_A03	A3	0	1	0.043
1	4	4_p09_B03	B3	0	1	0.043
1	4	4_p09_C03	C3	0	1	0.794
1	4	4_p09_D03	D3	0	1	0.833
1	4	4_p09_E03	E3	0	1	0.942
1	4	4_p09_F03	F3	0	1	0.906
1	4	4_p09_G03	G3	0	1	0.043
1	4	4_p09_H03	H3	0	1	0.537
1	4	4_p09_A04	A4	0	1	0.044
1	4	4_p09_B04	B4	0	1	0.044
1	4	4_p09_C04	C4	0	1	0.937
1	4	4_p09_D04	D4	0	1	0.791
1	4	4_p09_E04	E4	0	1	0.954
1	4	4_p09_F04	F4	0	1	0.933
1	4	4_p09_G04	G4	0	1	0.040
1	4	4_p09_H04	H4	0	1	0.464
1	4	4_p09_A05	A5	0	1	1.030
1	4	4_p09_B05	B5	0	1	1.022
1	4	4_p09_C05	C5	0	1	1.012
1	4	4_p09_D05	D5	0	1	1.032
1	4	4_p09_E05	E5	0	1	0.934
1	4	4_p09_F05	F5	0	1	0.933
1	4	4_p09_G05	G5	0	1	0.041
1	4	4_p09_H05	H5	0	1	0.736
1	4	4_p09_A06	A6	0	1	1.047
1	4	4_p09_B06	B6	0	1	0.981
1	4	4_p09_C06	C6	0	1	0.924
1	4	4_p09_D06	D6	0	1	0.994
1	4	4_p09_E06	E6	0	1	1.026
1	4	4_p09_F06	F6	0	1	0.955
1	4	4_p09_G06	G6	0	1	0.041
1	4	4_p09_H06	H6	0	1	0.723
1	4	4_p09_A07	A7	0	1	1.015
1	4	4_p09_B07	B7	0	1	1.033
1	4	4_p09_C07	C7	0	1	0.953
1	4	4_p09_D07	D7	0	1	0.943
1	4	4_p09_E07	E7	0	1	0.983
1	4	4_p09_F07	F7	0	1	0.895
1	4	4_p09_G07	G7	0	1	0.042
1	4	4_p09_H07	H7	0	1	0.746
1	4	4_p09_A08	A8	0	1	1.103
1	4	4_p09_B08	B8	0	1	0.955
1	4	4_p09_C08	C8	0	1	0.881
1	4	4_p09_D08	D8	0	1	0.976
1	4	4_p09_E08	E8	0	1	0.934
1	4	4_p09_F08	F8	0	1	0.894
1	4	4_p09_G08	G8	0	1	0.043
1	4	4_p09_H08	H8	0	1	0.717
1	4	4_p09_A09	A9	0	1	0.917
1	4	4_p09_B09	B9	0	1	0.868
1	4	4_p09_C09	C9	0	1	0.836
1	4	4_p09_D09	D9	0	1	0.820
1	4	4_p09_E09	E9	0	1	0.959
1	4	4_p09_F09	F9	0	1	0.847
1	4	4_p09_G09	G9	0	1	0.042
1	4	4_p09_H09	H9	0	1	0.713
1	4	4_p09_A10	A10	0	1	1.007
1	4	4_p09_B10	B10	0	1	0.858
1	4	4_p09_C10	C10	0	1	0.897
1	4	4_p09_D10	D10	0	1	0.826
1	4	4_p09_E10	E10	0	1	0.919
1	4	4_p09_F10	F10	0	1	0.837
1	4	4_p09_G10	G10	0	1	0.044
1	4	4_p09_H10	H10	0	1	0.701
1	4	4_p09_A11	A11	0	1	1.013
1	4	4_p09_B11	B11	0	1	0.841
1	4	4_p09_C11	C11	0	1	0.868
1	4	4_p09_D11	D11	0	1	0.823
1	4	4_p09_E11	E11	0	1	1.029
1	4	4_p09_F11	F11	0	1	0.896
1	4	4_p09_G11	G11	0	1	0.043
1	4	4_p09_H11	H11	0	1	0.575
1	4	4_p09_A12	A12	0	1	0.853
1	4	4_p09_B12	B12	0	1	0.948
1	4	4_p09_C12	C12	0	1	0.854
1	4	4_p09_D12	D12	0	1	0.891
1	4	4_p09_E12	E12	0	1	0.965
1	4	4_p09_F12	F12	0	1	0.850
1	4	4_p09_G12	G12	0	1	0.044
1	4	4_p09_H12	H12	0	1	0.577
1	4	4_p10_A01	A1	0	2	0.042
1	4	4_p10_B01	B1	0	2	0.042
1	4	4_p10_C01	C1	0	2	1.113
1	4	4_p10_D01	D1	0	2	0.941
1	4	4_p10_E01	E1	0	2	0.874
1	4	4_p10_F01	F1	0	2	0.870
1	4	4_p10_G01	G1	0	2	0.040
1	4	4_p10_H01	H1	0	2	0.039
1	4	4_p10_A02	A2	0	2	0.040
1	4	4_p10_B02	B2	0	2	0.042
1	4	4_p10_C02	C2	0	2	1.506
1	4	4_p10_D02	D2	0	2	1.013
1	4	4_p10_E02	E2	0	2	0.788
1	4	4_p10_F02	F2	0	2	0.810
1	4	4_p10_G02	G2	0	2	0.042
1	4	4_p10_H02	H2	0	2	0.041
1	4	4_p10_A03	A3	0	2	0.040
1	4	4_p10_B03	B3	0	2	0.039
1	4	4_p10_C03	C3	0	2	0.906
1	4	4_p10_D03	D3	0	2	0.740
1	4	4_p10_E03	E3	0	2	0.809
1	4	4_p10_F03	F3	0	2	0.665
1	4	4_p10_G03	G3	0	2	0.043
1	4	4_p10_H03	H3	0	2	0.043
1	4	4_p10_A04	A4	0	2	0.041
1	4	4_p10_B04	B4	0	2	0.044
1	4	4_p10_C04	C4	0	2	1.014
1	4	4_p10_D04	D4	0	2	0.899
1	4	4_p10_E04	E4	0	2	0.842
1	4	4_p10_F04	F4	0	2	0.888
1	4	4_p10_G04	G4	0	2	0.040
1	4	4_p10_H04	H4	0	2	0.041
1	4	4_p10_A05	A5	0	2	0.896
1	4	4_p10_B05	B5	0	2	0.961
1	4	4_p10_C05	C5	0	2	0.911
1	4	4_p10_D05	D5	0	2	0.848
1	4	4_p10_E05	E5	0	2	0.876
1	4	4_p10_F05	F5	0	2	0.988
1	4	4_p10_G05	G5	0	2	0.043
1	4	4_p10_H05	H5	0	2	0.041
1	4	4_p10_A06	A6	0	2	0.978
1	4	4_p10_B06	B6	0	2	0.909
1	4	4_p10_C06	C6	0	2	0.967
1	4	4_p10_D06	D6	0	2	0.824
1	4	4_p10_E06	E6	0	2	0.907
1	4	4_p10_F06	F6	0	2	0.969
1	4	4_p10_G06	G6	0	2	0.040
1	4	4_p10_H06	H6	0	2	0.041
1	4	4_p10_A07	A7	0	2	0.872
1	4	4_p10_B07	B7	0	2	0.896
1	4	4_p10_C07	C7	0	2	0.944
1	4	4_p10_D07	D7	0	2	0.787
1	4	4_p10_E07	E7	0	2	0.876
1	4	4_p10_F07	F7	0	2	0.844
1	4	4_p10_G07	G7	0	2	0.042
1	4	4_p10_H07	H7	0	2	0.043
1	4	4_p10_A08	A8	0	2	0.907
1	4	4_p10_B08	B8	0	2	0.883
1	4	4_p10_C08	C8	0	2	0.858
1	4	4_p10_D08	D8	0	2	0.673
1	4	4_p10_E08	E8	0	2	0.750
1	4	4_p10_F08	F8	0	2	0.781
1	4	4_p10_G08	G8	0	2	0.041
1	4	4_p10_H08	H8	0	2	0.040
1	4	4_p10_A09	A9	0	2	0.872
1	4	4_p10_B09	B9	0	2	0.806
1	4	4_p10_C09	C9	0	2	0.567
1	4	4_p10_D09	D9	0	2	0.615
1	4	4_p10_E09	E9	0	2	1.092
1	4	4_p10_F09	F9	0	2	0.891
1	4	4_p10_G09	G9	0	2	0.039
1	4	4_p10_H09	H9	0	2	0.040
1	4	4_p10_A10	A10	0	2	0.901
1	4	4_p10_B10	B10	0	2	0.882
1	4	4_p10_C10	C10	0	2	0.705
1	4	4_p10_D10	D10	0	2	0.673
1	4	4_p10_E10	E10	0	2	0.813
1	4	4_p10_F10	F10	0	2	0.931
1	4	4_p10_G10	G10	0	2	0.039
1	4	4_p10_H10	H10	0	2	0.039
1	4	4_p10_A11	A11	0	2	0.756
1	4	4_p10_B11	B11	0	2	0.720
1	4	4_p10_C11	C11	0	2	0.624
1	4	4_p10_D11	D11	0	2	0.574
1	4	4_p10_E11	E11	0	2	0.881
1	4	4_p10_F11	F11	0	2	0.764
1	4	4_p10_G11	G11	0	2	0.041
1	4	4_p10_H11	H11	0	2	0.041
1	4	4_p10_A12	A12	0	2	0.807
1	4	4_p10_B12	B12	0	2	0.807
1	4	4_p10_C12	C12	0	2	0.882
1	4	4_p10_D12	D12	0	2	0.556
1	4	4_p10_E12	E12	0	2	0.862
1	4	4_p10_F12	F12	0	2	1.031
1	4	4_p10_G12	G12	0	2	0.039
1	4	4_p10_H12	H12	0	2	0.039
3	4	4_p09_A01	A1	0	1	0.039
3	4	4_p09_B01	B1	0	1	0.044
3	4	4_p09_C01	C1	0	1	0.353
3	4	4_p09_D01	D1	0	1	0.331
3	4	4_p09_E01	E1	0	1	0.317
3	4	4_p09_F01	F1	0	1	0.303
3	4	4_p09_G01	G1	0	1	0.040
3	4	4_p09_H01	H1	0	1	0.290
3	4	4_p09_A02	A2	0	1	0.041
3	4	4_p09_B02	B2	0	1	0.042
3	4	4_p09_C02	C2	0	1	0.335
3	4	4_p09_D02	D2	0	1	0.315
3	4	4_p09_E02	E2	0	1	0.293
3	4	4_p09_F02	F2	0	1	0.280
3	4	4_p09_G02	G2	0	1	0.042
3	4	4_p09_H02	H2	0	1	0.289
3	4	4_p09_A03	A3	0	1	0.041
3	4	4_p09_B03	B3	0	1	0.041
3	4	4_p09_C03	C3	0	1	0.345
3	4	4_p09_D03	D3	0	1	0.330
3	4	4_p09_E03	E3	0	1	0.293
3	4	4_p09_F03	F3	0	1	0.289
3	4	4_p09_G03	G3	0	1	0.042
3	4	4_p09_H03	H3	0	1	0.285
3	4	4_p09_A04	A4	0	1	0.042
3	4	4_p09_B04	B4	0	1	0.043
3	4	4_p09_C04	C4	0	1	0.302
3	4	4_p09_D04	D4	0	1	0.283
3	4	4_p09_E04	E4	0	1	0.286
3	4	4_p09_F04	F4	0	1	0.305
3	4	4_p09_G04	G4	0	1	0.039
3	4	4_p09_H04	H4	0	1	0.297
3	4	4_p09_A05	A5	0	1	0.348
3	4	4_p09_B05	B5	0	1	0.299
3	4	4_p09_C05	C5	0	1	0.306
3	4	4_p09_D05	D5	0	1	0.288
3	4	4_p09_E05	E5	0	1	0.326
3	4	4_p09_F05	F5	0	1	0.281
3	4	4_p09_G05	G5	0	1	0.042
3	4	4_p09_H05	H5	0	1	0.266
3	4	4_p09_A06	A6	0	1	0.313
3	4	4_p09_B06	B6	0	1	0.285
3	4	4_p09_C06	C6	0	1	0.287
3	4	4_p09_D06	D6	0	1	0.291
3	4	4_p09_E06	E6	0	1	0.285
3	4	4_p09_F06	F6	0	1	0.284
3	4	4_p09_G06	G6	0	1	0.041
3	4	4_p09_H06	H6	0	1	0.279
3	4	4_p09_A07	A7	0	1	0.312
3	4	4_p09_B07	B7	0	1	0.302
3	4	4_p09_C07	C7	0	1	0.299
3	4	4_p09_D07	D7	0	1	0.283
3	4	4_p09_E07	E7	0	1	0.312
3	4	4_p09_F07	F7	0	1	0.310
3	4	4_p09_G07	G7	0	1	0.042
3	4	4_p09_H07	H7	0	1	0.269
3	4	4_p09_A08	A8	0	1	0.313
3	4	4_p09_B08	B8	0	1	0.279
3	4	4_p09_C08	C8	0	1	0.298
