transfer	n_species	sample	well	strep_conc	replicate	OD
3	4	4_p09_D08	D8	0	1	0.292
3	4	4_p09_E08	E8	0	1	0.315
3	4	4_p09_F08	F8	0	1	0.303
3	4	4_p09_G08	G8	0	1	0.046
3	4	4_p09_H08	H8	0	1	0.275
3	4	4_p09_A09	A9	0	1	0.376
3	4	4_p09_B09	B9	0	1	0.352
3	4	4_p09_C09	C9	0	1	0.366
3	4	4_p09_D09	D9	0	1	0.352
3	4	4_p09_E09	E9	0	1	0.368
3	4	4_p09_F09	F9	0	1	0.346
3	4	4_p09_G09	G9	0	1	0.045
3	4	4_p09_H09	H9	0	1	0.254
3	4	4_p09_A10	A10	0	1	0.344
3	4	4_p09_B10	B10	0	1	0.327
3	4	4_p09_C10	C10	0	1	0.330
3	4	4_p09_D10	D10	0	1	0.334
3	4	4_p09_E10	E10	0	1	0.345
3	4	4_p09_F10	F10	0	1	0.316
3	4	4_p09_G10	G10	0	1	0.045
3	4	4_p09_H10	H10	0	1	0.264
3	4	4_p09_A11	A11	0	1	0.358
3	4	4_p09_B11	B11	0	1	0.348
3	4	4_p09_C11	C11	0	1	0.373
3	4	4_p09_D11	D11	0	1	0.352
3	4	4_p09_E11	E11	0	1	0.380
3	4	4_p09_F11	F11	0	1	0.350
3	4	4_p09_G11	G11	0	1	0.046
3	4	4_p09_H11	H11	0	1	0.276
3	4	4_p09_A12	A12	0	1	0.322
3	4	4_p09_B12	B12	0	1	0.310
3	4	4_p09_C12	C12	0	1	0.321
3	4	4_p09_D12	D12	0	1	0.325
3	4	4_p09_E12	E12	0	1	0.334
3	4	4_p09_F12	F12	0	1	0.317
3	4	4_p09_G12	G12	0	1	0.047
3	4	4_p09_H12	H12	0	1	0.276
3	4	4_p10_A01	A1	0	2	0.038
3	4	4_p10_B01	B1	0	2	0.041
3	4	4_p10_C01	C1	0	2	0.357
3	4	4_p10_D01	D1	0	2	0.410
3	4	4_p10_E01	E1	0	2	0.378
3	4	4_p10_F01	F1	0	2	0.330
3	4	4_p10_G01	G1	0	2	0.040
3	4	4_p10_H01	H1	0	2	0.039
3	4	4_p10_A02	A2	0	2	0.040
3	4	4_p10_B02	B2	0	2	0.040
3	4	4_p10_C02	C2	0	2	0.335
3	4	4_p10_D02	D2	0	2	0.329
3	4	4_p10_E02	E2	0	2	0.330
3	4	4_p10_F02	F2	0	2	0.328
3	4	4_p10_G02	G2	0	2	0.039
3	4	4_p10_H02	H2	0	2	0.041
3	4	4_p10_A03	A3	0	2	0.041
3	4	4_p10_B03	B3	0	2	0.041
3	4	4_p10_C03	C3	0	2	0.359
3	4	4_p10_D03	D3	0	2	0.353
3	4	4_p10_E03	E3	0	2	0.341
3	4	4_p10_F03	F3	0	2	0.381
3	4	4_p10_G03	G3	0	2	0.040
3	4	4_p10_H03	H3	0	2	0.042
3	4	4_p10_A04	A4	0	2	0.044
3	4	4_p10_B04	B4	0	2	0.043
3	4	4_p10_C04	C4	0	2	0.303
3	4	4_p10_D04	D4	0	2	0.329
3	4	4_p10_E04	E4	0	2	0.311
3	4	4_p10_F04	F4	0	2	0.347
3	4	4_p10_G04	G4	0	2	0.038
3	4	4_p10_H04	H4	0	2	0.040
3	4	4_p10_A05	A5	0	2	0.352
3	4	4_p10_B05	B5	0	2	0.310
3	4	4_p10_C05	C5	0	2	0.321
3	4	4_p10_D05	D5	0	2	0.303
3	4	4_p10_E05	E5	0	2	0.354
3	4	4_p10_F05	F5	0	2	0.307
3	4	4_p10_G05	G5	0	2	0.039
3	4	4_p10_H05	H5	0	2	0.039
3	4	4_p10_A06	A6	0	2	0.315
3	4	4_p10_B06	B6	0	2	0.311
3	4	4_p10_C06	C6	0	2	0.298
3	4	4_p10_D06	D6	0	2	0.303
3	4	4_p10_E06	E6	0	2	0.311
3	4	4_p10_F06	F6	0	2	0.307
3	4	4_p10_G06	G6	0	2	0.038
3	4	4_p10_H06	H6	0	2	0.039
3	4	4_p10_A07	A7	0	2	0.318
3	4	4_p10_B07	B7	0	2	0.309
3	4	4_p10_C07	C7	0	2	0.310
3	4	4_p10_D07	D7	0	2	0.304
3	4	4_p10_E07	E7	0	2	0.330
3	4	4_p10_F07	F7	0	2	0.347
3	4	4_p10_G07	G7	0	2	0.039
3	4	4_p10_H07	H7	0	2	0.039
3	4	4_p10_A08	A8	0	2	0.318
3	4	4_p10_B08	B8	0	2	0.305
3	4	4_p10_C08	C8	0	2	0.307
3	4	4_p10_D08	D8	0	2	0.307
3	4	4_p10_E08	E8	0	2	0.340
3	4	4_p10_F08	F8	0	2	0.352
3	4	4_p10_G08	G8	0	2	0.040
3	4	4_p10_H08	H8	0	2	0.038
3	4	4_p10_A09	A9	0	2	0.388
3	4	4_p10_B09	B9	0	2	0.392
3	4	4_p10_C09	C9	0	2	0.255
3	4	4_p10_D09	D9	0	2	0.374
3	4	4_p10_E09	E9	0	2	0.389
3	4	4_p10_F09	F9	0	2	0.387
3	4	4_p10_G09	G9	0	2	0.040
3	4	4_p10_H09	H9	0	2	0.041
3	4	4_p10_A10	A10	0	2	0.339
3	4	4_p10_B10	B10	0	2	0.333
3	4	4_p10_C10	C10	0	2	0.336
3	4	4_p10_D10	D10	0	2	0.336
3	4	4_p10_E10	E10	0	2	0.362
3	4	4_p10_F10	F10	0	2	0.339
3	4	4_p10_G10	G10	0	2	0.042
3	4	4_p10_H10	H10	0	2	0.039
3	4	4_p10_A11	A11	0	2	0.379
3	4	4_p10_B11	B11	0	2	0.366
3	4	4_p10_C11	C11	0	2	0.218
3	4	4_p10_D11	D11	0	2	0.363
3	4	4_p10_E11	E11	0	2	0.378
3	4	4_p10_F11	F11	0	2	0.372
3	4	4_p10_G11	G11	0	2	0.040
3	4	4_p10_H11	H11	0	2	0.039
3	4	4_p10_A12	A12	0	2	0.328
3	4	4_p10_B12	B12	0	2	0.326
3	4	4_p10_C12	C12	0	2	0.319
3	4	4_p10_D12	D12	0	2	0.282
3	4	4_p10_E12	E12	0	2	0.366
3	4	4_p10_F12	F12	0	2	0.335
3	4	4_p10_G12	G12	0	2	0.040
3	4	4_p10_H12	H12	0	2	0.044
5	4	4_p09_A01	A1	0	1	0.038
5	4	4_p09_B01	B1	0	1	0.04
5	4	4_p09_C01	C1	0	1	0.374
5	4	4_p09_D01	D1	0	1	0.371
5	4	4_p09_E01	E1	0	1	0.353
5	4	4_p09_F01	F1	0	1	0.337
5	4	4_p09_G01	G1	0	1	0.04
5	4	4_p09_H01	H1	0	1	0.29
5	4	4_p09_A02	A2	0	1	0.041
5	4	4_p09_B02	B2	0	1	0.039
5	4	4_p09_C02	C2	0	1	0.346
5	4	4_p09_D02	D2	0	1	0.33
5	4	4_p09_E02	E2	0	1	0.307
5	4	4_p09_F02	F2	0	1	0.306
5	4	4_p09_G02	G2	0	1	0.039
5	4	4_p09_H02	H2	0	1	0.295
5	4	4_p09_A03	A3	0	1	0.038
5	4	4_p09_B03	B3	0	1	0.038
5	4	4_p09_C03	C3	0	1	0.383
5	4	4_p09_D03	D3	0	1	0.383
5	4	4_p09_E03	E3	0	1	0.308
5	4	4_p09_F03	F3	0	1	0.311
5	4	4_p09_G03	G3	0	1	0.04
5	4	4_p09_H03	H3	0	1	0.331
5	4	4_p09_A04	A4	0	1	0.039
5	4	4_p09_B04	B4	0	1	0.039
5	4	4_p09_C04	C4	0	1	0.344
5	4	4_p09_D04	D4	0	1	0.344
5	4	4_p09_E04	E4	0	1	0.299
5	4	4_p09_F04	F4	0	1	0.326
5	4	4_p09_G04	G4	0	1	0.039
5	4	4_p09_H04	H4	0	1	0.33
5	4	4_p09_A05	A5	0	1	0.355
5	4	4_p09_B05	B5	0	1	0.322
5	4	4_p09_C05	C5	0	1	0.336
5	4	4_p09_D05	D5	0	1	0.305
5	4	4_p09_E05	E5	0	1	0.358
5	4	4_p09_F05	F5	0	1	0.302
5	4	4_p09_G05	G5	0	1	0.039
5	4	4_p09_H05	H5	0	1	0.269
5	4	4_p09_A06	A6	0	1	0.317
5	4	4_p09_B06	B6	0	1	0.316
5	4	4_p09_C06	C6	0	1	0.302
5	4	4_p09_D06	D6	0	1	0.294
5	4	4_p09_E06	E6	0	1	0.318
5	4	4_p09_F06	F6	0	1	0.305
5	4	4_p09_G06	G6	0	1	0.04
5	4	4_p09_H06	H6	0	1	0.278
5	4	4_p09_A07	A7	0	1	0.319
5	4	4_p09_B07	B7	0	1	0.315
5	4	4_p09_C07	C7	0	1	0.315
5	4	4_p09_D07	D7	0	1	0.267
5	4	4_p09_E07	E7	0	1	0.327
5	4	4_p09_F07	F7	0	1	0.332
5	4	4_p09_G07	G7	0	1	0.039
5	4	4_p09_H07	H7	0	1	0.273
5	4	4_p09_A08	A8	0	1	0.316
5	4	4_p09_B08	B8	0	1	0.3
5	4	4_p09_C08	C8	0	1	0.305
5	4	4_p09_D08	D8	0	1	0.301
5	4	4_p09_E08	E8	0	1	0.325
5	4	4_p09_F08	F8	0	1	0.326
5	4	4_p09_G08	G8	0	1	0.042
5	4	4_p09_H08	H8	0	1	0.273
5	4	4_p09_A09	A9	0	1	0.389
5	4	4_p09_B09	B9	0	1	0.382
5	4	4_p09_C09	C9	0	1	0.39
5	4	4_p09_D09	D9	0	1	0.375
5	4	4_p09_E09	E9	0	1	0.388
5	4	4_p09_F09	F9	0	1	0.372
5	4	4_p09_G09	G9	0	1	0.041
5	4	4_p09_H09	H9	0	1	0.283
5	4	4_p09_A10	A10	0	1	0.347
5	4	4_p09_B10	B10	0	1	0.348
5	4	4_p09_C10	C10	0	1	0.35
5	4	4_p09_D10	D10	0	1	0.341
5	4	4_p09_E10	E10	0	1	0.357
5	4	4_p09_F10	F10	0	1	0.341
5	4	4_p09_G10	G10	0	1	0.04
5	4	4_p09_H10	H10	0	1	0.291
5	4	4_p09_A11	A11	0	1	0.38
5	4	4_p09_B11	B11	0	1	0.375
5	4	4_p09_C11	C11	0	1	0.398
5	4	4_p09_D11	D11	0	1	0.369
5	4	4_p09_E11	E11	0	1	0.388
5	4	4_p09_F11	F11	0	1	0.362
5	4	4_p09_G11	G11	0	1	0.04
5	4	4_p09_H11	H11	0	1	0.265
5	4	4_p09_A12	A12	0	1	0.345
5	4	4_p09_B12	B12	0	1	0.37
5	4	4_p09_C12	C12	0	1	0.327
5	4	4_p09_D12	D12	0	1	0.336
5	4	4_p09_E12	E12	0	1	0.343
5	4	4_p09_F12	F12	0	1	0.331
5	4	4_p09_G12	G12	0	1	0.04
5	4	4_p09_H12	H12	0	1	0.275
5	4	4_p10_A01	A1	0	2	0.039
5	4	4_p10_B01	B1	0	2	0.037
5	4	4_p10_C01	C1	0	2	0.36
5	4	4_p10_D01	D1	0	2	0.36
5	4	4_p10_E01	E1	0	2	0.373
5	4	4_p10_F01	F1	0	2	0.331
5	4	4_p10_G01	G1	0	2	0.04
5	4	4_p10_H01	H1	0	2	0.037
5	4	4_p10_A02	A2	0	2	0.039
5	4	4_p10_B02	B2	0	2	0.039
5	4	4_p10_C02	C2	0	2	0.321
5	4	4_p10_D02	D2	0	2	0.335
5	4	4_p10_E02	E2	0	2	0.322
5	4	4_p10_F02	F2	0	2	0.315
5	4	4_p10_G02	G2	0	2	0.04
5	4	4_p10_H02	H2	0	2	0.038
5	4	4_p10_A03	A3	0	2	0.042
5	4	4_p10_B03	B3	0	2	0.042
5	4	4_p10_C03	C3	0	2	0.351
5	4	4_p10_D03	D3	0	2	0.373
5	4	4_p10_E03	E3	0	2	0.335
5	4	4_p10_F03	F3	0	2	0.385
5	4	4_p10_G03	G3	0	2	0.039
5	4	4_p10_H03	H3	0	2	0.038
5	4	4_p10_A04	A4	0	2	0.044
5	4	4_p10_B04	B4	0	2	0.04
5	4	4_p10_C04	C4	0	2	0.322
5	4	4_p10_D04	D4	0	2	0.325
5	4	4_p10_E04	E4	0	2	0.299
5	4	4_p10_F04	F4	0	2	0.351
5	4	4_p10_G04	G4	0	2	0.039
5	4	4_p10_H04	H4	0	2	0.039
5	4	4_p10_A05	A5	0	2	0.345
5	4	4_p10_B05	B5	0	2	0.305
5	4	4_p10_C05	C5	0	2	0.331
5	4	4_p10_D05	D5	0	2	0.293
5	4	4_p10_E05	E5	0	2	0.332
5	4	4_p10_F05	F5	0	2	0.304
5	4	4_p10_G05	G5	0	2	0.039
5	4	4_p10_H05	H5	0	2	0.039
5	4	4_p10_A06	A6	0	2	0.302
5	4	4_p10_B06	B6	0	2	0.306
5	4	4_p10_C06	C6	0	2	0.297
5	4	4_p10_D06	D6	0	2	0.298
5	4	4_p10_E06	E6	0	2	0.309
5	4	4_p10_F06	F6	0	2	0.299
5	4	4_p10_G06	G6	0	2	0.039
5	4	4_p10_H06	H6	0	2	0.04
5	4	4_p10_A07	A7	0	2	0.301
5	4	4_p10_B07	B7	0	2	0.313
5	4	4_p10_C07	C7	0	2	0.302
5	4	4_p10_D07	D7	0	2	0.295
5	4	4_p10_E07	E7	0	2	0.318
5	4	4_p10_F07	F7	0	2	0.329
5	4	4_p10_G07	G7	0	2	0.04
5	4	4_p10_H07	H7	0	2	0.039
5	4	4_p10_A08	A8	0	2	0.308
5	4	4_p10_B08	B8	0	2	0.301
5	4	4_p10_C08	C8	0	2	0.299
5	4	4_p10_D08	D8	0	2	0.283
5	4	4_p10_E08	E8	0	2	0.309
5	4	4_p10_F08	F8	0	2	0.332
5	4	4_p10_G08	G8	0	2	0.04
5	4	4_p10_H08	H8	0	2	0.039
5	4	4_p10_A09	A9	0	2	0.368
5	4	4_p10_B09	B9	0	2	0.366
5	4	4_p10_C09	C9	0	2	0.257
5	4	4_p10_D09	D9	0	2	0.373
5	4	4_p10_E09	E9	0	2	0.389
5	4	4_p10_F09	F9	0	2	0.371
5	4	4_p10_G09	G9	0	2	0.04
5	4	4_p10_H09	H9	0	2	0.04
5	4	4_p10_A10	A10	0	2	0.335
5	4	4_p10_B10	B10	0	2	0.337
5	4	4_p10_C10	C10	0	2	0.331
5	4	4_p10_D10	D10	0	2	0.317
5	4	4_p10_E10	E10	0	2	0.329
5	4	4_p10_F10	F10	0	2	0.34
5	4	4_p10_G10	G10	0	2	0.041
5	4	4_p10_H10	H10	0	2	0.04
5	4	4_p10_A11	A11	0	2	0.364
5	4	4_p10_B11	B11	0	2	0.352
5	4	4_p10_C11	C11	0	2	0.223
5	4	4_p10_D11	D11	0	2	0.343
5	4	4_p10_E11	E11	0	2	0.356
5	4	4_p10_F11	F11	0	2	0.372
5	4	4_p10_G11	G11	0	2	0.04
5	4	4_p10_H11	H11	0	2	0.039
5	4	4_p10_A12	A12	0	2	0.321
5	4	4_p10_B12	B12	0	2	0.333
5	4	4_p10_C12	C12	0	2	0.317
5	4	4_p10_D12	D12	0	2	0.266
5	4	4_p10_E12	E12	0	2	0.319
5	4	4_p10_F12	F12	0	2	0.326
5	4	4_p10_G12	G12	0	2	0.042
5	4	4_p10_H12	H12	0	2	0.041
7	4	4_p09_A01	A1	0	1	0.038
7	4	4_p09_B01	B1	0	1	0.042
7	4	4_p09_C01	C1	0	1	0.343
7	4	4_p09_D01	D1	0	1	0.342
7	4	4_p09_E01	E1	0	1	0.339
7	4	4_p09_F01	F1	0	1	0.322
7	4	4_p09_G01	G1	0	1	0.047
7	4	4_p09_H01	H1	0	1	0.278
7	4	4_p09_A02	A2	0	1	0.041
7	4	4_p09_B02	B2	0	1	0.041
7	4	4_p09_C02	C2	0	1	0.315
7	4	4_p09_D02	D2	0	1	0.304
7	4	4_p09_E02	E2	0	1	0.278
7	4	4_p09_F02	F2	0	1	0.283
7	4	4_p09_G02	G2	0	1	0.041
7	4	4_p09_H02	H2	0	1	0.275
7	4	4_p09_A03	A3	0	1	0.039
7	4	4_p09_B03	B3	0	1	0.04
7	4	4_p09_C03	C3	0	1	0.362
7	4	4_p09_D03	D3	0	1	0.347
7	4	4_p09_E03	E3	0	1	0.28
7	4	4_p09_F03	F3	0	1	0.285
7	4	4_p09_G03	G3	0	1	0.042
7	4	4_p09_H03	H3	0	1	0.313
7	4	4_p09_A04	A4	0	1	0.04
7	4	4_p09_B04	B4	0	1	0.041
7	4	4_p09_C04	C4	0	1	0.332
7	4	4_p09_D04	D4	0	1	0.308
7	4	4_p09_E04	E4	0	1	0.279
7	4	4_p09_F04	F4	0	1	0.295
7	4	4_p09_G04	G4	0	1	0.042
7	4	4_p09_H04	H4	0	1	0.313
7	4	4_p09_A05	A5	0	1	0.353
7	4	4_p09_B05	B5	0	1	0.305
7	4	4_p09_C05	C5	0	1	0.335
7	4	4_p09_D05	D5	0	1	0.283
7	4	4_p09_E05	E5	0	1	0.342
7	4	4_p09_F05	F5	0	1	0.28
7	4	4_p09_G05	G5	0	1	0.04
7	4	4_p09_H05	H5	0	1	0.263
7	4	4_p09_A06	A6	0	1	0.298
7	4	4_p09_B06	B6	0	1	0.295
7	4	4_p09_C06	C6	0	1	0.292
7	4	4_p09_D06	D6	0	1	0.279
7	4	4_p09_E06	E6	0	1	0.298
7	4	4_p09_F06	F6	0	1	0.26
7	4	4_p09_G06	G6	0	1	0.041
7	4	4_p09_H06	H6	0	1	0.259
7	4	4_p09_A07	A7	0	1	0.302
7	4	4_p09_B07	B7	0	1	0.308
7	4	4_p09_C07	C7	0	1	0.306
7	4	4_p09_D07	D7	0	1	0.262
7	4	4_p09_E07	E7	0	1	0.313
7	4	4_p09_F07	F7	0	1	0.32
7	4	4_p09_G07	G7	0	1	0.041
7	4	4_p09_H07	H7	0	1	0.249
7	4	4_p09_A08	A8	0	1	0.289
7	4	4_p09_B08	B8	0	1	0.283
7	4	4_p09_C08	C8	0	1	0.296
7	4	4_p09_D08	D8	0	1	0.282
7	4	4_p09_E08	E8	0	1	0.315
7	4	4_p09_F08	F8	0	1	0.313
7	4	4_p09_G08	G8	0	1	0.043
7	4	4_p09_H08	H8	0	1	0.265
7	4	4_p09_A09	A9	0	1	0.356
7	4	4_p09_B09	B9	0	1	0.375
7	4	4_p09_C09	C9	0	1	0.383
7	4	4_p09_D09	D9	0	1	0.335
7	4	4_p09_E09	E9	0	1	0.349
7	4	4_p09_F09	F9	0	1	0.36
7	4	4_p09_G09	G9	0	1	0.043
7	4	4_p09_H09	H9	0	1	0.26
7	4	4_p09_A10	A10	0	1	0.301
7	4	4_p09_B10	B10	0	1	0.323
7	4	4_p09_C10	C10	0	1	0.327
7	4	4_p09_D10	D10	0	1	0.329
7	4	4_p09_E10	E10	0	1	0.343
7	4	4_p09_F10	F10	0	1	0.305
7	4	4_p09_G10	G10	0	1	0.046
7	4	4_p09_H10	H10	0	1	0.251
7	4	4_p09_A11	A11	0	1	0.352
7	4	4_p09_B11	B11	0	1	0.349
7	4	4_p09_C11	C11	0	1	0.365
7	4	4_p09_D11	D11	0	1	0.369
7	4	4_p09_E11	E11	0	1	0.335
7	4	4_p09_F11	F11	0	1	0.332
7	4	4_p09_G11	G11	0	1	0.045
7	4	4_p09_H11	H11	0	1	0.229
7	4	4_p09_A12	A12	0	1	0.296
7	4	4_p09_B12	B12	0	1	0.299
7	4	4_p09_C12	C12	0	1	0.334
7	4	4_p09_D12	D12	0	1	0.3
7	4	4_p09_E12	E12	0	1	0.307
7	4	4_p09_F12	F12	0	1	0.29
7	4	4_p09_G12	G12	0	1	0.04
7	4	4_p09_H12	H12	0	1	0.264
7	4	4_p10_A01	A1	0	2	0.039
7	4	4_p10_B01	B1	0	2	0.042
7	4	4_p10_C01	C1	0	2	0.357
7	4	4_p10_D01	D1	0	2	0.366
7	4	4_p10_E01	E1	0	2	0.37
7	4	4_p10_F01	F1	0	2	0.316
7	4	4_p10_G01	G1	0	2	0.041
7	4	4_p10_H01	H1	0	2	0.04
7	4	4_p10_A02	A2	0	2	0.044
7	4	4_p10_B02	B2	0	2	0.042
7	4	4_p10_C02	C2	0	2	0.334
7	4	4_p10_D02	D2	0	2	0.336
7	4	4_p10_E02	E2	0	2	0.327
7	4	4_p10_F02	F2	0	2	0.306
7	4	4_p10_G02	G2	0	2	0.04
7	4	4_p10_H02	H2	0	2	0.04
7	4	4_p10_A03	A3	0	2	0.04
7	4	4_p10_B03	B3	0	2	0.04
7	4	4_p10_C03	C3	0	2	0.382
7	4	4_p10_D03	D3	0	2	0.376
7	4	4_p10_E03	E3	0	2	0.334
7	4	4_p10_F03	F3	0	2	0.369
7	4	4_p10_G03	G3	0	2	0.04
7	4	4_p10_H03	H3	0	2	0.04
7	4	4_p10_A04	A4	0	2	0.041
7	4	4_p10_B04	B4	0	2	0.042
7	4	4_p10_C04	C4	0	2	0.34
7	4	4_p10_D04	D4	0	2	0.335
7	4	4_p10_E04	E4	0	2	0.288
7	4	4_p10_F04	F4	0	2	0.303
7	4	4_p10_G04	G4	0	2	0.039
7	4	4_p10_H04	H4	0	2	0.04
7	4	4_p10_A05	A5	0	2	0.315
7	4	4_p10_B05	B5	0	2	0.316
7	4	4_p10_C05	C5	0	2	0.345
7	4	4_p10_D05	D5	0	2	0.291
7	4	4_p10_E05	E5	0	2	0.301
7	4	4_p10_F05	F5	0	2	0.286
7	4	4_p10_G05	G5	0	2	0.04
7	4	4_p10_H05	H5	0	2	0.039
7	4	4_p10_A06	A6	0	2	0.304
7	4	4_p10_B06	B6	0	2	0.303
7	4	4_p10_C06	C6	0	2	0.284
7	4	4_p10_D06	D6	0	2	0.288
7	4	4_p10_E06	E6	0	2	0.313
7	4	4_p10_F06	F6	0	2	0.297
7	4	4_p10_G06	G6	0	2	0.039
7	4	4_p10_H06	H6	0	2	0.04
7	4	4_p10_A07	A7	0	2	0.305
7	4	4_p10_B07	B7	0	2	0.293
7	4	4_p10_C07	C7	0	2	0.295
7	4	4_p10_D07	D7	0	2	0.288
7	4	4_p10_E07	E7	0	2	0.305
7	4	4_p10_F07	F7	0	2	0.325
7	4	4_p10_G07	G7	0	2	0.04
7	4	4_p10_H07	H7	0	2	0.04
7	4	4_p10_A08	A8	0	2	0.312
7	4	4_p10_B08	B8	0	2	0.292
7	4	4_p10_C08	C8	0	2	0.286
7	4	4_p10_D08	D8	0	2	0.29
7	4	4_p10_E08	E8	0	2	0.308
7	4	4_p10_F08	F8	0	2	0.332
7	4	4_p10_G08	G8	0	2	0.041
7	4	4_p10_H08	H8	0	2	0.039
7	4	4_p10_A09	A9	0	2	0.377
7	4	4_p10_B09	B9	0	2	0.37
7	4	4_p10_C09	C9	0	2	0.271
7	4	4_p10_D09	D9	0	2	0.376
7	4	4_p10_E09	E9	0	2	0.351
7	4	4_p10_F09	F9	0	2	0.364
7	4	4_p10_G09	G9	0	2	0.041
7	4	4_p10_H09	H9	0	2	0.041
7	4	4_p10_A10	A10	0	2	0.343
7	4	4_p10_B10	B10	0	2	0.333
7	4	4_p10_C10	C10	0	2	0.313
7	4	4_p10_D10	D10	0	2	0.321
7	4	4_p10_E10	E10	0	2	0.318
7	4	4_p10_F10	F10	0	2	0.36
7	4	4_p10_G10	G10	0	2	0.041
7	4	4_p10_H10	H10	0	2	0.04
7	4	4_p10_A11	A11	0	2	0.368
7	4	4_p10_B11	B11	0	2	0.36
7	4	4_p10_C11	C11	0	2	0.232
7	4	4_p10_D11	D11	0	2	0.36
7	4	4_p10_E11	E11	0	2	0.339
7	4	4_p10_F11	F11	0	2	0.363
7	4	4_p10_G11	G11	0	2	0.04
7	4	4_p10_H11	H11	0	2	0.039
7	4	4_p10_A12	A12	0	2	0.319
7	4	4_p10_B12	B12	0	2	0.317
7	4	4_p10_C12	C12	0	2	0.312
7	4	4_p10_D12	D12	0	2	0.272
7	4	4_p10_E12	E12	0	2	0.311
7	4	4_p10_F12	F12	0	2	0.289
7	4	4_p10_G12	G12	0	2	0.039
7	4	4_p10_H12	H12	0	2	0.041
8	4	4_p09_A01	A1	0	1	0.042
8	4	4_p09_B01	B1	0	1	0.041
8	4	4_p09_C01	C1	0	1	0.362
8	4	4_p09_D01	D1	0	1	0.351
8	4	4_p09_E01	E1	0	1	0.314
8	4	4_p09_F01	F1	0	1	0.334
8	4	4_p09_G01	G1	0	1	0.044
8	4	4_p09_H01	H1	0	1	0.291
8	4	4_p09_A02	A2	0	1	0.04
8	4	4_p09_B02	B2	0	1	0.044
8	4	4_p09_C02	C2	0	1	0.327
8	4	4_p09_D02	D2	0	1	0.321
8	4	4_p09_E02	E2	0	1	0.271
8	4	4_p09_F02	F2	0	1	0.291
8	4	4_p09_G02	G2	0	1	0.041
8	4	4_p09_H02	H2	0	1	0.291
8	4	4_p09_A03	A3	0	1	0.042
8	4	4_p09_B03	B3	0	1	0.043
8	4	4_p09_C03	C3	0	1	0.358
8	4	4_p09_D03	D3	0	1	0.37
8	4	4_p09_E03	E3	0	1	0.291
8	4	4_p09_F03	F3	0	1	0.295
8	4	4_p09_G03	G3	0	1	0.041
8	4	4_p09_H03	H3	0	1	0.325
8	4	4_p09_A04	A4	0	1	0.043
8	4	4_p09_B04	B4	0	1	0.043
8	4	4_p09_C04	C4	0	1	0.329
8	4	4_p09_D04	D4	0	1	0.311
8	4	4_p09_E04	E4	0	1	0.287
8	4	4_p09_F04	F4	0	1	0.322
8	4	4_p09_G04	G4	0	1	0.041
8	4	4_p09_H04	H4	0	1	0.321
8	4	4_p09_A05	A5	0	1	0.326
8	4	4_p09_B05	B5	0	1	0.321
8	4	4_p09_C05	C5	0	1	0.331
8	4	4_p09_D05	D5	0	1	0.288
8	4	4_p09_E05	E5	0	1	0.346
8	4	4_p09_F05	F5	0	1	0.291
8	4	4_p09_G05	G5	0	1	0.042
8	4	4_p09_H05	H5	0	1	0.267
8	4	4_p09_A06	A6	0	1	0.295
8	4	4_p09_B06	B6	0	1	0.318
8	4	4_p09_C06	C6	0	1	0.286
8	4	4_p09_D06	D6	0	1	0.285
8	4	4_p09_E06	E6	0	1	0.269
8	4	4_p09_F06	F6	0	1	0.252
8	4	4_p09_G06	G6	0	1	0.042
8	4	4_p09_H06	H6	0	1	0.266
8	4	4_p09_A07	A7	0	1	0.283
8	4	4_p09_B07	B7	0	1	0.333
8	4	4_p09_C07	C7	0	1	0.299
8	4	4_p09_D07	D7	0	1	0.249
8	4	4_p09_E07	E7	0	1	0.306
8	4	4_p09_F07	F7	0	1	0.314
8	4	4_p09_G07	G7	0	1	0.042
8	4	4_p09_H07	H7	0	1	0.267
8	4	4_p09_A08	A8	0	1	0.295
8	4	4_p09_B08	B8	0	1	0.317
8	4	4_p09_C08	C8	0	1	0.287
8	4	4_p09_D08	D8	0	1	0.282
8	4	4_p09_E08	E8	0	1	0.295
8	4	4_p09_F08	F8	0	1	0.311
8	4	4_p09_G08	G8	0	1	0.044
8	4	4_p09_H08	H8	0	1	0.259
8	4	4_p09_A09	A9	0	1	0.36
8	4	4_p09_B09	B9	0	1	0.401
8	4	4_p09_C09	C9	0	1	0.396
8	4	4_p09_D09	D9	0	1	0.374
8	4	4_p09_E09	E9	0	1	0.363
8	4	4_p09_F09	F9	0	1	0.372
8	4	4_p09_G09	G9	0	1	0.044
8	4	4_p09_H09	H9	0	1	0.272
8	4	4_p09_A10	A10	0	1	0.327
8	4	4_p09_B10	B10	0	1	0.358
8	4	4_p09_C10	C10	0	1	0.354
8	4	4_p09_D10	D10	0	1	0.299
8	4	4_p09_E10	E10	0	1	0.323
8	4	4_p09_F10	F10	0	1	0.322
8	4	4_p09_G10	G10	0	1	0.044
8	4	4_p09_H10	H10	0	1	0.278
8	4	4_p09_A11	A11	0	1	0.352
8	4	4_p09_B11	B11	0	1	0.41
8	4	4_p09_C11	C11	0	1	0.373
8	4	4_p09_D11	D11	0	1	0.334
8	4	4_p09_E11	E11	0	1	0.387
8	4	4_p09_F11	F11	0	1	0.374
8	4	4_p09_G11	G11	0	1	0.044
8	4	4_p09_H11	H11	0	1	0.259
8	4	4_p09_A12	A12	0	1	0.303
8	4	4_p09_B12	B12	0	1	0.353
