transfers	n_species	well	strep_conc	replicate	OD
1	4	C8	256	1	0.816
3	4	C8	256	1	0.340
5	4	C8	256	1	0.29
7	4	C8	256	1	0.33
8	4	C8	256	1	0.31
1	4	C8	256	2	0.811
3	4	C8	256	2	0.319
5	4	C8	256	2	0.295
7	4	C8	256	2	0.364
8	4	C8	256	2	0.322
1	3	C9	0	1	0.983
3	3	C9	0	1	0.357
5	3	C9	0	1	0.324
7	3	C9	0	1	0.35
8	3	C9	0	1	0.295
1	3	C9	0	2	0.893
3	3	C9	0	2	0.339
5	3	C9	0	2	0.336
7	3	C9	0	2	0.33
8	3	C9	0	2	0.308
1	4	C9	0	1	0.836
3	4	C9	0	1	0.366
5	4	C9	0	1	0.39
7	4	C9	0	1	0.383
8	4	C9	0	1	0.396
1	4	C9	0	2	0.567
3	4	C9	0	2	0.255
5	4	C9	0	2	0.257
7	4	C9	0	2	0.271
8	4	C9	0	2	0.262
1	3	C9	16	1	0.954
3	3	C9	16	1	0.375
5	3	C9	16	1	0.347
7	3	C9	16	1	0.368
8	3	C9	16	1	0.349
1	3	C9	16	2	0.953
3	3	C9	16	2	0.372
5	3	C9	16	2	0.372
7	3	C9	16	2	0.386
8	3	C9	16	2	0.316
1	4	C9	16	1	0.694
3	4	C9	16	1	0.274
5	4	C9	16	1	0.27
7	4	C9	16	1	0.303
8	4	C9	16	1	0.282
1	4	C9	16	2	0.570
3	4	C9	16	2	0.262
5	4	C9	16	2	0.265
7	4	C9	16	2	0.253
8	4	C9	16	2	0.305
1	3	C9	64	1	0.883
3	3	C9	64	1	0.345
5	3	C9	64	1	0.346
7	3	C9	64	1	0.356
8	3	C9	64	1	0.363
1	3	C9	64	2	0.879
3	3	C9	64	2	0.336
5	3	C9	64	2	0.358
7	3	C9	64	2	0.357
8	3	C9	64	2	0.318
1	4	C9	64	1	0.609
3	4	C9	64	1	0.287
5	4	C9	64	1	0.274
7	4	C9	64	1	0.287
8	4	C9	64	1	0.257
1	4	C9	64	2	0.799
3	4	C9	64	2	0.226
5	4	C9	64	2	0.224
7	4	C9	64	2	0.227
8	4	C9	64	2	0.211
1	3	C9	256	1	0.843
3	3	C9	256	1	0.348
5	3	C9	256	1	0.36
7	3	C9	256	1	0.377
8	3	C9	256	1	0.336
1	3	C9	256	2	0.775
3	3	C9	256	2	0.348
5	3	C9	256	2	0.358
7	3	C9	256	2	0.377
8	3	C9	256	2	0.347
1	4	C9	256	1	0.668
3	4	C9	256	1	0.233
5	4	C9	256	1	0.212
7	4	C9	256	1	0.224
8	4	C9	256	1	0.211
1	4	C9	256	2	0.657
3	4	C9	256	2	0.317
5	4	C9	256	2	0.309
7	4	C9	256	2	0.353
8	4	C9	256	2	0.311
1	3	D1	0	1	0.736
3	3	D1	0	1	0.355
5	3	D1	0	1	0.353
7	3	D1	0	1	0.323
8	3	D1	0	1	0.301
1	3	D1	0	2	0.663
3	3	D1	0	2	0.326
5	3	D1	0	2	0.326
7	3	D1	0	2	0.324
8	3	D1	0	2	0.31
1	4	D1	0	1	0.876
3	4	D1	0	1	0.331
5	4	D1	0	1	0.371
7	4	D1	0	1	0.342
8	4	D1	0	1	0.351
1	4	D1	0	2	0.941
3	4	D1	0	2	0.410
5	4	D1	0	2	0.36
7	4	D1	0	2	0.366
8	4	D1	0	2	0.335
1	3	D1	16	1	0.658
3	3	D1	16	1	0.337
5	3	D1	16	1	0.322
7	3	D1	16	1	0.333
8	3	D1	16	1	0.321
1	3	D1	16	2	0.596
3	3	D1	16	2	0.346
5	3	D1	16	2	0.34
7	3	D1	16	2	0.304
8	3	D1	16	2	0.333
1	4	D1	16	1	0.611
3	4	D1	16	1	0.332
5	4	D1	16	1	0.309
7	4	D1	16	1	0.314
8	4	D1	16	1	0.313
1	4	D1	16	2	0.726
3	4	D1	16	2	0.298
5	4	D1	16	2	0.282
7	4	D1	16	2	0.264
8	4	D1	16	2	0.27
1	3	D1	64	1	0.538
3	3	D1	64	1	0.352
5	3	D1	64	1	0.325
7	3	D1	64	1	0.333
8	3	D1	64	1	0.31
1	3	D1	64	2	0.743
3	3	D1	64	2	0.301
5	3	D1	64	2	0.345
7	3	D1	64	2	0.33
8	3	D1	64	2	0.313
1	4	D1	64	1	0.790
3	4	D1	64	1	0.295
5	4	D1	64	1	0.306
7	4	D1	64	1	0.303
8	4	D1	64	1	0.314
1	4	D1	64	2	0.755
3	4	D1	64	2	0.239
5	4	D1	64	2	0.26
7	4	D1	64	2	0.266
8	4	D1	64	2	0.256
1	3	D1	256	1	0.781
3	3	D1	256	1	0.304
5	3	D1	256	1	0.303
7	3	D1	256	1	0.301
8	3	D1	256	1	0.276
1	3	D1	256	2	0.810
3	3	D1	256	2	0.294
5	3	D1	256	2	0.3
7	3	D1	256	2	0.294
8	3	D1	256	2	0.272
1	4	D1	256	1	0.709
3	4	D1	256	1	0.289
5	4	D1	256	1	0.281
7	4	D1	256	1	0.31
8	4	D1	256	1	0.268
1	4	D1	256	2	0.681
3	4	D1	256	2	0.284
5	4	D1	256	2	0.273
7	4	D1	256	2	0.284
8	4	D1	256	2	0.266
1	3	D10	0	1	0.863
3	3	D10	0	1	0.348
5	3	D10	0	1	0.328
7	3	D10	0	1	0.342
8	3	D10	0	1	0.314
1	3	D10	0	2	0.765
3	3	D10	0	2	0.364
5	3	D10	0	2	0.319
7	3	D10	0	2	0.336
8	3	D10	0	2	0.311
1	4	D10	0	1	0.826
3	4	D10	0	1	0.334
5	4	D10	0	1	0.341
7	4	D10	0	1	0.329
8	4	D10	0	1	0.299
1	4	D10	0	2	0.673
3	4	D10	0	2	0.336
5	4	D10	0	2	0.317
7	4	D10	0	2	0.321
8	4	D10	0	2	0.319
1	3	D10	16	1	0.889
3	3	D10	16	1	0.342
5	3	D10	16	1	0.341
7	3	D10	16	1	0.335
8	3	D10	16	1	0.33
1	3	D10	16	2	0.856
3	3	D10	16	2	0.336
5	3	D10	16	2	0.325
7	3	D10	16	2	0.345
8	3	D10	16	2	0.323
1	4	D10	16	1	0.742
3	4	D10	16	1	0.347
5	4	D10	16	1	0.33
7	4	D10	16	1	0.354
8	4	D10	16	1	0.321
1	4	D10	16	2	0.757
3	4	D10	16	2	0.323
5	4	D10	16	2	0.331
7	4	D10	16	2	0.334
8	4	D10	16	2	0.349
1	3	D10	64	1	0.808
3	3	D10	64	1	0.322
5	3	D10	64	1	0.32
7	3	D10	64	1	0.307
8	3	D10	64	1	0.327
1	3	D10	64	2	0.817
3	3	D10	64	2	0.327
5	3	D10	64	2	0.322
7	3	D10	64	2	0.313
8	3	D10	64	2	0.314
1	4	D10	64	1	0.864
3	4	D10	64	1	0.302
5	4	D10	64	1	0.302
7	4	D10	64	1	0.306
8	4	D10	64	1	0.283
1	4	D10	64	2	0.786
3	4	D10	64	2	0.298
5	4	D10	64	2	0.295
7	4	D10	64	2	0.31
8	4	D10	64	2	0.3
1	3	D10	256	1	0.867
3	3	D10	256	1	0.346
5	3	D10	256	1	0.326
7	3	D10	256	1	0.344
8	3	D10	256	1	0.302
1	3	D10	256	2	0.850
3	3	D10	256	2	0.328
5	3	D10	256	2	0.315
7	3	D10	256	2	0.341
8	3	D10	256	2	0.325
1	4	D10	256	1	0.688
3	4	D10	256	1	0.303
5	4	D10	256	1	0.302
7	4	D10	256	1	0.309
8	4	D10	256	1	0.279
1	4	D10	256	2	0.696
3	4	D10	256	2	0.294
5	4	D10	256	2	0.28
7	4	D10	256	2	0.333
8	4	D10	256	2	0.293
1	3	D11	0	1	0.952
3	3	D11	0	1	0.346
5	3	D11	0	1	0.353
7	3	D11	0	1	0.341
8	3	D11	0	1	0.309
1	3	D11	0	2	0.862
3	3	D11	0	2	0.330
5	3	D11	0	2	0.346
7	3	D11	0	2	0.332
8	3	D11	0	2	0.319
1	4	D11	0	1	0.823
3	4	D11	0	1	0.352
5	4	D11	0	1	0.369
7	4	D11	0	1	0.369
8	4	D11	0	1	0.334
1	4	D11	0	2	0.574
3	4	D11	0	2	0.363
5	4	D11	0	2	0.343
7	4	D11	0	2	0.36
8	4	D11	0	2	0.348
1	3	D11	16	1	0.984
3	3	D11	16	1	0.356
5	3	D11	16	1	0.348
7	3	D11	16	1	0.338
8	3	D11	16	1	0.325
1	3	D11	16	2	0.997
3	3	D11	16	2	0.337
5	3	D11	16	2	0.326
7	3	D11	16	2	0.341
8	3	D11	16	2	0.324
1	4	D11	16	1	0.674
3	4	D11	16	1	0.213
5	4	D11	16	1	0.242
7	4	D11	16	1	0.265
8	4	D11	16	1	0.251
1	4	D11	16	2	0.722
3	4	D11	16	2	0.260
5	4	D11	16	2	0.273
7	4	D11	16	2	0.267
8	4	D11	16	2	0.263
1	3	D11	64	1	0.870
3	3	D11	64	1	0.366
5	3	D11	64	1	0.313
7	3	D11	64	1	0.317
8	3	D11	64	1	0.304
1	3	D11	64	2	0.940
3	3	D11	64	2	0.320
5	3	D11	64	2	0.332
7	3	D11	64	2	0.322
8	3	D11	64	2	0.352
1	4	D11	64	1	0.761
3	4	D11	64	1	0.266
5	4	D11	64	1	0.256
7	4	D11	64	1	0.268
8	4	D11	64	1	0.251
1	4	D11	64	2	0.709
3	4	D11	64	2	0.254
5	4	D11	64	2	0.262
7	4	D11	64	2	0.263
8	4	D11	64	2	0.247
1	3	D11	256	1	0.815
3	3	D11	256	1	0.322
5	3	D11	256	1	0.331
7	3	D11	256	1	0.365
8	3	D11	256	1	0.312
1	3	D11	256	2	0.907
3	3	D11	256	2	0.342
5	3	D11	256	2	0.324
7	3	D11	256	2	0.346
8	3	D11	256	2	0.345
1	4	D11	256	1	0.712
3	4	D11	256	1	0.342
5	4	D11	256	1	0.316
7	4	D11	256	1	0.327
8	4	D11	256	1	0.285
1	4	D11	256	2	0.680
3	4	D11	256	2	0.318
5	4	D11	256	2	0.297
7	4	D11	256	2	0.346
8	4	D11	256	2	0.304
1	3	D12	0	1	0.985
3	3	D12	0	1	0.346
5	3	D12	0	1	0.322
7	3	D12	0	1	0.328
8	3	D12	0	1	0.325
1	3	D12	0	2	0.874
3	3	D12	0	2	0.324
5	3	D12	0	2	0.312
7	3	D12	0	2	0.337
8	3	D12	0	2	0.31
1	4	D12	0	1	0.891
3	4	D12	0	1	0.325
5	4	D12	0	1	0.336
7	4	D12	0	1	0.3
8	4	D12	0	1	0.317
1	4	D12	0	2	0.556
3	4	D12	0	2	0.282
5	4	D12	0	2	0.266
7	4	D12	0	2	0.272
8	4	D12	0	2	0.262
1	3	D12	16	1	0.980
3	3	D12	16	1	0.349
5	3	D12	16	1	0.332
7	3	D12	16	1	0.337
8	3	D12	16	1	0.311
1	3	D12	16	2	0.974
3	3	D12	16	2	0.328
5	3	D12	16	2	0.339
7	3	D12	16	2	0.342
8	3	D12	16	2	0.306
1	4	D12	16	1	0.778
3	4	D12	16	1	0.340
5	4	D12	16	1	0.344
7	4	D12	16	1	0.34
8	4	D12	16	1	0.324
1	4	D12	16	2	0.769
3	4	D12	16	2	0.327
5	4	D12	16	2	0.35
7	4	D12	16	2	0.331
8	4	D12	16	2	0.343
1	3	D12	64	1	0.876
3	3	D12	64	1	0.333
5	3	D12	64	1	0.34
7	3	D12	64	1	0.309
8	3	D12	64	1	0.3
1	3	D12	64	2	0.963
3	3	D12	64	2	0.327
5	3	D12	64	2	0.329
7	3	D12	64	2	0.318
8	3	D12	64	2	0.331
1	4	D12	64	1	0.639
3	4	D12	64	1	0.257
5	4	D12	64	1	0.267
7	4	D12	64	1	0.265
8	4	D12	64	1	0.242
1	4	D12	64	2	0.677
3	4	D12	64	2	0.328
5	4	D12	64	2	0.314
7	4	D12	64	2	0.331
8	4	D12	64	2	0.318
1	3	D12	256	1	0.851
3	3	D12	256	1	0.357
5	3	D12	256	1	0.347
7	3	D12	256	1	0.347
8	3	D12	256	1	0.31
1	3	D12	256	2	0.969
3	3	D12	256	2	0.335
5	3	D12	256	2	0.329
7	3	D12	256	2	0.323
8	3	D12	256	2	0.329
1	4	D12	256	1	0.683
3	4	D12	256	1	0.333
5	4	D12	256	1	0.329
7	4	D12	256	1	0.334
8	4	D12	256	1	0.319
1	4	D12	256	2	0.792
3	4	D12	256	2	0.327
5	4	D12	256	2	0.316
7	4	D12	256	2	0.34
8	4	D12	256	2	0.318
1	3	D2	0	1	1.151
3	3	D2	0	1	0.344
5	3	D2	0	1	0.332
7	3	D2	0	1	0.342
8	3	D2	0	1	0.304
1	3	D2	0	2	0.860
3	3	D2	0	2	0.334
5	3	D2	0	2	0.338
7	3	D2	0	2	0.319
8	3	D2	0	2	0.323
1	4	D2	0	1	0.635
3	4	D2	0	1	0.315
5	4	D2	0	1	0.33
7	4	D2	0	1	0.304
8	4	D2	0	1	0.321
1	4	D2	0	2	1.013
3	4	D2	0	2	0.329
5	4	D2	0	2	0.335
7	4	D2	0	2	0.336
8	4	D2	0	2	0.315
1	3	D2	16	1	0.625
3	3	D2	16	1	0.307
5	3	D2	16	1	0.303
7	3	D2	16	1	0.3
8	3	D2	16	1	0.292
1	3	D2	16	2	0.585
3	3	D2	16	2	0.305
5	3	D2	16	2	0.302
7	3	D2	16	2	0.292
8	3	D2	16	2	0.295
1	4	D2	16	1	0.904
3	4	D2	16	1	0.337
5	4	D2	16	1	0.314
7	4	D2	16	1	0.337
8	4	D2	16	1	0.306
1	4	D2	16	2	1.168
3	4	D2	16	2	0.292
5	4	D2	16	2	0.34
7	4	D2	16	2	0.313
8	4	D2	16	2	0.31
1	3	D2	64	1	0.600
3	3	D2	64	1	0.312
5	3	D2	64	1	0.301
7	3	D2	64	1	0.297
8	3	D2	64	1	0.296
1	3	D2	64	2	0.749
3	3	D2	64	2	0.294
5	3	D2	64	2	0.304
7	3	D2	64	2	0.29
8	3	D2	64	2	0.31
1	4	D2	64	1	1.048
3	4	D2	64	1	0.273
5	4	D2	64	1	0.286
7	4	D2	64	1	0.294
8	4	D2	64	1	0.301
1	4	D2	64	2	0.875
3	4	D2	64	2	0.293
5	4	D2	64	2	0.345
7	4	D2	64	2	0.336
8	4	D2	64	2	0.319
1	3	D2	256	1	0.731
3	3	D2	256	1	0.313
5	3	D2	256	1	0.307
7	3	D2	256	1	0.305
8	3	D2	256	1	0.283
1	3	D2	256	2	0.744
3	3	D2	256	2	0.305
5	3	D2	256	2	0.295
7	3	D2	256	2	0.306
8	3	D2	256	2	0.294
1	4	D2	256	1	0.897
3	4	D2	256	1	0.309
5	4	D2	256	1	0.293
7	4	D2	256	1	0.326
8	4	D2	256	1	0.273
1	4	D2	256	2	0.823
3	4	D2	256	2	0.288
5	4	D2	256	2	0.28
7	4	D2	256	2	0.314
8	4	D2	256	2	0.28
1	3	D3	0	1	0.706
3	3	D3	0	1	0.356
5	3	D3	0	1	0.342
7	3	D3	0	1	0.344
8	3	D3	0	1	0.309
1	3	D3	0	2	0.616
3	3	D3	0	2	0.265
5	3	D3	0	2	0.266
7	3	D3	0	2	0.315
8	3	D3	0	2	0.307
1	4	D3	0	1	0.833
3	4	D3	0	1	0.330
5	4	D3	0	1	0.383
7	4	D3	0	1	0.347
8	4	D3	0	1	0.37
1	4	D3	0	2	0.740
3	4	D3	0	2	0.353
5	4	D3	0	2	0.373
7	4	D3	0	2	0.376
8	4	D3	0	2	0.352
1	3	D3	16	1	0.651
3	3	D3	16	1	0.275
5	3	D3	16	1	0.275
7	3	D3	16	1	0.256
8	3	D3	16	1	0.274
1	3	D3	16	2	0.762
3	3	D3	16	2	0.342
5	3	D3	16	2	0.337
7	3	D3	16	2	0.312
8	3	D3	16	2	0.337
1	4	D3	16	1	0.648
3	4	D3	16	1	0.308
5	4	D3	16	1	0.337
7	4	D3	16	1	0.349
8	4	D3	16	1	0.317
1	4	D3	16	2	0.683
3	4	D3	16	2	0.295
5	4	D3	16	2	0.329
7	4	D3	16	2	0.326
8	4	D3	16	2	0.326
1	3	D3	64	1	0.553
3	3	D3	64	1	0.341
5	3	D3	64	1	0.319
7	3	D3	64	1	0.321
8	3	D3	64	1	0.33
1	3	D3	64	2	0.736
3	3	D3	64	2	0.265
5	3	D3	64	2	0.275
7	3	D3	64	2	0.273
8	3	D3	64	2	0.265
1	4	D3	64	1	0.777
3	4	D3	64	1	0.311
5	4	D3	64	1	0.304
7	4	D3	64	1	0.343
8	4	D3	64	1	0.332
1	4	D3	64	2	0.700
3	4	D3	64	2	0.314
5	4	D3	64	2	0.32
7	4	D3	64	2	0.332
8	4	D3	64	2	0.304
1	3	D3	256	1	0.727
3	3	D3	256	1	0.271
5	3	D3	256	1	0.263
7	3	D3	256	1	0.267
8	3	D3	256	1	0.256
1	3	D3	256	2	0.727
3	3	D3	256	2	0.269
5	3	D3	256	2	0.266
7	3	D3	256	2	0.274
8	3	D3	256	2	0.263
1	4	D3	256	1	0.599
3	4	D3	256	1	0.287
5	4	D3	256	1	0.25
7	4	D3	256	1	0.291
8	4	D3	256	1	0.271
1	4	D3	256	2	0.595
3	4	D3	256	2	0.312
5	4	D3	256	2	0.311
7	4	D3	256	2	0.342
8	4	D3	256	2	0.302
1	3	D4	0	1	0.906
3	3	D4	0	1	0.406
5	3	D4	0	1	0.311
7	3	D4	0	1	0.324
8	3	D4	0	1	0.288
1	3	D4	0	2	0.922
3	3	D4	0	2	0.287
5	3	D4	0	2	0.285
7	3	D4	0	2	0.304
8	3	D4	0	2	0.294
1	4	D4	0	1	0.791
3	4	D4	0	1	0.283
5	4	D4	0	1	0.344
7	4	D4	0	1	0.308
8	4	D4	0	1	0.311
1	4	D4	0	2	0.899
3	4	D4	0	2	0.329
5	4	D4	0	2	0.325
7	4	D4	0	2	0.335
8	4	D4	0	2	0.304
1	3	D4	16	1	1.054
3	3	D4	16	1	0.299
5	3	D4	16	1	0.308
7	3	D4	16	1	0.326
8	3	D4	16	1	0.32
1	3	D4	16	2	0.791
3	3	D4	16	2	0.308
5	3	D4	16	2	0.325
7	3	D4	16	2	0.319
8	3	D4	16	2	0.311
1	4	D4	16	1	0.793
3	4	D4	16	1	0.329
5	4	D4	16	1	0.315
7	4	D4	16	1	0.402
8	4	D4	16	1	0.314
1	4	D4	16	2	0.800
3	4	D4	16	2	0.297
5	4	D4	16	2	0.318
7	4	D4	16	2	0.323
8	4	D4	16	2	0.341
1	3	D4	64	1	1.135
3	3	D4	64	1	0.289
5	3	D4	64	1	0.298
7	3	D4	64	1	0.288
8	3	D4	64	1	0.285
1	3	D4	64	2	0.987
3	3	D4	64	2	0.293
5	3	D4	64	2	0.319
7	3	D4	64	2	0.297
8	3	D4	64	2	0.294
1	4	D4	64	1	0.863
3	4	D4	64	1	0.311
5	4	D4	64	1	0.318
7	4	D4	64	1	0.333
8	4	D4	64	1	0.326
1	4	D4	64	2	0.819
3	4	D4	64	2	0.308
5	4	D4	64	2	0.321
7	4	D4	64	2	0.328
8	4	D4	64	2	0.331
1	3	D4	256	1	0.881
3	3	D4	256	1	0.305
5	3	D4	256	1	0.313
7	3	D4	256	1	0.32
8	3	D4	256	1	0.28
1	3	D4	256	2	1.415
3	3	D4	256	2	0.310
5	3	D4	256	2	0.309
7	3	D4	256	2	0.297
8	3	D4	256	2	0.274
1	4	D4	256	1	0.772
3	4	D4	256	1	0.317
5	4	D4	256	1	0.317
7	4	D4	256	1	0.328
8	4	D4	256	1	0.301
1	4	D4	256	2	0.626
3	4	D4	256	2	0.306
5	4	D4	256	2	0.311
7	4	D4	256	2	0.347
8	4	D4	256	2	0.311
1	3	D5	0	1	0.699
3	3	D5	0	1	0.365
5	3	D5	0	1	0.369
7	3	D5	0	1	0.354
8	3	D5	0	1	0.304
1	3	D5	0	2	0.641
3	3	D5	0	2	0.345
5	3	D5	0	2	0.329
7	3	D5	0	2	0.341
8	3	D5	0	2	0.336
1	4	D5	0	1	1.032
3	4	D5	0	1	0.288
5	4	D5	0	1	0.305
7	4	D5	0	1	0.283
8	4	D5	0	1	0.288
1	4	D5	0	2	0.848
3	4	D5	0	2	0.303
5	4	D5	0	2	0.293
7	4	D5	0	2	0.291
8	4	D5	0	2	0.281
1	3	D5	16	1	0.691
3	3	D5	16	1	0.351
5	3	D5	16	1	0.333
7	3	D5	16	1	0.351
8	3	D5	16	1	0.344
1	3	D5	16	2	0.753
3	3	D5	16	2	0.352
5	3	D5	16	2	0.345
7	3	D5	16	2	0.341
8	3	D5	16	2	0.345
1	4	D5	16	1	0.668
3	4	D5	16	1	0.306
5	4	D5	16	1	0.289
7	4	D5	16	1	0.302
8	4	D5	16	1	0.279
1	4	D5	16	2	0.964
3	4	D5	16	2	0.290
5	4	D5	16	2	0.287
7	4	D5	16	2	0.289
8	4	D5	16	2	0.297
1	3	D5	64	1	0.600
3	3	D5	64	1	0.301
5	3	D5	64	1	0.331
7	3	D5	64	1	0.331
8	3	D5	64	1	0.344
1	3	D5	64	2	0.795
3	3	D5	64	2	0.296
5	3	D5	64	2	0.311
7	3	D5	64	2	0.304
8	3	D5	64	2	0.302
1	4	D5	64	1	0.914
3	4	D5	64	1	0.288
5	4	D5	64	1	0.283
7	4	D5	64	1	0.3
8	4	D5	64	1	0.286
1	4	D5	64	2	0.728
3	4	D5	64	2	0.299
5	4	D5	64	2	0.294
7	4	D5	64	2	0.292
8	4	D5	64	2	0.255
1	3	D5	256	1	0.750
3	3	D5	256	1	0.305
5	3	D5	256	1	0.297
7	3	D5	256	1	0.315
8	3	D5	256	1	0.286
1	3	D5	256	2	0.814
3	3	D5	256	2	0.314
5	3	D5	256	2	0.3
7	3	D5	256	2	0.323
8	3	D5	256	2	0.303
1	4	D5	256	1	0.842
3	4	D5	256	1	0.251
5	4	D5	256	1	0.243
7	4	D5	256	1	0.284
8	4	D5	256	1	0.251
1	4	D5	256	2	0.807
3	4	D5	256	2	0.250
5	4	D5	256	2	0.237
7	4	D5	256	2	0.294
8	4	D5	256	2	0.26
1	3	D6	0	1	0.669
3	3	D6	0	1	0.330
5	3	D6	0	1	0.335
7	3	D6	0	1	0.361
8	3	D6	0	1	0.308
1	3	D6	0	2	0.724
3	3	D6	0	2	0.340
5	3	D6	0	2	0.341
7	3	D6	0	2	0.341
8	3	D6	0	2	0.33
1	4	D6	0	1	0.994
3	4	D6	0	1	0.291
5	4	D6	0	1	0.294
7	4	D6	0	1	0.279
8	4	D6	0	1	0.285
1	4	D6	0	2	0.824
3	4	D6	0	2	0.303
5	4	D6	0	2	0.298
7	4	D6	0	2	0.288
8	4	D6	0	2	0.277
1	3	D6	16	1	0.708
3	3	D6	16	1	0.300
5	3	D6	16	1	0.295
7	3	D6	16	1	0.311
8	3	D6	16	1	0.304
1	3	D6	16	2	0.787
3	3	D6	16	2	0.308
5	3	D6	16	2	0.312
7	3	D6	16	2	0.309
8	3	D6	16	2	0.306
1	4	D6	16	1	0.880
3	4	D6	16	1	0.302
5	4	D6	16	1	0.285
7	4	D6	16	1	0.308
8	4	D6	16	1	0.279
1	4	D6	16	2	1.014
3	4	D6	16	2	0.281
5	4	D6	16	2	0.285
7	4	D6	16	2	0.285
8	4	D6	16	2	0.297
1	3	D6	64	1	0.573
3	3	D6	64	1	0.308
5	3	D6	64	1	0.302
7	3	D6	64	1	0.293
8	3	D6	64	1	0.306
1	3	D6	64	2	0.778
3	3	D6	64	2	0.291
5	3	D6	64	2	0.308
7	3	D6	64	2	0.294
8	3	D6	64	2	0.286
1	4	D6	64	1	0.975
3	4	D6	64	1	0.291
5	4	D6	64	1	0.285
7	4	D6	64	1	0.304
8	4	D6	64	1	0.283
1	4	D6	64	2	0.717
3	4	D6	64	2	0.298
5	4	D6	64	2	0.29
7	4	D6	64	2	0.278
8	4	D6	64	2	0.272
1	3	D6	256	1	0.741
3	3	D6	256	1	0.310
5	3	D6	256	1	0.3
7	3	D6	256	1	0.317
8	3	D6	256	1	0.285
1	3	D6	256	2	0.760
3	3	D6	256	2	0.311
5	3	D6	256	2	0.302
7	3	D6	256	2	0.319
8	3	D6	256	2	0.299
1	4	D6	256	1	0.887
3	4	D6	256	1	0.292
5	4	D6	256	1	0.276
7	4	D6	256	1	0.317
8	4	D6	256	1	0.273
1	4	D6	256	2	0.787
3	4	D6	256	2	0.286
5	4	D6	256	2	0.283
7	4	D6	256	2	0.312
8	4	D6	256	2	0.284
1	3	D7	0	1	0.583
3	3	D7	0	1	0.297
5	3	D7	0	1	0.282
7	3	D7	0	1	0.282
8	3	D7	0	1	0.261
1	3	D7	0	2	0.739
3	3	D7	0	2	0.284
5	3	D7	0	2	0.279
7	3	D7	0	2	0.281
8	3	D7	0	2	0.271
1	4	D7	0	1	0.943
3	4	D7	0	1	0.283
5	4	D7	0	1	0.267
7	4	D7	0	1	0.262
8	4	D7	0	1	0.249
1	4	D7	0	2	0.787
3	4	D7	0	2	0.304
5	4	D7	0	2	0.295
7	4	D7	0	2	0.288
8	4	D7	0	2	0.278
1	3	D7	16	1	0.739
3	3	D7	16	1	0.273
5	3	D7	16	1	0.274
7	3	D7	16	1	0.278
8	3	D7	16	1	0.284
1	3	D7	16	2	0.766
3	3	D7	16	2	0.343
5	3	D7	16	2	0.336
7	3	D7	16	2	0.348
8	3	D7	16	2	0.34
1	4	D7	16	1	0.913
3	4	D7	16	1	0.305
5	4	D7	16	1	0.294
7	4	D7	16	1	0.303
8	4	D7	16	1	0.277
1	4	D7	16	2	1.000
3	4	D7	16	2	0.284
5	4	D7	16	2	0.288
7	4	D7	16	2	0.281
8	4	D7	16	2	0.303
1	3	D7	64	1	0.618
3	3	D7	64	1	0.353
5	3	D7	64	1	0.332
7	3	D7	64	1	0.318
8	3	D7	64	1	0.338
1	3	D7	64	2	0.799
3	3	D7	64	2	0.331
5	3	D7	64	2	0.341
7	3	D7	64	2	0.335
8	3	D7	64	2	0.344
1	4	D7	64	1	0.975
3	4	D7	64	1	0.283
5	4	D7	64	1	0.287
7	4	D7	64	1	0.302
8	4	D7	64	1	0.273
1	4	D7	64	2	0.939
3	4	D7	64	2	0.295
5	4	D7	64	2	0.287
7	4	D7	64	2	0.285
8	4	D7	64	2	0.274
1	3	D7	256	1	0.744
3	3	D7	256	1	0.345
5	3	D7	256	1	0.334
7	3	D7	256	1	0.354
8	3	D7	256	1	0.316
1	3	D7	256	2	0.768
3	3	D7	256	2	0.267
5	3	D7	256	2	0.268
7	3	D7	256	2	0.279
8	3	D7	256	2	0.263
1	4	D7	256	1	0.901
3	4	D7	256	1	0.299
5	4	D7	256	1	0.282
7	4	D7	256	1	0.328
8	4	D7	256	1	0.294
1	4	D7	256	2	0.523
3	4	D7	256	2	0.307
5	4	D7	256	2	0.263
7	4	D7	256	2	0.341
8	4	D7	256	2	0.31
1	3	D8	0	1	0.764
3	3	D8	0	1	0.321
5	3	D8	0	1	0.322
7	3	D8	0	1	0.334
8	3	D8	0	1	0.297
1	3	D8	0	2	0.814
3	3	D8	0	2	0.315
5	3	D8	0	2	0.309
7	3	D8	0	2	0.309
8	3	D8	0	2	0.302
1	4	D8	0	1	0.976
3	4	D8	0	1	0.292
5	4	D8	0	1	0.301
7	4	D8	0	1	0.282
8	4	D8	0	1	0.282
1	4	D8	0	2	0.673
3	4	D8	0	2	0.307
5	4	D8	0	2	0.283
7	4	D8	0	2	0.29
8	4	D8	0	2	0.267
1	3	D8	16	1	0.654
3	3	D8	16	1	0.236
5	3	D8	16	1	0.237
7	3	D8	16	1	0.237
8	3	D8	16	1	0.218
1	3	D8	16	2	0.831
3	3	D8	16	2	0.303
5	3	D8	16	2	0.323
7	3	D8	16	2	0.332
8	3	D8	16	2	0.299
1	4	D8	16	1	0.939
3	4	D8	16	1	0.307
5	4	D8	16	1	0.291
7	4	D8	16	1	0.308
8	4	D8	16	1	0.275
1	4	D8	16	2	0.922
3	4	D8	16	2	0.296
5	4	D8	16	2	0.286
7	4	D8	16	2	0.285
8	4	D8	16	2	0.3
1	3	D8	64	1	0.741
