transfers	n_species	well	strep_conc	replicate	OD
7	3	A9	64	2	0.273
8	3	A9	64	2	0.258
1	4	A9	64	1	0.731
3	4	A9	64	1	0.260
5	4	A9	64	1	0.266
7	4	A9	64	1	0.262
8	4	A9	64	1	0.253
1	4	A9	64	2	0.587
3	4	A9	64	2	0.270
5	4	A9	64	2	0.266
7	4	A9	64	2	0.277
8	4	A9	64	2	0.29
1	3	A9	256	1	0.301
3	3	A9	256	1	0.233
5	3	A9	256	1	0.22
7	3	A9	256	1	0.225
8	3	A9	256	1	0.219
1	3	A9	256	2	0.279
3	3	A9	256	2	0.254
5	3	A9	256	2	0.234
7	3	A9	256	2	0.25
8	3	A9	256	2	0.229
1	4	A9	256	1	0.667
3	4	A9	256	1	0.227
5	4	A9	256	1	0.219
7	4	A9	256	1	0.223
8	4	A9	256	1	0.201
1	4	A9	256	2	0.645
3	4	A9	256	2	0.216
5	4	A9	256	2	0.224
7	4	A9	256	2	0.228
8	4	A9	256	2	0.217
1	3	B1	0	1	0.924
3	3	B1	0	1	0.350
5	3	B1	0	1	0.319
7	3	B1	0	1	0.308
8	3	B1	0	1	0.288
1	3	B1	0	2	0.916
3	3	B1	0	2	0.334
5	3	B1	0	2	0.313
7	3	B1	0	2	0.292
8	3	B1	0	2	0.291
1	4	B1	0	1	0.040
3	4	B1	0	1	0.044
5	4	B1	0	1	0.04
7	4	B1	0	1	0.042
8	4	B1	0	1	0.041
1	4	B1	0	2	0.042
3	4	B1	0	2	0.041
5	4	B1	0	2	0.037
7	4	B1	0	2	0.042
8	4	B1	0	2	0.042
1	3	B1	16	1	0.931
3	3	B1	16	1	0.327
5	3	B1	16	1	0.305
7	3	B1	16	1	0.307
8	3	B1	16	1	0.284
1	3	B1	16	2	0.885
3	3	B1	16	2	0.307
5	3	B1	16	2	0.297
7	3	B1	16	2	0.313
8	3	B1	16	2	0.277
1	4	B1	16	1	0.039
3	4	B1	16	1	0.041
5	4	B1	16	1	0.044
7	4	B1	16	1	0.043
8	4	B1	16	1	0.039
1	4	B1	16	2	0.043
3	4	B1	16	2	0.043
5	4	B1	16	2	0.044
7	4	B1	16	2	0.041
8	4	B1	16	2	0.038
1	3	B1	64	1	0.858
3	3	B1	64	1	0.313
5	3	B1	64	1	0.302
7	3	B1	64	1	0.297
8	3	B1	64	1	0.278
1	3	B1	64	2	1.000
3	3	B1	64	2	0.305
5	3	B1	64	2	0.308
7	3	B1	64	2	0.305
8	3	B1	64	2	0.282
1	4	B1	64	1	0.042
3	4	B1	64	1	0.041
5	4	B1	64	1	0.041
7	4	B1	64	1	0.041
8	4	B1	64	1	0.042
1	4	B1	64	2	0.048
3	4	B1	64	2	0.038
5	4	B1	64	2	0.042
7	4	B1	64	2	0.038
8	4	B1	64	2	0.039
1	3	B1	256	1	0.908
3	3	B1	256	1	0.279
5	3	B1	256	1	0.274
7	3	B1	256	1	0.286
8	3	B1	256	1	0.258
1	3	B1	256	2	0.980
3	3	B1	256	2	0.261
5	3	B1	256	2	0.282
7	3	B1	256	2	0.292
8	3	B1	256	2	0.274
1	4	B1	256	1	0.040
3	4	B1	256	1	0.045
5	4	B1	256	1	0.045
7	4	B1	256	1	0.036
8	4	B1	256	1	0.039
1	4	B1	256	2	0.039
3	4	B1	256	2	0.048
5	4	B1	256	2	0.048
7	4	B1	256	2	0.04
8	4	B1	256	2	0.041
1	3	B10	0	1	0.786
3	3	B10	0	1	0.401
5	3	B10	0	1	0.372
7	3	B10	0	1	0.372
8	3	B10	0	1	0.361
1	3	B10	0	2	0.800
3	3	B10	0	2	0.359
5	3	B10	0	2	0.384
7	3	B10	0	2	0.378
8	3	B10	0	2	0.351
1	4	B10	0	1	0.858
3	4	B10	0	1	0.327
5	4	B10	0	1	0.348
7	4	B10	0	1	0.323
8	4	B10	0	1	0.358
1	4	B10	0	2	0.882
3	4	B10	0	2	0.333
5	4	B10	0	2	0.337
7	4	B10	0	2	0.333
8	4	B10	0	2	0.315
1	3	B10	16	1	0.323
3	3	B10	16	1	0.279
5	3	B10	16	1	0.215
7	3	B10	16	1	0.284
8	3	B10	16	1	0.278
1	3	B10	16	2	0.338
3	3	B10	16	2	0.300
5	3	B10	16	2	0.214
7	3	B10	16	2	0.317
8	3	B10	16	2	0.307
1	4	B10	16	1	0.909
3	4	B10	16	1	0.318
5	4	B10	16	1	0.341
7	4	B10	16	1	0.336
8	4	B10	16	1	0.309
1	4	B10	16	2	0.848
3	4	B10	16	2	0.311
5	4	B10	16	2	0.326
7	4	B10	16	2	0.339
8	4	B10	16	2	0.347
1	3	B10	64	1	0.335
3	3	B10	64	1	0.306
5	3	B10	64	1	0.289
7	3	B10	64	1	0.297
8	3	B10	64	1	0.264
1	3	B10	64	2	0.319
3	3	B10	64	2	0.289
5	3	B10	64	2	0.278
7	3	B10	64	2	0.283
8	3	B10	64	2	0.269
1	4	B10	64	1	0.906
3	4	B10	64	1	0.305
5	4	B10	64	1	0.303
7	4	B10	64	1	0.305
8	4	B10	64	1	0.281
1	4	B10	64	2	0.744
3	4	B10	64	2	0.298
5	4	B10	64	2	0.317
7	4	B10	64	2	0.324
8	4	B10	64	2	0.308
1	3	B10	256	1	0.341
3	3	B10	256	1	0.291
5	3	B10	256	1	0.285
7	3	B10	256	1	0.289
8	3	B10	256	1	0.27
1	3	B10	256	2	0.346
3	3	B10	256	2	0.274
5	3	B10	256	2	0.28
7	3	B10	256	2	0.298
8	3	B10	256	2	0.279
1	4	B10	256	1	0.743
3	4	B10	256	1	0.296
5	4	B10	256	1	0.295
7	4	B10	256	1	0.268
8	4	B10	256	1	0.279
1	4	B10	256	2	0.869
3	4	B10	256	2	0.284
5	4	B10	256	2	0.296
7	4	B10	256	2	0.334
8	4	B10	256	2	0.286
1	3	B11	0	1	0.997
3	3	B11	0	1	0.429
5	3	B11	0	1	0.386
7	3	B11	0	1	0.392
8	3	B11	0	1	0.358
1	3	B11	0	2	0.823
3	3	B11	0	2	0.370
5	3	B11	0	2	0.383
7	3	B11	0	2	0.344
8	3	B11	0	2	0.358
1	4	B11	0	1	0.841
3	4	B11	0	1	0.348
5	4	B11	0	1	0.375
7	4	B11	0	1	0.349
8	4	B11	0	1	0.41
1	4	B11	0	2	0.720
3	4	B11	0	2	0.366
5	4	B11	0	2	0.352
7	4	B11	0	2	0.36
8	4	B11	0	2	0.351
1	3	B11	16	1	0.357
3	3	B11	16	1	0.272
5	3	B11	16	1	0.272
7	3	B11	16	1	0.333
8	3	B11	16	1	0.351
1	3	B11	16	2	0.377
3	3	B11	16	2	0.252
5	3	B11	16	2	0.251
7	3	B11	16	2	0.312
8	3	B11	16	2	0.296
1	4	B11	16	1	0.657
3	4	B11	16	1	0.327
5	4	B11	16	1	0.326
7	4	B11	16	1	0.334
8	4	B11	16	1	0.286
1	4	B11	16	2	0.734
3	4	B11	16	2	0.309
5	4	B11	16	2	0.321
7	4	B11	16	2	0.322
8	4	B11	16	2	0.346
1	3	B11	64	1	0.394
3	3	B11	64	1	0.309
5	3	B11	64	1	0.29
7	3	B11	64	1	0.308
8	3	B11	64	1	0.279
1	3	B11	64	2	0.421
3	3	B11	64	2	0.281
5	3	B11	64	2	0.301
7	3	B11	64	2	0.294
8	3	B11	64	2	0.258
1	4	B11	64	1	0.803
3	4	B11	64	1	0.264
5	4	B11	64	1	0.259
7	4	B11	64	1	0.277
8	4	B11	64	1	0.249
1	4	B11	64	2	0.773
3	4	B11	64	2	0.279
5	4	B11	64	2	0.263
7	4	B11	64	2	0.258
8	4	B11	64	2	0.249
1	3	B11	256	1	0.363
3	3	B11	256	1	0.288
5	3	B11	256	1	0.294
7	3	B11	256	1	0.312
8	3	B11	256	1	0.268
1	3	B11	256	2	0.411
3	3	B11	256	2	0.301
5	3	B11	256	2	0.295
7	3	B11	256	2	0.317
8	3	B11	256	2	0.297
1	4	B11	256	1	0.705
3	4	B11	256	1	0.339
5	4	B11	256	1	0.317
7	4	B11	256	1	0.336
8	4	B11	256	1	0.303
1	4	B11	256	2	0.660
3	4	B11	256	2	0.301
5	4	B11	256	2	0.313
7	4	B11	256	2	0.341
8	4	B11	256	2	0.298
1	3	B12	0	1	0.984
3	3	B12	0	1	0.417
5	3	B12	0	1	0.379
7	3	B12	0	1	0.381
8	3	B12	0	1	0.357
1	3	B12	0	2	0.961
3	3	B12	0	2	0.376
5	3	B12	0	2	0.382
7	3	B12	0	2	0.337
8	3	B12	0	2	0.346
1	4	B12	0	1	0.948
3	4	B12	0	1	0.310
5	4	B12	0	1	0.37
7	4	B12	0	1	0.299
8	4	B12	0	1	0.353
1	4	B12	0	2	0.807
3	4	B12	0	2	0.326
5	4	B12	0	2	0.333
7	4	B12	0	2	0.317
8	4	B12	0	2	0.321
1	3	B12	16	1	0.350
3	3	B12	16	1	0.266
5	3	B12	16	1	0.202
7	3	B12	16	1	0.295
8	3	B12	16	1	0.32
1	3	B12	16	2	0.341
3	3	B12	16	2	0.231
5	3	B12	16	2	0.32
7	3	B12	16	2	0.408
8	3	B12	16	2	0.331
1	4	B12	16	1	0.793
3	4	B12	16	1	0.330
5	4	B12	16	1	0.337
7	4	B12	16	1	0.34
8	4	B12	16	1	0.292
1	4	B12	16	2	0.769
3	4	B12	16	2	0.300
5	4	B12	16	2	0.331
7	4	B12	16	2	0.333
8	4	B12	16	2	0.373
1	3	B12	64	1	0.362
3	3	B12	64	1	0.292
5	3	B12	64	1	0.27
7	3	B12	64	1	0.281
8	3	B12	64	1	0.274
1	3	B12	64	2	0.353
3	3	B12	64	2	0.274
5	3	B12	64	2	0.272
7	3	B12	64	2	0.282
8	3	B12	64	2	0.253
1	4	B12	64	1	0.670
3	4	B12	64	1	0.297
5	4	B12	64	1	0.309
7	4	B12	64	1	0.334
8	4	B12	64	1	0.316
1	4	B12	64	2	0.998
3	4	B12	64	2	0.341
5	4	B12	64	2	0.349
7	4	B12	64	2	0.307
8	4	B12	64	2	0.312
1	3	B12	256	1	0.351
3	3	B12	256	1	0.294
5	3	B12	256	1	0.276
7	3	B12	256	1	0.304
8	3	B12	256	1	0.248
1	3	B12	256	2	0.409
3	3	B12	256	2	0.294
5	3	B12	256	2	0.285
7	3	B12	256	2	0.295
8	3	B12	256	2	0.279
1	4	B12	256	1	0.828
3	4	B12	256	1	0.317
5	4	B12	256	1	0.32
7	4	B12	256	1	0.313
8	4	B12	256	1	0.332
1	4	B12	256	2	0.920
3	4	B12	256	2	0.308
5	4	B12	256	2	0.317
7	4	B12	256	2	0.366
8	4	B12	256	2	0.315
1	3	B2	0	1	0.962
3	3	B2	0	1	0.342
5	3	B2	0	1	0.326
7	3	B2	0	1	0.318
8	3	B2	0	1	0.299
1	3	B2	0	2	0.872
3	3	B2	0	2	0.312
5	3	B2	0	2	0.314
7	3	B2	0	2	0.309
8	3	B2	0	2	0.292
1	4	B2	0	1	0.042
3	4	B2	0	1	0.042
5	4	B2	0	1	0.039
7	4	B2	0	1	0.041
8	4	B2	0	1	0.044
1	4	B2	0	2	0.042
3	4	B2	0	2	0.040
5	4	B2	0	2	0.039
7	4	B2	0	2	0.042
8	4	B2	0	2	0.045
1	3	B2	16	1	0.733
3	3	B2	16	1	0.332
5	3	B2	16	1	0.307
7	3	B2	16	1	0.319
8	3	B2	16	1	0.296
1	3	B2	16	2	0.892
3	3	B2	16	2	0.321
5	3	B2	16	2	0.306
7	3	B2	16	2	0.32
8	3	B2	16	2	0.282
1	4	B2	16	1	0.042
3	4	B2	16	1	0.040
5	4	B2	16	1	0.043
7	4	B2	16	1	0.042
8	4	B2	16	1	0.04
1	4	B2	16	2	0.045
3	4	B2	16	2	0.042
5	4	B2	16	2	0.041
7	4	B2	16	2	0.041
8	4	B2	16	2	0.04
1	3	B2	64	1	0.781
3	3	B2	64	1	0.315
5	3	B2	64	1	0.31
7	3	B2	64	1	0.311
8	3	B2	64	1	0.287
1	3	B2	64	2	1.035
3	3	B2	64	2	0.305
5	3	B2	64	2	0.31
7	3	B2	64	2	0.306
8	3	B2	64	2	0.269
1	4	B2	64	1	0.042
3	4	B2	64	1	0.044
5	4	B2	64	1	0.038
7	4	B2	64	1	0.042
8	4	B2	64	1	0.045
1	4	B2	64	2	0.042
3	4	B2	64	2	0.040
5	4	B2	64	2	0.045
7	4	B2	64	2	0.038
8	4	B2	64	2	0.039
1	3	B2	256	1	0.716
3	3	B2	256	1	0.293
5	3	B2	256	1	0.272
7	3	B2	256	1	0.3
8	3	B2	256	1	0.261
1	3	B2	256	2	0.842
3	3	B2	256	2	0.278
5	3	B2	256	2	0.287
7	3	B2	256	2	0.297
8	3	B2	256	2	0.278
1	4	B2	256	1	0.042
3	4	B2	256	1	0.041
5	4	B2	256	1	0.041
7	4	B2	256	1	0.037
8	4	B2	256	1	0.039
1	4	B2	256	2	0.041
3	4	B2	256	2	0.045
5	4	B2	256	2	0.045
7	4	B2	256	2	0.042
8	4	B2	256	2	0.041
1	3	B3	0	1	0.954
3	3	B3	0	1	0.352
5	3	B3	0	1	0.321
7	3	B3	0	1	0.35
8	3	B3	0	1	0.319
1	3	B3	0	2	0.823
3	3	B3	0	2	0.328
5	3	B3	0	2	0.311
7	3	B3	0	2	0.333
8	3	B3	0	2	0.309
1	4	B3	0	1	0.043
3	4	B3	0	1	0.041
5	4	B3	0	1	0.038
7	4	B3	0	1	0.04
8	4	B3	0	1	0.043
1	4	B3	0	2	0.039
3	4	B3	0	2	0.041
5	4	B3	0	2	0.042
7	4	B3	0	2	0.04
8	4	B3	0	2	0.043
1	3	B3	16	1	0.819
3	3	B3	16	1	0.367
5	3	B3	16	1	0.341
7	3	B3	16	1	0.348
8	3	B3	16	1	0.327
1	3	B3	16	2	0.753
3	3	B3	16	2	0.345
5	3	B3	16	2	0.335
7	3	B3	16	2	0.337
8	3	B3	16	2	0.297
1	4	B3	16	1	0.047
3	4	B3	16	1	0.039
5	4	B3	16	1	0.042
7	4	B3	16	1	0.043
8	4	B3	16	1	0.041
1	4	B3	16	2	0.047
3	4	B3	16	2	0.042
5	4	B3	16	2	0.042
7	4	B3	16	2	0.04
8	4	B3	16	2	0.042
1	3	B3	64	1	0.957
3	3	B3	64	1	0.318
5	3	B3	64	1	0.328
7	3	B3	64	1	0.332
8	3	B3	64	1	0.307
1	3	B3	64	2	0.926
3	3	B3	64	2	0.335
5	3	B3	64	2	0.329
7	3	B3	64	2	0.331
8	3	B3	64	2	0.311
1	4	B3	64	1	0.040
3	4	B3	64	1	0.044
5	4	B3	64	1	0.038
7	4	B3	64	1	0.04
8	4	B3	64	1	0.043
1	4	B3	64	2	0.040
3	4	B3	64	2	0.042
5	4	B3	64	2	0.041
7	4	B3	64	2	0.039
8	4	B3	64	2	0.039
1	3	B3	256	1	0.818
3	3	B3	256	1	0.325
5	3	B3	256	1	0.309
7	3	B3	256	1	0.349
8	3	B3	256	1	0.312
1	3	B3	256	2	0.800
3	3	B3	256	2	0.317
5	3	B3	256	2	0.325
7	3	B3	256	2	0.337
8	3	B3	256	2	0.337
1	4	B3	256	1	0.043
3	4	B3	256	1	0.040
5	4	B3	256	1	0.04
7	4	B3	256	1	0.038
8	4	B3	256	1	0.04
1	4	B3	256	2	0.043
3	4	B3	256	2	0.045
5	4	B3	256	2	0.041
7	4	B3	256	2	0.041
8	4	B3	256	2	0.041
1	3	B4	0	1	0.848
3	3	B4	0	1	0.351
5	3	B4	0	1	0.325
7	3	B4	0	1	0.334
8	3	B4	0	1	0.292
1	3	B4	0	2	0.966
3	3	B4	0	2	0.314
5	3	B4	0	2	0.304
7	3	B4	0	2	0.313
8	3	B4	0	2	0.28
1	4	B4	0	1	0.044
3	4	B4	0	1	0.043
5	4	B4	0	1	0.039
7	4	B4	0	1	0.041
8	4	B4	0	1	0.043
1	4	B4	0	2	0.044
3	4	B4	0	2	0.043
5	4	B4	0	2	0.04
7	4	B4	0	2	0.042
8	4	B4	0	2	0.043
1	3	B4	16	1	0.896
3	3	B4	16	1	0.325
5	3	B4	16	1	0.306
7	3	B4	16	1	0.313
8	3	B4	16	1	0.285
1	3	B4	16	2	0.951
3	3	B4	16	2	0.319
5	3	B4	16	2	0.304
7	3	B4	16	2	0.305
8	3	B4	16	2	0.269
1	4	B4	16	1	0.044
3	4	B4	16	1	0.040
5	4	B4	16	1	0.045
7	4	B4	16	1	0.044
8	4	B4	16	1	0.04
1	4	B4	16	2	0.045
3	4	B4	16	2	0.042
5	4	B4	16	2	0.042
7	4	B4	16	2	0.042
8	4	B4	16	2	0.041
1	3	B4	64	1	0.892
3	3	B4	64	1	0.301
5	3	B4	64	1	0.308
7	3	B4	64	1	0.307
8	3	B4	64	1	0.288
1	3	B4	64	2	0.975
3	3	B4	64	2	0.307
5	3	B4	64	2	0.327
7	3	B4	64	2	0.331
8	3	B4	64	2	0.285
1	4	B4	64	1	0.043
3	4	B4	64	1	0.044
5	4	B4	64	1	0.039
7	4	B4	64	1	0.043
8	4	B4	64	1	0.044
1	4	B4	64	2	0.043
3	4	B4	64	2	0.041
5	4	B4	64	2	0.041
7	4	B4	64	2	0.039
8	4	B4	64	2	0.04
1	3	B4	256	1	0.969
3	3	B4	256	1	0.289
5	3	B4	256	1	0.298
7	3	B4	256	1	0.307
8	3	B4	256	1	0.275
1	3	B4	256	2	0.965
3	3	B4	256	2	0.287
5	3	B4	256	2	0.3
7	3	B4	256	2	0.296
8	3	B4	256	2	0.283
1	4	B4	256	1	0.046
3	4	B4	256	1	0.042
5	4	B4	256	1	0.041
7	4	B4	256	1	0.038
8	4	B4	256	1	0.04
1	4	B4	256	2	0.043
3	4	B4	256	2	0.046
5	4	B4	256	2	0.043
7	4	B4	256	2	0.043
8	4	B4	256	2	0.041
1	3	B5	0	1	0.968
3	3	B5	0	1	0.354
5	3	B5	0	1	0.337
7	3	B5	0	1	0.318
8	3	B5	0	1	0.283
1	3	B5	0	2	1.032
3	3	B5	0	2	0.327
5	3	B5	0	2	0.327
7	3	B5	0	2	0.32
8	3	B5	0	2	0.295
1	4	B5	0	1	1.022
3	4	B5	0	1	0.299
5	4	B5	0	1	0.322
7	4	B5	0	1	0.305
8	4	B5	0	1	0.321
1	4	B5	0	2	0.961
3	4	B5	0	2	0.310
5	4	B5	0	2	0.305
7	4	B5	0	2	0.316
8	4	B5	0	2	0.282
1	3	B5	16	1	0.961
3	3	B5	16	1	0.325
5	3	B5	16	1	0.314
7	3	B5	16	1	0.335
8	3	B5	16	1	0.303
1	3	B5	16	2	0.839
3	3	B5	16	2	0.330
5	3	B5	16	2	0.324
7	3	B5	16	2	0.323
8	3	B5	16	2	0.292
1	4	B5	16	1	0.913
3	4	B5	16	1	0.309
5	4	B5	16	1	0.301
7	4	B5	16	1	0.306
8	4	B5	16	1	0.282
1	4	B5	16	2	0.894
3	4	B5	16	2	0.303
5	4	B5	16	2	0.301
7	4	B5	16	2	0.305
8	4	B5	16	2	0.311
1	3	B5	64	1	1.067
3	3	B5	64	1	0.312
5	3	B5	64	1	0.317
7	3	B5	64	1	0.317
8	3	B5	64	1	0.289
1	3	B5	64	2	0.758
3	3	B5	64	2	0.317
5	3	B5	64	2	0.329
7	3	B5	64	2	0.316
8	3	B5	64	2	0.295
1	4	B5	64	1	0.952
3	4	B5	64	1	0.299
5	4	B5	64	1	0.303
7	4	B5	64	1	0.3
8	4	B5	64	1	0.282
1	4	B5	64	2	0.783
3	4	B5	64	2	0.306
5	4	B5	64	2	0.304
7	4	B5	64	2	0.3
8	4	B5	64	2	0.282
1	3	B5	256	1	0.961
3	3	B5	256	1	0.290
5	3	B5	256	1	0.284
7	3	B5	256	1	0.296
8	3	B5	256	1	0.26
1	3	B5	256	2	1.029
3	3	B5	256	2	0.266
5	3	B5	256	2	0.279
7	3	B5	256	2	0.304
8	3	B5	256	2	0.281
1	4	B5	256	1	0.763
3	4	B5	256	1	0.262
5	4	B5	256	1	0.269
7	4	B5	256	1	0.282
8	4	B5	256	1	0.266
1	4	B5	256	2	0.874
3	4	B5	256	2	0.267
5	4	B5	256	2	0.265
7	4	B5	256	2	0.275
8	4	B5	256	2	0.24
1	3	B6	0	1	0.929
3	3	B6	0	1	0.349
5	3	B6	0	1	0.32
7	3	B6	0	1	0.306
8	3	B6	0	1	0.279
1	3	B6	0	2	1.007
3	3	B6	0	2	0.312
5	3	B6	0	2	0.322
7	3	B6	0	2	0.317
8	3	B6	0	2	0.297
1	4	B6	0	1	0.981
3	4	B6	0	1	0.285
5	4	B6	0	1	0.316
7	4	B6	0	1	0.295
8	4	B6	0	1	0.318
1	4	B6	0	2	0.909
3	4	B6	0	2	0.311
5	4	B6	0	2	0.306
7	4	B6	0	2	0.303
8	4	B6	0	2	0.274
1	3	B6	16	1	1.012
3	3	B6	16	1	0.319
5	3	B6	16	1	0.31
7	3	B6	16	1	0.321
8	3	B6	16	1	0.297
1	3	B6	16	2	0.992
3	3	B6	16	2	0.328
5	3	B6	16	2	0.319
7	3	B6	16	2	0.315
8	3	B6	16	2	0.281
1	4	B6	16	1	0.926
3	4	B6	16	1	0.305
5	4	B6	16	1	0.294
7	4	B6	16	1	0.316
8	4	B6	16	1	0.261
1	4	B6	16	2	0.898
3	4	B6	16	2	0.297
5	4	B6	16	2	0.296
7	4	B6	16	2	0.301
8	4	B6	16	2	0.299
1	3	B6	64	1	0.911
3	3	B6	64	1	0.313
5	3	B6	64	1	0.314
7	3	B6	64	1	0.309
8	3	B6	64	1	0.287
1	3	B6	64	2	1.036
3	3	B6	64	2	0.306
5	3	B6	64	2	0.318
7	3	B6	64	2	0.306
8	3	B6	64	2	0.291
1	4	B6	64	1	0.957
3	4	B6	64	1	0.301
5	4	B6	64	1	0.282
7	4	B6	64	1	0.306
8	4	B6	64	1	0.279
1	4	B6	64	2	0.973
3	4	B6	64	2	0.302
5	4	B6	64	2	0.303
7	4	B6	64	2	0.297
8	4	B6	64	2	0.254
1	3	B6	256	1	0.992
3	3	B6	256	1	0.282
5	3	B6	256	1	0.273
7	3	B6	256	1	0.298
8	3	B6	256	1	0.269
1	3	B6	256	2	0.907
3	3	B6	256	2	0.273
5	3	B6	256	2	0.281
7	3	B6	256	2	0.301
8	3	B6	256	2	0.279
1	4	B6	256	1	0.923
3	4	B6	256	1	0.282
5	4	B6	256	1	0.292
7	4	B6	256	1	0.288
8	4	B6	256	1	0.275
1	4	B6	256	2	0.850
3	4	B6	256	2	0.279
5	4	B6	256	2	0.292
7	4	B6	256	2	0.303
8	4	B6	256	2	0.294
1	3	B7	0	1	0.998
3	3	B7	0	1	0.348
5	3	B7	0	1	0.335
7	3	B7	0	1	0.338
8	3	B7	0	1	0.302
1	3	B7	0	2	0.951
3	3	B7	0	2	0.312
5	3	B7	0	2	0.319
7	3	B7	0	2	0.31
8	3	B7	0	2	0.28
1	4	B7	0	1	1.033
3	4	B7	0	1	0.302
5	4	B7	0	1	0.315
7	4	B7	0	1	0.308
8	4	B7	0	1	0.333
1	4	B7	0	2	0.896
3	4	B7	0	2	0.309
5	4	B7	0	2	0.313
7	4	B7	0	2	0.293
8	4	B7	0	2	0.279
1	3	B7	16	1	1.013
3	3	B7	16	1	0.332
5	3	B7	16	1	0.312
7	3	B7	16	1	0.316
8	3	B7	16	1	0.322
1	3	B7	16	2	0.795
3	3	B7	16	2	0.338
5	3	B7	16	2	0.3
7	3	B7	16	2	0.335
8	3	B7	16	2	0.301
1	4	B7	16	1	0.923
3	4	B7	16	1	0.301
5	4	B7	16	1	0.303
7	4	B7	16	1	0.292
8	4	B7	16	1	0.271
1	4	B7	16	2	1.001
3	4	B7	16	2	0.304
5	4	B7	16	2	0.29
7	4	B7	16	2	0.276
8	4	B7	16	2	0.311
1	3	B7	64	1	0.994
3	3	B7	64	1	0.322
5	3	B7	64	1	0.315
7	3	B7	64	1	0.331
8	3	B7	64	1	0.29
1	3	B7	64	2	1.003
3	3	B7	64	2	0.297
5	3	B7	64	2	0.316
7	3	B7	64	2	0.315
8	3	B7	64	2	0.295
1	4	B7	64	1	0.968
3	4	B7	64	1	0.314
5	4	B7	64	1	0.299
7	4	B7	64	1	0.315
8	4	B7	64	1	0.288
1	4	B7	64	2	0.790
3	4	B7	64	2	0.314
5	4	B7	64	2	0.304
7	4	B7	64	2	0.302
8	4	B7	64	2	0.274
1	3	B7	256	1	0.938
3	3	B7	256	1	0.322
5	3	B7	256	1	0.299
7	3	B7	256	1	0.347
8	3	B7	256	1	0.308
1	3	B7	256	2	0.933
3	3	B7	256	2	0.296
5	3	B7	256	2	0.311
7	3	B7	256	2	0.346
8	3	B7	256	2	0.339
1	4	B7	256	1	0.793
3	4	B7	256	1	0.317
5	4	B7	256	1	0.283
7	4	B7	256	1	0.29
8	4	B7	256	1	0.265
1	4	B7	256	2	0.754
3	4	B7	256	2	0.320
5	4	B7	256	2	0.286
7	4	B7	256	2	0.357
8	4	B7	256	2	0.309
1	3	B8	0	1	0.911
3	3	B8	0	1	0.345
5	3	B8	0	1	0.313
7	3	B8	0	1	0.321
8	3	B8	0	1	0.291
1	3	B8	0	2	0.916
3	3	B8	0	2	0.306
5	3	B8	0	2	0.312
7	3	B8	0	2	0.308
8	3	B8	0	2	0.287
1	4	B8	0	1	0.955
3	4	B8	0	1	0.279
5	4	B8	0	1	0.3
7	4	B8	0	1	0.283
8	4	B8	0	1	0.317
1	4	B8	0	2	0.883
3	4	B8	0	2	0.305
5	4	B8	0	2	0.301
7	4	B8	0	2	0.292
8	4	B8	0	2	0.269
1	3	B8	16	1	0.931
3	3	B8	16	1	0.321
5	3	B8	16	1	0.307
7	3	B8	16	1	0.254
8	3	B8	16	1	0.281
1	3	B8	16	2	1.000
3	3	B8	16	2	0.313
5	3	B8	16	2	0.304
7	3	B8	16	2	0.312
8	3	B8	16	2	0.27
1	4	B8	16	1	0.686
3	4	B8	16	1	0.302
5	4	B8	16	1	0.292
7	4	B8	16	1	0.297
8	4	B8	16	1	0.274
1	4	B8	16	2	0.917
3	4	B8	16	2	0.285
5	4	B8	16	2	0.279
7	4	B8	16	2	0.287
8	4	B8	16	2	0.308
1	3	B8	64	1	0.996
3	3	B8	64	1	0.312
5	3	B8	64	1	0.304
7	3	B8	64	1	0.308
8	3	B8	64	1	0.283
1	3	B8	64	2	1.045
3	3	B8	64	2	0.290
5	3	B8	64	2	0.307
7	3	B8	64	2	0.302
8	3	B8	64	2	0.27
1	4	B8	64	1	0.992
3	4	B8	64	1	0.297
5	4	B8	64	1	0.285
7	4	B8	64	1	0.299
8	4	B8	64	1	0.275
1	4	B8	64	2	0.934
3	4	B8	64	2	0.302
5	4	B8	64	2	0.296
7	4	B8	64	2	0.294
8	4	B8	64	2	0.263
1	3	B8	256	1	0.764
3	3	B8	256	1	0.292
5	3	B8	256	1	0.301
7	3	B8	256	1	0.326
8	3	B8	256	1	0.278
1	3	B8	256	2	0.925
3	3	B8	256	2	0.268
5	3	B8	256	2	0.319
7	3	B8	256	2	0.322
8	3	B8	256	2	0.302
1	4	B8	256	1	0.781
3	4	B8	256	1	0.298
5	4	B8	256	1	0.308
7	4	B8	256	1	0.311
8	4	B8	256	1	0.314
1	4	B8	256	2	0.851
3	4	B8	256	2	0.289
5	4	B8	256	2	0.28
7	4	B8	256	2	0.337
8	4	B8	256	2	0.292
1	3	B9	0	1	1.026
3	3	B9	0	1	0.420
5	3	B9	0	1	0.388
7	3	B9	0	1	0.392
8	3	B9	0	1	0.358
1	3	B9	0	2	0.962
3	3	B9	0	2	0.372
5	3	B9	0	2	0.379
7	3	B9	0	2	0.381
8	3	B9	0	2	0.364
1	4	B9	0	1	0.868
3	4	B9	0	1	0.352
5	4	B9	0	1	0.382
7	4	B9	0	1	0.375
8	4	B9	0	1	0.401
1	4	B9	0	2	0.806
3	4	B9	0	2	0.392
5	4	B9	0	2	0.366
7	4	B9	0	2	0.37
