plate_name	plate_number	bioscreen_well	replicate	sp_hist	strep_conc	sp_filtrate	y0	mumax	K	h0	r2
bioscreen_pairwise_filtrates_01	2	128	3	ANC_1287	NA	ANC_1977	0.07946250212903268	0.13858487375036513	0.15428679962644892	2.296028156331836	0.9933150529830584
bioscreen_pairwise_filtrates_01	2	129	4	ANC_1287	NA	ANC_1977	0.07984819205375955	0.14259501452692086	0.14694539453626249	2.290500302245354	0.9928491255085707
bioscreen_pairwise_filtrates_01	1	13	3	ANC_1896	NA	ANC_0403	0.07982697177044519	0.5069955914297135	0.41690474221403917	6.073403838860881	0.9993552245609622
bioscreen_pairwise_filtrates_01	2	130	5	ANC_1287	NA	ANC_1977	0.08221331684246652	0.15426088266163332	0.1301636083521362	2.379850846635913	0.9899229946996265
bioscreen_pairwise_filtrates_01	2	131	1	ANC_1896	NA	ANC_1977	0.08083839235993807	0.37931285928012326	0.23012386189837714	4.81572080637299	0.9946750143357649
bioscreen_pairwise_filtrates_01	2	132	2	ANC_1896	NA	ANC_1977	0.08308136345376321	0.5080217201654665	0.22594980683338273	6.338140968954482	0.9984743701551945
bioscreen_pairwise_filtrates_01	2	133	3	ANC_1896	NA	ANC_1977	0.0830729783163063	0.5373184205620289	0.2242250149485201	6.693776253121101	0.9991464578146217
bioscreen_pairwise_filtrates_01	2	134	4	ANC_1896	NA	ANC_1977	0.08303526897701226	0.593411895454803	0.2224005830014183	7.3319821981978865	0.9994071118762516
bioscreen_pairwise_filtrates_01	2	135	5	ANC_1896	NA	ANC_1977	0.08224812627413078	0.5807127447862961	0.22102926225319258	7.199557133693055	0.9993990076717119
bioscreen_pairwise_filtrates_01	2	136	1	ANC_1977	NA	ANC_1977	0.08288353064183356	0.015264149399441356	0.8772390303350477	2.1140961561709855	0.9956328806077889
bioscreen_pairwise_filtrates_01	2	137	2	ANC_1977	NA	ANC_1977	0.08260255276361346	0.01570313803351979	0.8986402558294919	2.2409018065876465	0.9946191012178015
bioscreen_pairwise_filtrates_01	2	138	3	ANC_1977	NA	ANC_1977	0.08228470156594633	0.010133148535049123	0.16515645339771304	1.1114737232976835	0.9940862195645005
bioscreen_pairwise_filtrates_01	2	139	4	ANC_1977	NA	ANC_1977	0.08239956259264848	0.03888363714526165	0.09001174576426212	0.4921367580731767	0.9884025224349152
bioscreen_pairwise_filtrates_01	1	14	4	ANC_1896	NA	ANC_0403	0.07965826642852546	0.5099536135382111	0.412769437553095	6.1248252137502845	0.9993244738699844
bioscreen_pairwise_filtrates_01	2	140	5	ANC_1977	NA	ANC_1977	0.08346233425077347	0.048773728424401405	0.0903170175753122	0.9097721895456168	0.9910481254875301
bioscreen_pairwise_filtrates_01	2	141	1	ANC_0403	NA	EVO_1977	0.08156641922166598	0.11346765196330853	0.0908293412803801	0.04298599112045609	0.9655421205831828
bioscreen_pairwise_filtrates_01	2	142	2	ANC_0403	NA	EVO_1977	0.08156812834671968	0.1717580742775919	0.09006042694059588	0.8291981695732098	0.9830686454100358
bioscreen_pairwise_filtrates_01	2	143	3	ANC_0403	NA	EVO_1977	0.08113912294417173	0.10292893630050755	0.0900664126107366	0.05441025410818201	0.9712871535289169
bioscreen_pairwise_filtrates_01	2	144	4	ANC_0403	NA	EVO_1977	0.08126441218738505	0.12537157460899262	0.09100063968666311	0.4472669182516542	0.9725126645967619
bioscreen_pairwise_filtrates_01	2	145	5	ANC_0403	NA	EVO_1977	0.08119522583856424	0.08684640775784919	0.09095542987600778	0.08555620287682808	0.9757128801378233
bioscreen_pairwise_filtrates_01	2	146	1	ANC_1287	NA	EVO_1977	0.07869532282660026	0.1361144162334185	0.16430044477670389	2.0189293551848158	0.9925213884715883
bioscreen_pairwise_filtrates_01	2	147	2	ANC_1287	NA	EVO_1977	0.07872463054247993	0.132224963421558	0.16848617674649036	2.0135042959156007	0.9935708034296982
bioscreen_pairwise_filtrates_01	2	148	3	ANC_1287	NA	EVO_1977	0.07840018287306115	0.12443149378601713	0.1718436858615901	1.8619676910518324	0.9923644372932467
bioscreen_pairwise_filtrates_01	2	149	4	ANC_1287	NA	EVO_1977	0.07852108059973541	0.15136154350393521	0.15296695892105036	2.07046773409579	0.9902742016549506
bioscreen_pairwise_filtrates_01	1	15	5	ANC_1896	NA	ANC_0403	0.07983015097596376	0.49733920630755785	0.41564879040220565	6.018641533926175	0.9994542802870872
bioscreen_pairwise_filtrates_01	2	150	5	ANC_1287	NA	EVO_1977	0.07935785630814104	0.17200400977107028	0.12644630219836225	2.1287693291372185	0.9848206860797954
bioscreen_pairwise_filtrates_01	2	151	1	ANC_1896	NA	EVO_1977	0.07998627877833009	0.26001234251056643	0.21896458268763605	3.474472281037908	0.9922347370243475
bioscreen_pairwise_filtrates_01	2	152	2	ANC_1896	NA	EVO_1977	0.08093746337639197	0.33892236871856746	0.21924152222900267	4.427033108722063	0.9953392784223432
bioscreen_pairwise_filtrates_01	2	153	3	ANC_1896	NA	EVO_1977	0.08311608783598042	0.34944542430500225	0.22006280152378668	4.618450424276304	0.996690571613939
bioscreen_pairwise_filtrates_01	2	154	4	ANC_1896	NA	EVO_1977	0.08184670303030028	0.3630167984989326	0.21454086859362492	4.72714474732363	0.9966938738649482
bioscreen_pairwise_filtrates_01	2	155	5	ANC_1896	NA	EVO_1977	0.08063131794746321	0.35869732631010887	0.21328043601647825	4.731116318806286	0.997074304818079
bioscreen_pairwise_filtrates_01	2	156	1	ANC_1977	NA	EVO_1977	0.0834236827334901	0.02135846227353721	0.09736408553935418	2.02773570656678e-6	0.9932530082389314
bioscreen_pairwise_filtrates_01	2	157	2	ANC_1977	NA	EVO_1977	0.08152195574465991	0.01357584002396063	0.1039435448630094	5.359208363142631e-5	0.994579525609955
bioscreen_pairwise_filtrates_01	2	158	3	ANC_1977	NA	EVO_1977	0.08159335453939524	0.018285952175596323	0.09756448251765812	2.0999123811482612e-5	0.9927170315416416
bioscreen_pairwise_filtrates_01	2	159	4	ANC_1977	NA	EVO_1977	0.08214860285674189	0.015635118337255685	0.10050469413187305	1.8723703227307986e-5	0.9939927254048294
bioscreen_pairwise_filtrates_01	1	16	1	ANC_1977	NA	ANC_0403	0.08116643098339987	0.7484576827433833	0.38903803277167	8.635702377353935	0.9967920411928122
bioscreen_pairwise_filtrates_01	2	160	5	ANC_1977	NA	EVO_1977	0.08191242007850155	0.056315433846758536	0.09084924489921054	0.678192466324356	0.9929201421516891
bioscreen_pairwise_filtrates_01	1	17	2	ANC_1977	NA	ANC_0403	0.08099631723511078	0.7577306905699547	0.384621794942511	8.819572839303053	0.9974460750453381
bioscreen_pairwise_filtrates_01	1	18	3	ANC_1977	NA	ANC_0403	0.0808987211628435	0.7395823857911994	0.3840620170396701	8.619920287623327	0.9964153786102649
bioscreen_pairwise_filtrates_01	1	19	4	ANC_1977	NA	ANC_0403	0.08081386113129942	0.713792569577412	0.38176909043910673	8.321069055660113	0.995747243639577
bioscreen_pairwise_filtrates_01	1	2	2	ANC_0403	NA	ANC_0403	0.08241056265032452	0.04734955741288087	0.0854726949062811	9.093147974592597e-6	0.9289819011304196
bioscreen_pairwise_filtrates_01	1	20	5	ANC_1977	NA	ANC_0403	0.08072420690601019	0.5845394210862955	0.4049344698347687	6.826797962314139	0.991561520109679
bioscreen_pairwise_filtrates_01	1	21	1	ANC_0403	NA	EVO_0403	0.08218677832833593	0.0599739905686781	0.08523389026264347	4.438222444558271e-6	0.9300984467845814
bioscreen_pairwise_filtrates_01	1	22	2	ANC_0403	NA	EVO_0403	0.08232996838917915	0.04125669515033173	0.08542016481187908	2.7090804843865612e-6	0.903055828052532
bioscreen_pairwise_filtrates_01	1	23	3	ANC_0403	NA	EVO_0403	0.08188506080529048	0.048181970254845316	0.08515075763446424	1.941317108178353e-6	0.9096086167987778
bioscreen_pairwise_filtrates_01	1	24	4	ANC_0403	NA	EVO_0403	0.08128414542896605	0.06445915751602958	0.08430663160870532	1.0082439131919863e-5	0.9321555289136123
bioscreen_pairwise_filtrates_01	1	25	5	ANC_0403	NA	EVO_0403	0.08170391957270222	0.06043115642703014	0.08450242225613523	3.0595928846022247e-6	0.8992035122653971
bioscreen_pairwise_filtrates_01	1	26	1	ANC_1287	NA	EVO_0403	0.08040256608269039	0.9246965521927137	0.3876425280895519	7.117330973963978	0.9963317298388109
bioscreen_pairwise_filtrates_01	1	27	2	ANC_1287	NA	EVO_0403	0.08100593649088852	0.9160707484257332	0.39696926914088393	7.113543551221607	0.9961850050875412
bioscreen_pairwise_filtrates_01	1	28	3	ANC_1287	NA	EVO_0403	0.08061255265678212	0.8884365196620623	0.40009493552271885	6.88242426879023	0.9957883375555333
bioscreen_pairwise_filtrates_01	1	29	4	ANC_1287	NA	EVO_0403	0.08043692602345945	0.900947845502963	0.40384336726758585	6.9694741328206	0.9961451726832655
bioscreen_pairwise_filtrates_01	1	3	3	ANC_0403	NA	ANC_0403	0.0819047247729468	0.02779089770974536	0.08586269418801457	3.863830491668274e-6	0.9183371920304564
bioscreen_pairwise_filtrates_01	1	30	5	ANC_1287	NA	EVO_0403	0.08029830631107791	0.8544711396809602	0.4058004802672253	6.539065051193528	0.9970840214948508
bioscreen_pairwise_filtrates_01	1	31	1	ANC_1896	NA	EVO_0403	0.07982414956541034	0.48729021809934725	0.4358236378722249	5.832552466571695	0.9990921117631735
bioscreen_pairwise_filtrates_01	1	32	2	ANC_1896	NA	EVO_0403	0.0802653107143476	0.5571334370796238	0.414008425318477	6.596024654641096	0.9989635247325435
bioscreen_pairwise_filtrates_01	1	33	3	ANC_1896	NA	EVO_0403	0.08073922123521143	0.5587666217034285	0.4049029068462066	6.623341707747451	0.999028340443258
bioscreen_pairwise_filtrates_01	1	34	4	ANC_1896	NA	EVO_0403	0.08027167574692752	0.5548746996587081	0.40361975804300254	6.634008124120134	0.9990964055680287
bioscreen_pairwise_filtrates_01	1	35	5	ANC_1896	NA	EVO_0403	0.08030513059851832	0.5624461234542155	0.3922570481451564	6.619665974177877	0.9988523006910598
bioscreen_pairwise_filtrates_01	1	36	1	ANC_1977	NA	EVO_0403	0.08130540548097326	0.8310362037438448	0.4041312492995172	9.99999920815245	0.9989987371913209
bioscreen_pairwise_filtrates_01	1	37	2	ANC_1977	NA	EVO_0403	0.08189525406788678	0.8373622080939797	0.40602225643274675	9.999994389100026	0.9992972086241896
bioscreen_pairwise_filtrates_01	1	38	3	ANC_1977	NA	EVO_0403	0.08104254144718268	0.8185868136592329	0.41344906209849597	9.927598835976674	0.999525255971385
bioscreen_pairwise_filtrates_01	1	39	4	ANC_1977	NA	EVO_0403	0.081253046355354	0.7936584488398444	0.41837098687738283	9.54601972138901	0.9996212346535407
bioscreen_pairwise_filtrates_01	1	4	4	ANC_0403	NA	ANC_0403	0.08126374363966046	0.045754370587237934	0.08450689196921993	3.3670869603596998e-6	0.9368280333481855
bioscreen_pairwise_filtrates_01	1	40	5	ANC_1977	NA	EVO_0403	0.0810877155223495	0.6535287571847169	0.45182382242676067	8.00158463646416	0.9977358979659405
bioscreen_pairwise_filtrates_01	1	41	1	ANC_0403	NA	ANC_1287	0.08319596729951209	0.8446193258231507	0.10627334564095926	9.99999590404752	0.8887046122587292
bioscreen_pairwise_filtrates_01	1	42	2	ANC_0403	NA	ANC_1287	0.08224905464365967	0.8148041761048537	0.1079261250464097	9.999996926188922	0.93595615402018
bioscreen_pairwise_filtrates_01	1	43	3	ANC_0403	NA	ANC_1287	0.08202643078760358	0.8155652088931856	0.10836605151686066	9.999996918682267	0.9447200175091678
bioscreen_pairwise_filtrates_01	1	44	4	ANC_0403	NA	ANC_1287	0.08159301871382676	0.8149713270357256	0.10717041674800433	9.999993784606037	0.9473971595551431
bioscreen_pairwise_filtrates_01	1	45	5	ANC_0403	NA	ANC_1287	0.08147670521472622	0.809461174277879	0.10658806110393955	9.999995267394382	0.951091124994734
bioscreen_pairwise_filtrates_01	1	46	1	ANC_1287	NA	ANC_1287	0.0804738013178519	0.020897260086359823	0.09606923203490703	1.3815247091875094e-5	0.9914599153334666
bioscreen_pairwise_filtrates_01	1	47	2	ANC_1287	NA	ANC_1287	0.08054834511109796	0.021255852885698326	0.09394961500966054	3.950493366322583e-6	0.9889709199894965
bioscreen_pairwise_filtrates_01	1	48	3	ANC_1287	NA	ANC_1287	0.08048496553508996	0.02760836085021509	0.09050550180111107	1.3805368109798266e-6	0.9812969202810548
bioscreen_pairwise_filtrates_01	1	49	4	ANC_1287	NA	ANC_1287	0.08051169783719157	0.06667118190991324	0.08562834406181855	1.7129779250613097e-6	0.9684459147936989
bioscreen_pairwise_filtrates_01	1	5	5	ANC_0403	NA	ANC_0403	0.08165640076213512	0.04272522953925197	0.08521562286550356	4.694633078394794e-6	0.905511058365271
bioscreen_pairwise_filtrates_01	1	50	5	ANC_1287	NA	ANC_1287	0.08128918848326928	0.05470464858002826	0.08669920413963889	2.7373125266461074e-6	0.9709340681683882
bioscreen_pairwise_filtrates_01	1	51	1	ANC_1896	NA	ANC_1287	0.0775522142298701	0.2202890720303386	0.23010148276291295	2.8025951462118637	0.992649637701385
bioscreen_pairwise_filtrates_01	1	52	2	ANC_1896	NA	ANC_1287	0.07833589522569814	0.3033481818605642	0.22569807714424306	3.8601736629433137	0.9967300767850312
bioscreen_pairwise_filtrates_01	1	53	3	ANC_1896	NA	ANC_1287	0.07938045014462301	0.35588891263023215	0.21255893999375047	4.444293030707667	0.9979258173494355
bioscreen_pairwise_filtrates_01	1	54	4	ANC_1896	NA	ANC_1287	0.07890788927165614	0.3500473328705219	0.20513458769357606	4.335237156374756	0.9975990627867197
bioscreen_pairwise_filtrates_01	1	55	5	ANC_1896	NA	ANC_1287	0.07892578191141955	0.3178273820383787	0.2122023730922851	3.949825334523501	0.9969768759098353
bioscreen_pairwise_filtrates_01	1	56	1	ANC_1977	NA	ANC_1287	0.07855241948115971	0.21921788910376486	0.17500718323568246	3.9424460463203026	0.9869205659648272
bioscreen_pairwise_filtrates_01	1	57	2	ANC_1977	NA	ANC_1287	0.07836540380146044	0.21277741206634876	0.17745339372318628	3.862948497928933	0.9866538527647739
bioscreen_pairwise_filtrates_01	1	58	3	ANC_1977	NA	ANC_1287	0.07792640556482656	0.1877762069794055	0.18289946934909293	3.3901557993775806	0.9847478490140031
bioscreen_pairwise_filtrates_01	1	59	4	ANC_1977	NA	ANC_1287	0.0791170637238896	0.20361673214876788	0.1761079332002612	3.7457025441279033	0.9846635921428141
bioscreen_pairwise_filtrates_01	1	6	1	ANC_1287	NA	ANC_0403	0.07813999214400198	0.6087653796386562	0.3922159799037201	4.745213454174518	0.9931970755849434
bioscreen_pairwise_filtrates_01	1	60	5	ANC_1977	NA	ANC_1287	0.0832594136792812	0.5921920525117779	0.13505761437820085	9.999993652657803	0.9895587513767184
bioscreen_pairwise_filtrates_01	1	61	1	ANC_0403	NA	EVO_1287	0.08171683472503236	0.5884643074815334	0.2157276147646933	9.999999706454657	0.9448787341750171
bioscreen_pairwise_filtrates_01	1	62	2	ANC_0403	NA	EVO_1287	0.08108676595665637	0.5324164401891132	0.21287862017362966	9.999999544867839	0.9697287156299684
bioscreen_pairwise_filtrates_01	1	63	3	ANC_0403	NA	EVO_1287	0.07989626258021344	0.5702720134066918	0.23154924674961302	9.999999717326833	0.9571278750681763
bioscreen_pairwise_filtrates_01	1	64	4	ANC_0403	NA	EVO_1287	0.0794721914344205	0.5869763341821083	0.23780121478434701	9.999999474236166	0.9568751857316476
bioscreen_pairwise_filtrates_01	1	65	5	ANC_0403	NA	EVO_1287	0.07997036926627804	0.5818794123727968	0.23537145832178447	9.999999234783095	0.9529755959559217
bioscreen_pairwise_filtrates_01	1	66	1	ANC_1287	NA	EVO_1287	0.07898819092525564	0.18190604538018273	0.23603790467538338	3.94324139458499	0.9987319113457398
bioscreen_pairwise_filtrates_01	1	67	2	ANC_1287	NA	EVO_1287	0.07825519936758701	0.17839138180767963	0.22794853807697052	3.860579473773009	0.9990370255505309
bioscreen_pairwise_filtrates_01	1	68	3	ANC_1287	NA	EVO_1287	0.07822596189435616	0.17070477256596817	0.23374103365083088	3.8567924902567134	0.9991195032267303
bioscreen_pairwise_filtrates_01	1	69	4	ANC_1287	NA	EVO_1287	0.07951862391710499	0.15942131576501015	0.24321203299993682	3.820788496001941	0.9992294024283839
bioscreen_pairwise_filtrates_01	1	7	2	ANC_1287	NA	ANC_0403	0.07777936471485043	0.5909524304581444	0.39521230581814515	4.5865080066985895	0.9931841725455028
bioscreen_pairwise_filtrates_01	1	70	5	ANC_1287	NA	EVO_1287	0.08025900352153736	0.15388045830402566	0.22583182590417658	3.9064648307387633	0.9995676288117387
bioscreen_pairwise_filtrates_01	1	71	1	ANC_1896	NA	EVO_1287	0.07453364171906642	0.18817547320237962	0.2375403115112732	2.183775232183771	0.9891278439262039
bioscreen_pairwise_filtrates_01	1	72	2	ANC_1896	NA	EVO_1287	0.07402565865300675	0.19508326723705338	0.24145663551880137	2.191637728389537	0.9882332529603809
bioscreen_pairwise_filtrates_01	1	73	3	ANC_1896	NA	EVO_1287	0.07439480219958232	0.1965594012183343	0.23877885207754188	2.251762216860647	0.9901093703503909
bioscreen_pairwise_filtrates_01	1	74	4	ANC_1896	NA	EVO_1287	0.07436828898395959	0.18947490599347877	0.23631059222011916	2.224473973280347	0.9900166152151604
bioscreen_pairwise_filtrates_01	1	75	5	ANC_1896	NA	EVO_1287	0.0742189373331545	0.18985281244057867	0.24738524802587405	2.2086105560686926	0.9913095995974802
bioscreen_pairwise_filtrates_01	1	76	1	ANC_1977	NA	EVO_1287	0.0785520864489112	0.30685000565593257	0.26707483202952154	5.211993071056248	0.9941826162098192
bioscreen_pairwise_filtrates_01	1	77	2	ANC_1977	NA	EVO_1287	0.07884891908554305	0.29880873872513886	0.27076471948243735	5.098327690783263	0.9941122996986129
bioscreen_pairwise_filtrates_01	1	78	3	ANC_1977	NA	EVO_1287	0.07857723456152518	0.28948747459989904	0.2720223976256137	4.901867676476942	0.9934721837796224
bioscreen_pairwise_filtrates_01	1	79	4	ANC_1977	NA	EVO_1287	0.07815723984983006	0.28367466577064837	0.2719869010697272	4.926963861612592	0.9937658315959338
bioscreen_pairwise_filtrates_01	1	8	3	ANC_1287	NA	ANC_0403	0.0780310351077733	0.5856438112872273	0.4041409102383096	4.602961962285458	0.9934701892147185
bioscreen_pairwise_filtrates_01	1	80	5	ANC_1977	NA	EVO_1287	0.07870576200621453	0.2706186397766233	0.2622435815537139	4.809345100002689	0.9930279977945209
bioscreen_pairwise_filtrates_01	1	81	1	ANC_0403	NA	ANC_1896	0.08149030221014392	0.6610756608386017	0.16685965143761972	6.542985681645591	0.9736967242592266
bioscreen_pairwise_filtrates_01	1	82	2	ANC_0403	NA	ANC_1896	0.0796002293245285	0.4871253974426172	0.18150080456878903	4.911783081005774	0.9556101929289903
bioscreen_pairwise_filtrates_01	1	83	3	ANC_0403	NA	ANC_1896	0.07898129710003611	0.459329330401806	0.18297970124934226	4.658088170878204	0.9531715996191062
bioscreen_pairwise_filtrates_01	1	84	4	ANC_0403	NA	ANC_1896	0.0793707884215215	0.4814763493141346	0.18199208363781935	4.806086034397042	0.9615958633243055
bioscreen_pairwise_filtrates_01	1	85	5	ANC_0403	NA	ANC_1896	0.07895060221191227	0.48075208726148655	0.18159984526225398	4.7941804715217575	0.9560606424114073
bioscreen_pairwise_filtrates_01	1	86	1	ANC_1287	NA	ANC_1896	0.07938295758669772	0.6541440287435386	0.2282280278127644	4.974049898474588	0.9912955304458351
bioscreen_pairwise_filtrates_01	1	87	2	ANC_1287	NA	ANC_1896	0.07943779449115956	0.694243355298274	0.22423581891725125	5.345605163564029	0.9936077465728168
bioscreen_pairwise_filtrates_01	1	88	3	ANC_1287	NA	ANC_1896	0.08039482308773904	0.7878486620427297	0.21328050773430965	5.920350042927296	0.9942748098240105
bioscreen_pairwise_filtrates_01	1	89	4	ANC_1287	NA	ANC_1896	0.07997657279782887	0.7417489400444515	0.21468254814651377	5.646829704741146	0.9880751622810348
bioscreen_pairwise_filtrates_01	1	9	4	ANC_1287	NA	ANC_0403	0.07865837308266092	0.6286557929285144	0.3873737014678003	4.907981887600692	0.9929340065303708
bioscreen_pairwise_filtrates_01	1	90	5	ANC_1287	NA	ANC_1896	0.07994227465053097	0.7444374184247647	0.20756047145152345	5.635651067882889	0.98020252599088
bioscreen_pairwise_filtrates_01	1	91	1	ANC_1896	NA	ANC_1896	0.08132992625163894	0.05686959302724613	0.08414169823772555	3.2224093782229346e-6	0.8941416629564838
bioscreen_pairwise_filtrates_01	1	92	2	ANC_1896	NA	ANC_1896	0.08195859655056725	0.08533175619950842	0.08415141629654296	5.05253768767755e-6	0.9036390179619639
bioscreen_pairwise_filtrates_01	1	93	3	ANC_1896	NA	ANC_1896	0.08207645680546463	0.03296185453207206	0.08403835273636871	1.306471660245112e-5	0.7616984299828499
bioscreen_pairwise_filtrates_01	1	94	4	ANC_1896	NA	ANC_1896	0.08222524821964143	0.0182643217713813	0.08516807813517993	1.356337131053209e-5	0.7813184255862093
bioscreen_pairwise_filtrates_01	1	95	5	ANC_1896	NA	ANC_1896	0.08277829058347909	0.2290505710922309	0.0840413773353512	4.870005031250079	0.8846988522389047
bioscreen_pairwise_filtrates_01	1	96	1	ANC_1977	NA	ANC_1896	0.07925127778258521	0.48426148433119204	0.29526792235362337	4.718373383532947	0.9923618952193273
bioscreen_pairwise_filtrates_01	1	97	2	ANC_1977	NA	ANC_1896	0.07905985726919099	0.5203480092037611	0.284988763230978	5.180577938145374	0.9935436712254313
bioscreen_pairwise_filtrates_01	1	98	3	ANC_1977	NA	ANC_1896	0.07875203904829918	0.5194529195227268	0.2887108454490157	5.17104195555217	0.9930488192480504
bioscreen_pairwise_filtrates_01	1	99	4	ANC_1977	NA	ANC_1896	0.07809796409605499	0.49059574283252205	0.29256768846417625	4.890838636184177	0.9919221484198869
bioscreen_pairwise_filtrates_02	1	1	1	EVO_0403	NA	ANC_0403	0.0821085300369713	0.04566278877225871	0.08648980937239534	8.58944802728523e-6	0.9532330470918926
bioscreen_pairwise_filtrates_02	1	10	5	EVO_1287	NA	ANC_0403	0.07301235302876144	0.1768218700362499	0.3066744182134925	1.7829414103245074	0.9664491391671336
