sample	strainID	f_metacal
P09_1_0	HAMBI_0403	0.6441951554705874
P09_1_0	HAMBI_1896	0.3558048445294126
P09_1_16	HAMBI_0403	0.638735859746959
P09_1_16	HAMBI_1896	0.3612641402530411
P09_1_256	HAMBI_0403	0.6648987369055747
P09_1_256	HAMBI_1896	0.3351012630944254
P09_1_64	HAMBI_0403	0.6889455246537793
P09_1_64	HAMBI_1896	0.3110544753462206
P09_2_0	HAMBI_0403	0.6454602919862206
P09_2_0	HAMBI_1896	0.3545397080137795
P09_2_16	HAMBI_0403	0.7606095455374814
P09_2_16	HAMBI_1896	0.23939045446251847
P09_2_256	HAMBI_0403	0.659204628451636
P09_2_256	HAMBI_1896	0.340795371548364
P09_2_64	HAMBI_0403	0.6298743875010728
P09_2_64	HAMBI_1896	0.37012561249892717
P09_s_0	HAMBI_0403	0.9516101068023555
P09_s_0	HAMBI_1896	0.048389893197644473
P10_1_0	HAMBI_0403	0.7077896504296463
P10_1_0	HAMBI_1896	0.29221034957035386
P10_1_16	HAMBI_0403	0.7243164684069029
P10_1_16	HAMBI_1896	0.27568353159309716
P10_1_256	HAMBI_0403	0.6929082693642691
P10_1_256	HAMBI_1896	0.307091730635731
P10_1_64	HAMBI_0403	0.6716336288004819
P10_1_64	HAMBI_1896	0.32836637119951806
P10_2_0	HAMBI_0403	0.704815945670996
P10_2_0	HAMBI_1896	0.2951840543290039
P10_2_16	HAMBI_0403	0.7140318021336459
P10_2_16	HAMBI_1896	0.2859681978663541
P10_2_256	HAMBI_0403	0.713004767335389
P10_2_256	HAMBI_1896	0.28699523266461097
P10_2_64	HAMBI_0403	0.6849540134598938
P10_2_64	HAMBI_1896	0.3150459865401062
P10_s_0	HAMBI_0403	0.9539053069094006
P10_s_0	HAMBI_1896	0.0460946930905994
P11_1_0	HAMBI_0403	0.002399445075382608
P11_1_0	HAMBI_1287	0.9976005549246174
P11_1_16	HAMBI_0403	0.0030319635193748243
P11_1_16	HAMBI_1287	0.9969680364806253
P11_1_256	HAMBI_0403	0.7572566187088382
P11_1_256	HAMBI_1287	0.24274338129116194
P11_1_64	HAMBI_0403	0.008361764635839618
P11_1_64	HAMBI_1287	0.9916382353641604
P11_2_0	HAMBI_0403	0.003237906165842861
P11_2_0	HAMBI_1287	0.996762093834157
P11_2_16	HAMBI_0403	0.006435738928639428
P11_2_16	HAMBI_1287	0.9935642610713606
P11_2_256	HAMBI_0403	0.6741879545696231
P11_2_256	HAMBI_1287	0.3258120454303768
P11_s_0	HAMBI_0403	0.9243709483051418
P11_s_0	HAMBI_1287	0.07562905169485826
P12_1_0	HAMBI_0403	0.8380891615150216
P12_1_0	HAMBI_1287	0.16191083848497842
P12_1_16	HAMBI_0403	0.8452407570055689
P12_1_16	HAMBI_1287	0.15475924299443103
P12_1_256	HAMBI_0403	0.8766319500360462
P12_1_256	HAMBI_1287	0.12336804996395392
P12_1_64	HAMBI_0403	0.8325845749380586
P12_1_64	HAMBI_1287	0.16741542506194138
P12_2_16	HAMBI_0403	0.8710485933055045
P12_2_16	HAMBI_1287	0.12895140669449548
P12_2_256	HAMBI_0403	0.8912108439213482
P12_2_256	HAMBI_1287	0.10878915607865193
P12_2_64	HAMBI_0403	0.8302630153442223
P12_2_64	HAMBI_1287	0.1697369846557778
P12_s_0	HAMBI_0403	0.931760604932979
P12_s_0	HAMBI_1287	0.06823939506702106
P13_1_0	HAMBI_1977	0.004524311006405679
P13_1_0	HAMBI_1287	0.9954756889935943
P13_1_16	HAMBI_1977	0.0023915158651352246
P13_1_16	HAMBI_1287	0.9976084841348648
P13_1_256	HAMBI_1977	9.276083995465659e-4
P13_1_256	HAMBI_1287	0.9990723916004534
P13_1_64	HAMBI_1287	1
P13_2_0	HAMBI_1977	0.0036726280867375683
P13_2_0	HAMBI_1287	0.9963273719132624
P13_2_16	HAMBI_1977	0.0017426061691337923
P13_2_16	HAMBI_1287	0.9982573938308662
P13_2_256	HAMBI_1977	2.4651737904772986e-4
P13_2_256	HAMBI_1287	0.9997534826209523
P13_2_64	HAMBI_1977	1.1602770350943755e-4
P13_2_64	HAMBI_1287	0.9998839722964906
P13_s_0	HAMBI_1977	0.05624055359483338
P13_s_0	HAMBI_1287	0.9437594464051666
P14_1_0	HAMBI_1977	0.0030004965852187247
P14_1_0	HAMBI_1287	0.9969995034147812
P14_1_16	HAMBI_1977	0.0039268808044332845
P14_1_16	HAMBI_1287	0.9960731191955667
P14_1_256	HAMBI_1977	0.29514915275332454
P14_1_256	HAMBI_1287	0.7048508472466755
P14_1_64	HAMBI_1977	0.0031891484813572012
P14_1_64	HAMBI_1287	0.9968108515186428
P14_2_0	HAMBI_1977	0.003197161684744375
P14_2_0	HAMBI_1287	0.9968028383152556
P14_2_16	HAMBI_1977	0.10552732917964186
P14_2_16	HAMBI_1287	0.8944726708203582
P14_2_256	HAMBI_1977	0.2053814570004843
P14_2_256	HAMBI_1287	0.7946185429995156
P14_2_64	HAMBI_1977	0.004209261477943737
P14_2_64	HAMBI_1287	0.9957907385220564
P14_s_0	HAMBI_1977	0.05421839656789207
P14_s_0	HAMBI_1287	0.945781603432108
P15_1_0	HAMBI_1896	0.22406799435217073
P15_1_0	HAMBI_1287	0.7759320056478294
P15_1_16	HAMBI_1896	0.004915644929404737
P15_1_16	HAMBI_1287	0.9950843550705953
P15_1_256	HAMBI_1896	0.0034477535323203454
P15_1_256	HAMBI_1287	0.9965522464676797
P15_1_64	HAMBI_1896	0.0033112823960567022
P15_1_64	HAMBI_1287	0.9966887176039432
P15_2_0	HAMBI_1896	0.26556206666293414
P15_2_0	HAMBI_1287	0.7344379333370658
P15_2_16	HAMBI_1896	0.12162662849371719
P15_2_16	HAMBI_1287	0.8783733715062828
P15_2_256	HAMBI_1896	0.002643121784791835
P15_2_256	HAMBI_1287	0.9973568782152081
P15_2_64	HAMBI_1896	0.0019599796701902815
P15_2_64	HAMBI_1287	0.9980400203298098
P15_s_0	HAMBI_1896	0.0751940522100818
P15_s_0	HAMBI_1287	0.9248059477899182
P16_1_0	HAMBI_1896	0.08354636552120462
P16_1_0	HAMBI_1287	0.9164536344787954
P16_1_16	HAMBI_1896	0.008041892811560635
P16_1_16	HAMBI_1287	0.9919581071884395
P16_1_256	HAMBI_1896	0.21272537870047353
P16_1_256	HAMBI_1287	0.7872746212995265
P16_1_64	HAMBI_1896	0.0017493749553738538
P16_1_64	HAMBI_1287	0.9982506250446261
P16_2_0	HAMBI_1896	0.026781302659715962
P16_2_0	HAMBI_1287	0.9732186973402841
P16_2_16	HAMBI_1896	0.05256881660871097
P16_2_16	HAMBI_1287	0.9474311833912891
P16_2_256	HAMBI_1896	0.19755342225175
P16_2_256	HAMBI_1287	0.80244657774825
P16_2_64	HAMBI_1896	0.0017970682790969085
P16_2_64	HAMBI_1287	0.9982029317209031
P16_s_0	HAMBI_1896	0.06575124630609809
P16_s_0	HAMBI_1287	0.9342487536939019
P17_1_0	HAMBI_1977	0.886080640054155
P17_1_0	HAMBI_1287	0.11391935994584503
P17_1_16	HAMBI_1977	0.008632509770097156
P17_1_16	HAMBI_1287	0.9913674902299029
P17_1_256	HAMBI_1977	0.0021745025490428264
P17_1_256	HAMBI_1287	0.9978254974509572
P17_1_64	HAMBI_1977	0.0021412422659754533
P17_1_64	HAMBI_1287	0.9978587577340245
P17_2_0	HAMBI_1977	0.8776395771764295
P17_2_0	HAMBI_1287	0.1223604228235705
P17_2_16	HAMBI_1977	0.010972896810270574
P17_2_16	HAMBI_1287	0.9890271031897294
P17_2_256	HAMBI_1977	0.006145775221998348
P17_2_256	HAMBI_1287	0.9938542247780017
P17_2_64	HAMBI_1977	0.0017419927082561997
P17_2_64	HAMBI_1287	0.9982580072917437
P17_s_0	HAMBI_1977	0.07519096832438835
P17_s_0	HAMBI_1287	0.9248090316756117
P18_1_0	HAMBI_1977	0.7657548612422058
P18_1_0	HAMBI_1287	0.23424513875779426
P18_1_16	HAMBI_1977	0.7584868434411728
P18_1_16	HAMBI_1287	0.24151315655882727
P18_1_256	HAMBI_1977	0.8443533630307836
P18_1_256	HAMBI_1287	0.1556466369692164
P18_1_64	HAMBI_1977	0.7408132605832473
P18_1_64	HAMBI_1287	0.2591867394167527
P18_2_0	HAMBI_1977	0.7704734393335686
P18_2_0	HAMBI_1287	0.22952656066643146
P18_2_16	HAMBI_1977	0.6929104813125305
P18_2_16	HAMBI_1287	0.30708951868746936
P18_2_256	HAMBI_1977	0.8883710084697223
P18_2_256	HAMBI_1287	0.11162899153027787
P18_2_64	HAMBI_1977	0.7344518971196482
P18_2_64	HAMBI_1287	0.2655481028803517
P18_s_0	HAMBI_1977	0.055073001177668314
P18_s_0	HAMBI_1287	0.9449269988223318
P19_1_16	HAMBI_1896	0.37174262574072664
P19_1_16	HAMBI_1287	0.6282573742592734
P19_1_256	HAMBI_1896	0.006815701089306689
P19_1_256	HAMBI_1287	0.9931842989106933
P19_1_64	HAMBI_1896	0.6744492239686312
P19_1_64	HAMBI_1287	0.32555077603136884
P19_2_16	HAMBI_1896	0.47264058629114014
P19_2_16	HAMBI_1287	0.52735941370886
P19_2_256	HAMBI_1896	0.011812084571632324
P19_2_256	HAMBI_1287	0.9881879154283677
P19_2_64	HAMBI_1896	0.6326844243264805
P19_2_64	HAMBI_1287	0.3673155756735196
P19_s_0	HAMBI_1896	0.08850526380071172
P19_s_0	HAMBI_1287	0.9114947361992882
P20_1_16	HAMBI_1896	0.5654443112995194
P20_1_16	HAMBI_1287	0.43455568870048056
P20_1_256	HAMBI_1896	0.10404108348976664
P20_1_256	HAMBI_1287	0.8959589165102333
P20_1_64	HAMBI_1896	0.6526252751526231
P20_1_64	HAMBI_1287	0.34737472484737675
P20_2_16	HAMBI_1896	0.5285362881879477
P20_2_16	HAMBI_1287	0.4714637118120522
P20_2_256	HAMBI_1896	0.16254034766592856
P20_2_256	HAMBI_1287	0.8374596523340714
P20_2_64	HAMBI_1896	0.7182462792494785
P20_2_64	HAMBI_1287	0.28175372075052146
P20_s_0	HAMBI_1896	0.0931036068981425
P20_s_0	HAMBI_1287	0.9068963931018575
P21_1_0	HAMBI_1977	0.7066353825540201
P21_1_0	HAMBI_1896	0.2933646174459798
P21_1_16	HAMBI_1977	0.6212453979974603
P21_1_16	HAMBI_1896	0.37875460200253974
P21_1_256	HAMBI_1977	0.0011512716099111276
P21_1_256	HAMBI_1896	0.9988487283900889
P21_1_64	HAMBI_1977	0.0022409924447881107
P21_1_64	HAMBI_1896	0.997759007555212
P21_2_0	HAMBI_1977	0.7224643257910728
P21_2_0	HAMBI_1896	0.2775356742089273
P21_2_16	HAMBI_1977	0.6906634292571939
P21_2_16	HAMBI_1896	0.30933657074280607
P21_2_256	HAMBI_1977	8.383652651920742e-4
P21_2_256	HAMBI_1896	0.9991616347348079
P21_2_64	HAMBI_1977	0.001877543171809992
P21_2_64	HAMBI_1896	0.99812245682819
P21_s_0	HAMBI_1977	0.10726554188930812
P21_s_0	HAMBI_1896	0.8927344581106919
P22_1_0	HAMBI_1977	0.6700106316802168
P22_1_0	HAMBI_1896	0.32998936831978315
P22_1_16	HAMBI_1977	0.6857282999321266
P22_1_16	HAMBI_1896	0.31427170006787336
P22_1_256	HAMBI_1977	0.7115794071072651
P22_1_256	HAMBI_1896	0.28842059289273486
P22_1_64	HAMBI_1977	0.6648834218564883
P22_1_64	HAMBI_1896	0.33511657814351176
P22_2_0	HAMBI_1977	0.6437688124470958
P22_2_0	HAMBI_1896	0.35623118755290417
P22_2_16	HAMBI_1977	0.6601290503071096
P22_2_16	HAMBI_1896	0.33987094969289044
P22_2_256	HAMBI_1977	0.7173378322735238
P22_2_256	HAMBI_1896	0.2826621677264763
P22_2_64	HAMBI_1977	0.706399709949068
P22_2_64	HAMBI_1896	0.29360029005093197
P22_s_0	HAMBI_1977	0.09110980941464897
P22_s_0	HAMBI_1896	0.908890190585351
P23_1_0	HAMBI_1977	0.824403385924609
P23_1_0	HAMBI_1896	0.17559661407539087
P23_1_16	HAMBI_1977	0.8182513699577896
P23_1_16	HAMBI_1896	0.18174863004221037
P23_1_256	HAMBI_1977	0.0018523315304728664
P23_1_256	HAMBI_1896	0.9981476684695272
P23_1_64	HAMBI_1977	0.0015806366102067365
P23_1_64	HAMBI_1896	0.9984193633897933
P23_2_0	HAMBI_1977	0.823690779101225
P23_2_0	HAMBI_1896	0.176309220898775
P23_2_16	HAMBI_1977	0.6913595254280814
P23_2_16	HAMBI_1896	0.30864047457191857
P23_2_256	HAMBI_1977	0.0010074081549518836
P23_2_256	HAMBI_1896	0.9989925918450482
P23_2_64	HAMBI_1977	0.001913068315003508
P23_2_64	HAMBI_1896	0.9980869316849965
P23_s_0	HAMBI_1977	0.15416030733599193
P23_s_0	HAMBI_1896	0.8458396926640082
P24_1_0	HAMBI_1977	0.8020346840573978
P24_1_0	HAMBI_1896	0.19796531594260233
P24_1_16	HAMBI_1977	0.8044521584633505
P24_1_16	HAMBI_1896	0.19554784153664953
P24_1_256	HAMBI_1977	0.7597014327005764
P24_1_256	HAMBI_1896	0.2402985672994235
P24_1_64	HAMBI_1977	0.7601064465567828
P24_1_64	HAMBI_1896	0.23989355344321706
P24_2_0	HAMBI_1977	0.8094189218005149
P24_2_0	HAMBI_1896	0.1905810781994851
P24_2_16	HAMBI_1977	0.7258337900678175
P24_2_16	HAMBI_1896	0.2741662099321826
P24_2_256	HAMBI_1977	0.7515706627723868
P24_2_256	HAMBI_1896	0.24842933722761315
P24_2_64	HAMBI_1977	0.745535086741968
P24_2_64	HAMBI_1896	0.2544649132580321
P24_s_0	HAMBI_1977	0.09571009036066379
P24_s_0	HAMBI_1896	0.9042899096393362
P25_1_0	HAMBI_1977	0.9045945104306914
P25_1_0	HAMBI_0403	0.09540548956930853
P25_1_16	HAMBI_1977	0.9619643010015391
P25_1_16	HAMBI_0403	0.03803569899846099
P25_2_0	HAMBI_1977	0.9699410329312317
P25_2_0	HAMBI_0403	0.0300589670687683
P25_2_16	HAMBI_1977	0.8656130436952785
P25_2_16	HAMBI_0403	0.13438695630472147
P25_s_0	HAMBI_1977	0.6978485715566051
P25_s_0	HAMBI_0403	0.3021514284433949
P26_1_0	HAMBI_1977	0.9946518366861041
P26_1_0	HAMBI_0403	0.005348163313895852
P26_1_16	HAMBI_1977	0.9901469617331352
P26_1_16	HAMBI_0403	0.009853038266864803
P26_1_256	HAMBI_1977	0.9997015543850678
P26_1_256	HAMBI_0403	2.9844561493224195e-4
P26_1_64	HAMBI_1977	0.996323942897944
P26_1_64	HAMBI_0403	0.003676057102055932
P26_2_0	HAMBI_1977	0.990087394265353
P26_2_0	HAMBI_0403	0.009912605734647069
P26_2_16	HAMBI_1977	0.9930390525449304
P26_2_16	HAMBI_0403	0.006960947455069559
P26_2_256	HAMBI_1977	0.9997508114590389
P26_2_256	HAMBI_0403	2.491885409610943e-4
P26_2_64	HAMBI_1977	0.9903537918611988
P26_2_64	HAMBI_0403	0.00964620813880129
P26_s_0	HAMBI_1977	0.7058651014088745
P26_s_0	HAMBI_0403	0.29413489859112557
P27_1_0	HAMBI_0403	0.6552052533880944
P27_1_0	HAMBI_1896	0.3447947466119055
P27_1_16	HAMBI_0403	0.6154762448606579
P27_1_16	HAMBI_1896	0.3845237551393421
P27_1_256	HAMBI_0403	0.0011637985661367566
P27_1_256	HAMBI_1896	0.9988362014338632
P27_1_64	HAMBI_0403	0.0030612402225509154
P27_1_64	HAMBI_1896	0.9969387597774491
P27_2_0	HAMBI_0403	0.6775165663509675
P27_2_0	HAMBI_1896	0.32248343364903265
P27_2_16	HAMBI_0403	0.6386989377475646
P27_2_16	HAMBI_1896	0.36130106225243547
P27_2_256	HAMBI_0403	0.002025537164569124
P27_2_256	HAMBI_1896	0.9979744628354309
P27_2_64	HAMBI_0403	0.0015093626414384384
P27_2_64	HAMBI_1896	0.9984906373585616
P27_s_0	HAMBI_0403	0.2890629745963509
P27_s_0	HAMBI_1896	0.7109370254036491
P28_1_0	HAMBI_0403	0.0063593699356550215
P28_1_0	HAMBI_1896	0.9936406300643449
P28_1_16	HAMBI_0403	0.0038463680242656244
P28_1_16	HAMBI_1896	0.9961536319757345
P28_1_256	HAMBI_0403	0.00303313934660983
P28_1_256	HAMBI_1896	0.9969668606533901
P28_1_64	HAMBI_0403	0.005297938549627586
P28_1_64	HAMBI_1896	0.9947020614503724
P28_2_0	HAMBI_0403	0.005195313346906749
P28_2_0	HAMBI_1896	0.9948046866530932
P28_2_16	HAMBI_0403	0.0035128389948725623
P28_2_16	HAMBI_1896	0.9964871610051276
P28_2_256	HAMBI_0403	0.0038940749583026187
P28_2_256	HAMBI_1896	0.9961059250416973
P28_2_64	HAMBI_0403	0.007249026973379603
P28_2_64	HAMBI_1896	0.9927509730266204
P28_s_0	HAMBI_0403	0.32333141009895494
P28_s_0	HAMBI_1896	0.6766685899010452
P29_1_0	HAMBI_0403	0.0010643723891985595
P29_1_0	HAMBI_1287	0.9989356276108015
P29_1_16	HAMBI_0403	0.0037623557266574085
P29_1_16	HAMBI_1287	0.9962376442733426
P29_1_256	HAMBI_0403	0.0018219462109301905
P29_1_256	HAMBI_1287	0.9981780537890698
P29_2_0	HAMBI_0403	0.0016778838930418603
P29_2_0	HAMBI_1287	0.9983221161069581
P29_2_16	HAMBI_0403	0.004223401541449686
P29_2_16	HAMBI_1287	0.9957765984585503
P29_2_256	HAMBI_0403	0.0028879192952950407
P29_2_256	HAMBI_1287	0.9971120807047049
P29_2_64	HAMBI_0403	0.0012849003691083206
P29_2_64	HAMBI_1287	0.9987150996308917
P29_s_0	HAMBI_0403	0.15242506380692356
P29_s_0	HAMBI_1287	0.8475749361930764
P02_s_0	HAMBI_1977	0.03595025301908202
P02_s_0	HAMBI_0403	0.964049746980918
P30_1_0	HAMBI_0403	0.002139335530101329
P30_1_0	HAMBI_1287	0.9978606644698986
P30_1_16	HAMBI_0403	0.007970688128908714
P30_1_16	HAMBI_1287	0.9920293118710913
P30_1_256	HAMBI_0403	0.00989810610362732
P30_1_256	HAMBI_1287	0.9901018938963727
P30_1_64	HAMBI_0403	0.0038676214879182695
P30_1_64	HAMBI_1287	0.9961323785120817
P30_2_16	HAMBI_0403	0.0050849718863961585
P30_2_16	HAMBI_1287	0.9949150281136039
P30_2_256	HAMBI_0403	0.006913595102493572
P30_2_256	HAMBI_1287	0.9930864048975064
P30_s_0	HAMBI_0403	0.21522145769952902
P30_s_0	HAMBI_1287	0.7847785423004711
P31_1_0	HAMBI_1977	0.9739685626464895
P31_1_0	HAMBI_0403	0.02603143735351055
P31_1_16	HAMBI_1977	0.9669392744009402
P31_1_16	HAMBI_0403	0.03306072559905983
P31_1_256	HAMBI_1977	0.001148049229490809
P31_1_256	HAMBI_0403	0.9988519507705091
P31_1_64	HAMBI_1977	0.002039830348494964
P31_1_64	HAMBI_0403	0.997960169651505
P31_2_0	HAMBI_1977	0.9758901388381879
P31_2_0	HAMBI_0403	0.024109861161812053
P31_2_16	HAMBI_1977	0.9249330564577134
P31_2_16	HAMBI_0403	0.07506694354228653
P31_2_256	HAMBI_1977	0.0014851660160726382
P31_2_256	HAMBI_0403	0.9985148339839273
P31_2_64	HAMBI_1977	0.001675624302442736
P31_2_64	HAMBI_0403	0.9983243756975573
P31_s_0	HAMBI_1977	0.7078179432789975
P31_s_0	HAMBI_0403	0.29218205672100245
P32_1_0	HAMBI_1977	0.9479239149763592
P32_1_0	HAMBI_0403	0.05207608502364077
P32_1_16	HAMBI_1977	0.9597627314426697
P32_1_16	HAMBI_0403	0.04023726855733034
P32_1_256	HAMBI_1977	0.9538515218859609
P32_1_256	HAMBI_0403	0.04614847811403903
P32_1_64	HAMBI_1977	0.9332257841568848
P32_1_64	HAMBI_0403	0.06677421584311517
P32_2_0	HAMBI_1977	0.9601718962340239
P32_2_0	HAMBI_0403	0.039828103765976106
P32_2_16	HAMBI_1977	0.9648440906372638
P32_2_16	HAMBI_0403	0.03515590936273621
P32_2_256	HAMBI_1977	0.9650469850230644
P32_2_256	HAMBI_0403	0.03495301497693557
P32_2_64	HAMBI_1977	0.9370218436180048
P32_2_64	HAMBI_0403	0.06297815638199518
P32_s_0	HAMBI_1977	0.6938383825803942
P32_s_0	HAMBI_0403	0.30616161741960574
P33_1_0	HAMBI_0403	0.6550077268634061
P33_1_0	HAMBI_1896	0.34499227313659386
P33_1_16	HAMBI_0403	0.6420121328267318
P33_1_16	HAMBI_1896	0.3579878671732682
P33_1_256	HAMBI_0403	0.6659545161961266
P33_1_256	HAMBI_1896	0.3340454838038735
P33_1_64	HAMBI_0403	0.636378943092146
P33_1_64	HAMBI_1896	0.36362105690785396
P33_2_0	HAMBI_0403	0.6500490334649981
P33_2_0	HAMBI_1896	0.34995096653500196
P33_2_16	HAMBI_0403	0.6543599961518956
P33_2_16	HAMBI_1896	0.34564000384810445
P33_2_256	HAMBI_0403	0.6739692908992077
P33_2_256	HAMBI_1896	0.3260307091007924
P33_2_64	HAMBI_0403	0.6467912875341598
P33_2_64	HAMBI_1896	0.3532087124658402
P33_s_0	HAMBI_0403	0.25004594385649076
P33_s_0	HAMBI_1896	0.7499540561435093
P34_1_0	HAMBI_0403	0.6998560400605031
P34_1_0	HAMBI_1896	0.30014395993949694
P34_1_16	HAMBI_0403	0.7034418825365365
P34_1_16	HAMBI_1896	0.2965581174634635
P34_1_256	HAMBI_0403	0.6854210655908682
P34_1_256	HAMBI_1896	0.31457893440913165
