sample	evo_hist	strainID	target_f
4_p09_A06	anc	HAMBI_0403	0.7
4_p09_A06	anc	HAMBI_1287	0.1
4_p09_A06	anc	HAMBI_1896	0.1
4_p09_A06	evo	HAMBI_1977	0.1
4_p09_A07	anc	HAMBI_0403	0.7
4_p09_A07	anc	HAMBI_1287	0.1
4_p09_A07	evo	HAMBI_1896	0.1
4_p09_A07	anc	HAMBI_1977	0.1
4_p09_A08	anc	HAMBI_0403	0.7
4_p09_A08	anc	HAMBI_1287	0.1
4_p09_A08	evo	HAMBI_1896	0.1
4_p09_A08	evo	HAMBI_1977	0.1
4_p09_A09	anc	HAMBI_0403	0.7
4_p09_A09	evo	HAMBI_1287	0.1
4_p09_A09	anc	HAMBI_1896	0.1
4_p09_A09	anc	HAMBI_1977	0.1
4_p09_A10	anc	HAMBI_0403	0.7
4_p09_A10	evo	HAMBI_1287	0.1
4_p09_A10	anc	HAMBI_1896	0.1
4_p09_A10	evo	HAMBI_1977	0.1
4_p09_A11	anc	HAMBI_0403	0.7
4_p09_A11	evo	HAMBI_1287	0.1
4_p09_A11	evo	HAMBI_1896	0.1
4_p09_A11	anc	HAMBI_1977	0.1
4_p09_A12	anc	HAMBI_0403	0.7
4_p09_A12	evo	HAMBI_1287	0.1
4_p09_A12	evo	HAMBI_1896	0.1
4_p09_A12	evo	HAMBI_1977	0.1
4_p09_B05	evo	HAMBI_0403	0.7
4_p09_B05	anc	HAMBI_1287	0.1
4_p09_B05	anc	HAMBI_1896	0.1
4_p09_B05	anc	HAMBI_1977	0.1
4_p09_B06	evo	HAMBI_0403	0.7
4_p09_B06	anc	HAMBI_1287	0.1
4_p09_B06	anc	HAMBI_1896	0.1
4_p09_B06	evo	HAMBI_1977	0.1
4_p09_B07	evo	HAMBI_0403	0.7
4_p09_B07	anc	HAMBI_1287	0.1
4_p09_B07	evo	HAMBI_1896	0.1
4_p09_B07	anc	HAMBI_1977	0.1
4_p09_B08	evo	HAMBI_0403	0.7
4_p09_B08	anc	HAMBI_1287	0.1
4_p09_B08	evo	HAMBI_1896	0.1
4_p09_B08	evo	HAMBI_1977	0.1
4_p09_B09	evo	HAMBI_0403	0.7
4_p09_B09	evo	HAMBI_1287	0.1
4_p09_B09	anc	HAMBI_1896	0.1
4_p09_B09	anc	HAMBI_1977	0.1
4_p09_B10	evo	HAMBI_0403	0.7
4_p09_B10	evo	HAMBI_1287	0.1
4_p09_B10	anc	HAMBI_1896	0.1
4_p09_B10	evo	HAMBI_1977	0.1
4_p09_B11	evo	HAMBI_0403	0.7
4_p09_B11	evo	HAMBI_1287	0.1
4_p09_B11	evo	HAMBI_1896	0.1
4_p09_B11	anc	HAMBI_1977	0.1
4_p09_B12	evo	HAMBI_0403	0.7
4_p09_B12	evo	HAMBI_1287	0.1
4_p09_B12	evo	HAMBI_1896	0.1
4_p09_B12	evo	HAMBI_1977	0.1
4_p09_C01	anc	HAMBI_0403	0.1
4_p09_C01	evo	HAMBI_1287	0.1
4_p09_C01	anc	HAMBI_1896	0.7
4_p09_C01	anc	HAMBI_1977	0.1
4_p09_C02	anc	HAMBI_0403	0.1
4_p09_C02	evo	HAMBI_1287	0.1
4_p09_C02	anc	HAMBI_1896	0.7
4_p09_C02	evo	HAMBI_1977	0.1
4_p09_C03	anc	HAMBI_0403	0.1
4_p09_C03	evo	HAMBI_1287	0.1
4_p09_C03	evo	HAMBI_1896	0.7
4_p09_C03	anc	HAMBI_1977	0.1
4_p09_C04	anc	HAMBI_0403	0.1
4_p09_C04	evo	HAMBI_1287	0.1
4_p09_C04	evo	HAMBI_1896	0.7
4_p09_C04	evo	HAMBI_1977	0.1
4_p09_C05	anc	HAMBI_0403	0.1
4_p09_C05	anc	HAMBI_1287	0.7
4_p09_C05	anc	HAMBI_1896	0.1
4_p09_C05	anc	HAMBI_1977	0.1
4_p09_C06	anc	HAMBI_0403	0.1
4_p09_C06	anc	HAMBI_1287	0.7
4_p09_C06	anc	HAMBI_1896	0.1
4_p09_C06	evo	HAMBI_1977	0.1
4_p09_C07	anc	HAMBI_0403	0.1
4_p09_C07	anc	HAMBI_1287	0.7
4_p09_C07	evo	HAMBI_1896	0.1
4_p09_C07	anc	HAMBI_1977	0.1
4_p09_C08	anc	HAMBI_0403	0.1
4_p09_C08	anc	HAMBI_1287	0.7
4_p09_C08	evo	HAMBI_1896	0.1
4_p09_C08	evo	HAMBI_1977	0.1
4_p09_C09	anc	HAMBI_0403	0.1
4_p09_C09	evo	HAMBI_1287	0.7
4_p09_C09	anc	HAMBI_1896	0.1
4_p09_C09	anc	HAMBI_1977	0.1
4_p09_C10	anc	HAMBI_0403	0.1
4_p09_C10	evo	HAMBI_1287	0.7
4_p09_C10	anc	HAMBI_1896	0.1
4_p09_C10	evo	HAMBI_1977	0.1
4_p09_C11	anc	HAMBI_0403	0.1
4_p09_C11	evo	HAMBI_1287	0.7
4_p09_C11	evo	HAMBI_1896	0.1
4_p09_C11	anc	HAMBI_1977	0.1
4_p09_C12	anc	HAMBI_0403	0.1
4_p09_C12	evo	HAMBI_1287	0.7
4_p09_C12	evo	HAMBI_1896	0.1
4_p09_C12	evo	HAMBI_1977	0.1
4_p09_D01	evo	HAMBI_0403	0.1
4_p09_D01	evo	HAMBI_1287	0.1
4_p09_D01	anc	HAMBI_1896	0.7
4_p09_D01	anc	HAMBI_1977	0.1
4_p09_D02	evo	HAMBI_0403	0.1
4_p09_D02	evo	HAMBI_1287	0.1
4_p09_D02	anc	HAMBI_1896	0.7
4_p09_D02	evo	HAMBI_1977	0.1
4_p09_D03	evo	HAMBI_0403	0.1
4_p09_D03	evo	HAMBI_1287	0.1
4_p09_D03	evo	HAMBI_1896	0.7
4_p09_D03	anc	HAMBI_1977	0.1
4_p09_D04	evo	HAMBI_0403	0.1
4_p09_D04	evo	HAMBI_1287	0.1
4_p09_D04	evo	HAMBI_1896	0.7
4_p09_D04	evo	HAMBI_1977	0.1
4_p09_D05	evo	HAMBI_0403	0.1
4_p09_D05	anc	HAMBI_1287	0.7
4_p09_D05	anc	HAMBI_1896	0.1
4_p09_D05	anc	HAMBI_1977	0.1
4_p09_D06	evo	HAMBI_0403	0.1
4_p09_D06	anc	HAMBI_1287	0.7
4_p09_D06	anc	HAMBI_1896	0.1
4_p09_D06	evo	HAMBI_1977	0.1
4_p09_D07	evo	HAMBI_0403	0.1
4_p09_D07	anc	HAMBI_1287	0.7
4_p09_D07	evo	HAMBI_1896	0.1
4_p09_D07	anc	HAMBI_1977	0.1
4_p09_D08	evo	HAMBI_0403	0.1
4_p09_D08	anc	HAMBI_1287	0.7
4_p09_D08	evo	HAMBI_1896	0.1
4_p09_D08	evo	HAMBI_1977	0.1
4_p09_D09	evo	HAMBI_0403	0.1
4_p09_D09	evo	HAMBI_1287	0.7
4_p09_D09	anc	HAMBI_1896	0.1
4_p09_D09	anc	HAMBI_1977	0.1
4_p09_D10	evo	HAMBI_0403	0.1
4_p09_D10	evo	HAMBI_1287	0.7
4_p09_D10	anc	HAMBI_1896	0.1
4_p09_D10	evo	HAMBI_1977	0.1
4_p09_D11	evo	HAMBI_0403	0.1
4_p09_D11	evo	HAMBI_1287	0.7
4_p09_D11	evo	HAMBI_1896	0.1
4_p09_D11	anc	HAMBI_1977	0.1
4_p09_D12	evo	HAMBI_0403	0.1
4_p09_D12	evo	HAMBI_1287	0.7
4_p09_D12	evo	HAMBI_1896	0.1
4_p09_D12	evo	HAMBI_1977	0.1
4_p09_E01	anc	HAMBI_0403	0.1
4_p09_E01	anc	HAMBI_1287	0.1
4_p09_E01	anc	HAMBI_1896	0.1
4_p09_E01	anc	HAMBI_1977	0.7
4_p09_E02	anc	HAMBI_0403	0.1
4_p09_E02	anc	HAMBI_1287	0.1
4_p09_E02	anc	HAMBI_1896	0.1
4_p09_E02	evo	HAMBI_1977	0.7
4_p09_E03	anc	HAMBI_0403	0.1
4_p09_E03	anc	HAMBI_1287	0.1
4_p09_E03	evo	HAMBI_1896	0.1
4_p09_E03	anc	HAMBI_1977	0.7
4_p09_E04	anc	HAMBI_0403	0.1
4_p09_E04	anc	HAMBI_1287	0.1
4_p09_E04	evo	HAMBI_1896	0.1
4_p09_E04	evo	HAMBI_1977	0.7
4_p09_E05	anc	HAMBI_0403	0.1
4_p09_E05	anc	HAMBI_1287	0.1
4_p09_E05	anc	HAMBI_1896	0.7
4_p09_E05	anc	HAMBI_1977	0.1
4_p09_E06	anc	HAMBI_0403	0.1
4_p09_E06	anc	HAMBI_1287	0.1
4_p09_E06	anc	HAMBI_1896	0.7
4_p09_E06	evo	HAMBI_1977	0.1
4_p09_E07	anc	HAMBI_0403	0.1
4_p09_E07	anc	HAMBI_1287	0.1
4_p09_E07	evo	HAMBI_1896	0.7
4_p09_E07	anc	HAMBI_1977	0.1
4_p09_E08	anc	HAMBI_0403	0.1
4_p09_E08	anc	HAMBI_1287	0.1
4_p09_E08	evo	HAMBI_1896	0.7
4_p09_E08	evo	HAMBI_1977	0.1
4_p09_E09	anc	HAMBI_0403	0.1
4_p09_E09	evo	HAMBI_1287	0.1
4_p09_E09	anc	HAMBI_1896	0.1
4_p09_E09	anc	HAMBI_1977	0.7
4_p09_E10	anc	HAMBI_0403	0.1
4_p09_E10	evo	HAMBI_1287	0.1
4_p09_E10	anc	HAMBI_1896	0.1
4_p09_E10	evo	HAMBI_1977	0.7
4_p09_E11	anc	HAMBI_0403	0.1
4_p09_E11	evo	HAMBI_1287	0.1
4_p09_E11	evo	HAMBI_1896	0.1
4_p09_E11	anc	HAMBI_1977	0.7
4_p09_E12	anc	HAMBI_0403	0.1
4_p09_E12	evo	HAMBI_1287	0.1
4_p09_E12	evo	HAMBI_1896	0.1
4_p09_E12	evo	HAMBI_1977	0.7
4_p09_F01	evo	HAMBI_0403	0.1
4_p09_F01	anc	HAMBI_1287	0.1
4_p09_F01	anc	HAMBI_1896	0.1
4_p09_F01	anc	HAMBI_1977	0.7
4_p09_F02	evo	HAMBI_0403	0.1
4_p09_F02	anc	HAMBI_1287	0.1
4_p09_F02	anc	HAMBI_1896	0.1
4_p09_F02	evo	HAMBI_1977	0.7
4_p09_F03	evo	HAMBI_0403	0.1
4_p09_F03	anc	HAMBI_1287	0.1
4_p09_F03	evo	HAMBI_1896	0.1
4_p09_F03	anc	HAMBI_1977	0.7
4_p09_F04	evo	HAMBI_0403	0.1
4_p09_F04	anc	HAMBI_1287	0.1
4_p09_F04	evo	HAMBI_1896	0.1
4_p09_F04	evo	HAMBI_1977	0.7
4_p09_F05	evo	HAMBI_0403	0.1
4_p09_F05	anc	HAMBI_1287	0.1
4_p09_F05	anc	HAMBI_1896	0.7
4_p09_F05	anc	HAMBI_1977	0.1
4_p09_F06	evo	HAMBI_0403	0.1
4_p09_F06	anc	HAMBI_1287	0.1
4_p09_F06	anc	HAMBI_1896	0.7
4_p09_F06	evo	HAMBI_1977	0.1
4_p09_F07	evo	HAMBI_0403	0.1
4_p09_F07	anc	HAMBI_1287	0.1
4_p09_F07	evo	HAMBI_1896	0.7
4_p09_F07	anc	HAMBI_1977	0.1
4_p09_F08	evo	HAMBI_0403	0.1
4_p09_F08	anc	HAMBI_1287	0.1
4_p09_F08	evo	HAMBI_1896	0.7
4_p09_F08	evo	HAMBI_1977	0.1
4_p09_F09	evo	HAMBI_0403	0.1
4_p09_F09	evo	HAMBI_1287	0.1
4_p09_F09	anc	HAMBI_1896	0.1
4_p09_F09	anc	HAMBI_1977	0.7
4_p09_F10	evo	HAMBI_0403	0.1
4_p09_F10	evo	HAMBI_1287	0.1
4_p09_F10	anc	HAMBI_1896	0.1
4_p09_F10	evo	HAMBI_1977	0.7
4_p09_F11	evo	HAMBI_0403	0.1
4_p09_F11	evo	HAMBI_1287	0.1
4_p09_F11	evo	HAMBI_1896	0.1
4_p09_F11	anc	HAMBI_1977	0.7
4_p09_F12	evo	HAMBI_0403	0.1
4_p09_F12	evo	HAMBI_1287	0.1
4_p09_F12	evo	HAMBI_1896	0.1
4_p09_F12	evo	HAMBI_1977	0.7
4_p09_H01	anc	HAMBI_0403	0.9
4_p09_H01	evo	HAMBI_1287	0.1
4_p09_H02	anc	HAMBI_0403	0.9
4_p09_H02	evo	HAMBI_1287	0.1
4_p09_H03	evo	HAMBI_0403	0.9
4_p09_H03	anc	HAMBI_1977	0.1
4_p09_H04	evo	HAMBI_0403	0.9
4_p09_H04	anc	HAMBI_1977	0.1
4_p09_H05	evo	HAMBI_1287	0.9
4_p09_H05	anc	HAMBI_1896	0.1
4_p09_H06	evo	HAMBI_1287	0.9
4_p09_H06	anc	HAMBI_1896	0.1
4_p09_H07	evo	HAMBI_1287	0.9
4_p09_H07	evo	HAMBI_1896	0.1
4_p09_H08	evo	HAMBI_1287	0.9
4_p09_H08	evo	HAMBI_1896	0.1
4_p09_H09	evo	HAMBI_1287	0.1
4_p09_H09	anc	HAMBI_1896	0.9
4_p09_H10	evo	HAMBI_1287	0.1
4_p09_H10	anc	HAMBI_1896	0.9
4_p09_H11	evo	HAMBI_1287	0.1
4_p09_H11	evo	HAMBI_1896	0.9
4_p09_H12	evo	HAMBI_1287	0.1
4_p09_H12	evo	HAMBI_1896	0.9
4_p10_A05	anc	HAMBI_0403	0.7
4_p10_A05	anc	HAMBI_1287	0.1
4_p10_A05	anc	HAMBI_1896	0.1
4_p10_A05	anc	HAMBI_1977	0.1
4_p10_A06	anc	HAMBI_0403	0.7
4_p10_A06	anc	HAMBI_1287	0.1
4_p10_A06	anc	HAMBI_1896	0.1
4_p10_A06	evo	HAMBI_1977	0.1
4_p10_A07	anc	HAMBI_0403	0.7
4_p10_A07	anc	HAMBI_1287	0.1
4_p10_A07	evo	HAMBI_1896	0.1
4_p10_A07	anc	HAMBI_1977	0.1
4_p10_A08	anc	HAMBI_0403	0.7
4_p10_A08	anc	HAMBI_1287	0.1
4_p10_A08	evo	HAMBI_1896	0.1
4_p10_A08	evo	HAMBI_1977	0.1
4_p10_A09	anc	HAMBI_0403	0.7
4_p10_A09	evo	HAMBI_1287	0.1
4_p10_A09	anc	HAMBI_1896	0.1
4_p10_A09	anc	HAMBI_1977	0.1
4_p10_A10	anc	HAMBI_0403	0.7
4_p10_A10	evo	HAMBI_1287	0.1
4_p10_A10	anc	HAMBI_1896	0.1
4_p10_A10	evo	HAMBI_1977	0.1
4_p10_A11	anc	HAMBI_0403	0.7
4_p10_A11	evo	HAMBI_1287	0.1
4_p10_A11	evo	HAMBI_1896	0.1
4_p10_A11	anc	HAMBI_1977	0.1
4_p10_A12	anc	HAMBI_0403	0.7
4_p10_A12	evo	HAMBI_1287	0.1
4_p10_A12	evo	HAMBI_1896	0.1
4_p10_A12	evo	HAMBI_1977	0.1
4_p10_B01			
4_p10_B01			
4_p10_B01			
4_p10_B01			
4_p10_B02			
4_p10_B02			
4_p10_B02			
4_p10_B02			
4_p10_B03			
4_p10_B03			
4_p10_B03			
4_p10_B03			
4_p10_B04			
4_p10_B04			
4_p10_B04			
4_p10_B04			
4_p10_B05	evo	HAMBI_0403	0.7
4_p10_B05	anc	HAMBI_1287	0.1
4_p10_B05	anc	HAMBI_1896	0.1
4_p10_B05	anc	HAMBI_1977	0.1
4_p10_B06	evo	HAMBI_0403	0.7
4_p10_B06	anc	HAMBI_1287	0.1
4_p10_B06	anc	HAMBI_1896	0.1
4_p10_B06	evo	HAMBI_1977	0.1
4_p10_B07	evo	HAMBI_0403	0.7
4_p10_B07	anc	HAMBI_1287	0.1
4_p10_B07	evo	HAMBI_1896	0.1
4_p10_B07	anc	HAMBI_1977	0.1
4_p10_B08	evo	HAMBI_0403	0.7
4_p10_B08	anc	HAMBI_1287	0.1
4_p10_B08	evo	HAMBI_1896	0.1
4_p10_B08	evo	HAMBI_1977	0.1
4_p10_B09	evo	HAMBI_0403	0.7
4_p10_B09	evo	HAMBI_1287	0.1
4_p10_B09	anc	HAMBI_1896	0.1
4_p10_B09	anc	HAMBI_1977	0.1
4_p10_B10	evo	HAMBI_0403	0.7
4_p10_B10	evo	HAMBI_1287	0.1
4_p10_B10	anc	HAMBI_1896	0.1
4_p10_B10	evo	HAMBI_1977	0.1
4_p10_B11	evo	HAMBI_0403	0.7
4_p10_B11	evo	HAMBI_1287	0.1
4_p10_B11	evo	HAMBI_1896	0.1
4_p10_B11	anc	HAMBI_1977	0.1
4_p10_B12	evo	HAMBI_0403	0.7
4_p10_B12	evo	HAMBI_1287	0.1
4_p10_B12	evo	HAMBI_1896	0.1
4_p10_B12	evo	HAMBI_1977	0.1
4_p10_C01	anc	HAMBI_0403	0.1
4_p10_C01	evo	HAMBI_1287	0.1
4_p10_C01	anc	HAMBI_1896	0.7
4_p10_C01	anc	HAMBI_1977	0.1
4_p10_C02	anc	HAMBI_0403	0.1
4_p10_C02	evo	HAMBI_1287	0.1
4_p10_C02	anc	HAMBI_1896	0.7
4_p10_C02	evo	HAMBI_1977	0.1
4_p10_C03	anc	HAMBI_0403	0.1
4_p10_C03	evo	HAMBI_1287	0.1
4_p10_C03	evo	HAMBI_1896	0.7
4_p10_C03	anc	HAMBI_1977	0.1
4_p10_C04	anc	HAMBI_0403	0.1
4_p10_C04	evo	HAMBI_1287	0.1
4_p10_C04	evo	HAMBI_1896	0.7
4_p10_C04	evo	HAMBI_1977	0.1
4_p10_C05	anc	HAMBI_0403	0.1
4_p10_C05	anc	HAMBI_1287	0.7
4_p10_C05	anc	HAMBI_1896	0.1
4_p10_C05	anc	HAMBI_1977	0.1
4_p10_C06	anc	HAMBI_0403	0.1
4_p10_C06	anc	HAMBI_1287	0.7
4_p10_C06	anc	HAMBI_1896	0.1
4_p10_C06	evo	HAMBI_1977	0.1
4_p10_C07	anc	HAMBI_0403	0.1
4_p10_C07	anc	HAMBI_1287	0.7
4_p10_C07	evo	HAMBI_1896	0.1
4_p10_C07	anc	HAMBI_1977	0.1
4_p10_C08	anc	HAMBI_0403	0.1
4_p10_C08	anc	HAMBI_1287	0.7
4_p10_C08	evo	HAMBI_1896	0.1
4_p10_C08	evo	HAMBI_1977	0.1
4_p10_C09	anc	HAMBI_0403	0.1
4_p10_C09	evo	HAMBI_1287	0.7
4_p10_C09	anc	HAMBI_1896	0.1
4_p10_C09	anc	HAMBI_1977	0.1
4_p10_C10	anc	HAMBI_0403	0.1
4_p10_C10	evo	HAMBI_1287	0.7
4_p10_C10	anc	HAMBI_1896	0.1
4_p10_C10	evo	HAMBI_1977	0.1
4_p10_C11	anc	HAMBI_0403	0.1
4_p10_C11	evo	HAMBI_1287	0.7
4_p10_C11	evo	HAMBI_1896	0.1
4_p10_C11	anc	HAMBI_1977	0.1
4_p10_C12	anc	HAMBI_0403	0.1
4_p10_C12	evo	HAMBI_1287	0.7
4_p10_C12	evo	HAMBI_1896	0.1
4_p10_C12	evo	HAMBI_1977	0.1
4_p10_D01	evo	HAMBI_0403	0.1
4_p10_D01	evo	HAMBI_1287	0.1
4_p10_D01	anc	HAMBI_1896	0.7
4_p10_D01	anc	HAMBI_1977	0.1
4_p10_D02	evo	HAMBI_0403	0.1
4_p10_D02	evo	HAMBI_1287	0.1
4_p10_D02	anc	HAMBI_1896	0.7
4_p10_D02	evo	HAMBI_1977	0.1
4_p10_D03	evo	HAMBI_0403	0.1
4_p10_D03	evo	HAMBI_1287	0.1
4_p10_D03	evo	HAMBI_1896	0.7
4_p10_D03	anc	HAMBI_1977	0.1
4_p10_D04	evo	HAMBI_0403	0.1
4_p10_D04	evo	HAMBI_1287	0.1
4_p10_D04	evo	HAMBI_1896	0.7
4_p10_D04	evo	HAMBI_1977	0.1
4_p10_D05	evo	HAMBI_0403	0.1
4_p10_D05	anc	HAMBI_1287	0.7
4_p10_D05	anc	HAMBI_1896	0.1
4_p10_D05	anc	HAMBI_1977	0.1
4_p10_D06	evo	HAMBI_0403	0.1
4_p10_D06	anc	HAMBI_1287	0.7
4_p10_D06	anc	HAMBI_1896	0.1
4_p10_D06	evo	HAMBI_1977	0.1
4_p10_D07	evo	HAMBI_0403	0.1
4_p10_D07	anc	HAMBI_1287	0.7
4_p10_D07	evo	HAMBI_1896	0.1
4_p10_D07	anc	HAMBI_1977	0.1
4_p10_D08	evo	HAMBI_0403	0.1
4_p10_D08	anc	HAMBI_1287	0.7
4_p10_D08	evo	HAMBI_1896	0.1
4_p10_D08	evo	HAMBI_1977	0.1
4_p10_D09	evo	HAMBI_0403	0.1
4_p10_D09	evo	HAMBI_1287	0.7
4_p10_D09	anc	HAMBI_1896	0.1
4_p10_D09	anc	HAMBI_1977	0.1
4_p10_D10	evo	HAMBI_0403	0.1
4_p10_D10	evo	HAMBI_1287	0.7
4_p10_D10	anc	HAMBI_1896	0.1
4_p10_D10	evo	HAMBI_1977	0.1
4_p10_D11	evo	HAMBI_0403	0.1
4_p10_D11	evo	HAMBI_1287	0.7
4_p10_D11	evo	HAMBI_1896	0.1
4_p10_D11	anc	HAMBI_1977	0.1
4_p10_D12	evo	HAMBI_0403	0.1
4_p10_D12	evo	HAMBI_1287	0.7
4_p10_D12	evo	HAMBI_1896	0.1
4_p10_D12	evo	HAMBI_1977	0.1
4_p10_E01	anc	HAMBI_0403	0.1
4_p10_E01	anc	HAMBI_1287	0.1
4_p10_E01	anc	HAMBI_1896	0.1
4_p10_E01	anc	HAMBI_1977	0.7
4_p10_E02	anc	HAMBI_0403	0.1
4_p10_E02	anc	HAMBI_1287	0.1
4_p10_E02	anc	HAMBI_1896	0.1
4_p10_E02	evo	HAMBI_1977	0.7
4_p10_E03	anc	HAMBI_0403	0.1
4_p10_E03	anc	HAMBI_1287	0.1
4_p10_E03	evo	HAMBI_1896	0.1
4_p10_E03	anc	HAMBI_1977	0.7
4_p10_E04	anc	HAMBI_0403	0.1
4_p10_E04	anc	HAMBI_1287	0.1
4_p10_E04	evo	HAMBI_1896	0.1
4_p10_E04	evo	HAMBI_1977	0.7
4_p10_E05	anc	HAMBI_0403	0.1
4_p10_E05	anc	HAMBI_1287	0.1
4_p10_E05	anc	HAMBI_1896	0.7
4_p10_E05	anc	HAMBI_1977	0.1
4_p10_E06	anc	HAMBI_0403	0.1
4_p10_E06	anc	HAMBI_1287	0.1
4_p10_E06	anc	HAMBI_1896	0.7
4_p10_E06	evo	HAMBI_1977	0.1
4_p10_E07	anc	HAMBI_0403	0.1
4_p10_E07	anc	HAMBI_1287	0.1
4_p10_E07	evo	HAMBI_1896	0.7
4_p10_E07	anc	HAMBI_1977	0.1
4_p10_E08	anc	HAMBI_0403	0.1
4_p10_E08	anc	HAMBI_1287	0.1
4_p10_E08	evo	HAMBI_1896	0.7
4_p10_E08	evo	HAMBI_1977	0.1
4_p10_E09	anc	HAMBI_0403	0.1
4_p10_E09	evo	HAMBI_1287	0.1
4_p10_E09	anc	HAMBI_1896	0.1
4_p10_E09	anc	HAMBI_1977	0.7
4_p10_E10	anc	HAMBI_0403	0.1
4_p10_E10	evo	HAMBI_1287	0.1
4_p10_E10	anc	HAMBI_1896	0.1
4_p10_E10	evo	HAMBI_1977	0.7
4_p10_E11	anc	HAMBI_0403	0.1
4_p10_E11	evo	HAMBI_1287	0.1
4_p10_E11	evo	HAMBI_1896	0.1
4_p10_E11	anc	HAMBI_1977	0.7
4_p10_E12	anc	HAMBI_0403	0.1
4_p10_E12	evo	HAMBI_1287	0.1
4_p10_E12	evo	HAMBI_1896	0.1
4_p10_E12	evo	HAMBI_1977	0.7
4_p10_F01	evo	HAMBI_0403	0.1
4_p10_F01	anc	HAMBI_1287	0.1
4_p10_F01	anc	HAMBI_1896	0.1
4_p10_F01	anc	HAMBI_1977	0.7
4_p10_F02	evo	HAMBI_0403	0.1
4_p10_F02	anc	HAMBI_1287	0.1
4_p10_F02	anc	HAMBI_1896	0.1
4_p10_F02	evo	HAMBI_1977	0.7
4_p10_F03	evo	HAMBI_0403	0.1
4_p10_F03	anc	HAMBI_1287	0.1
4_p10_F03	evo	HAMBI_1896	0.1
4_p10_F03	anc	HAMBI_1977	0.7
4_p10_F04	evo	HAMBI_0403	0.1
4_p10_F04	anc	HAMBI_1287	0.1
4_p10_F04	evo	HAMBI_1896	0.1
4_p10_F04	evo	HAMBI_1977	0.7
4_p10_F05	evo	HAMBI_0403	0.1
4_p10_F05	anc	HAMBI_1287	0.1
4_p10_F05	anc	HAMBI_1896	0.7
4_p10_F05	anc	HAMBI_1977	0.1
4_p10_F06	evo	HAMBI_0403	0.1
4_p10_F06	anc	HAMBI_1287	0.1
4_p10_F06	anc	HAMBI_1896	0.7
4_p10_F06	evo	HAMBI_1977	0.1
4_p10_F07	evo	HAMBI_0403	0.1
4_p10_F07	anc	HAMBI_1287	0.1
4_p10_F07	evo	HAMBI_1896	0.7
4_p10_F07	anc	HAMBI_1977	0.1
4_p10_F08	evo	HAMBI_0403	0.1
4_p10_F08	anc	HAMBI_1287	0.1
4_p10_F08	evo	HAMBI_1896	0.7
4_p10_F08	evo	HAMBI_1977	0.1
4_p10_F09	evo	HAMBI_0403	0.1
4_p10_F09	evo	HAMBI_1287	0.1
4_p10_F09	anc	HAMBI_1896	0.1
4_p10_F09	anc	HAMBI_1977	0.7
4_p10_F10	evo	HAMBI_0403	0.1
4_p10_F10	evo	HAMBI_1287	0.1
4_p10_F10	anc	HAMBI_1896	0.1
4_p10_F10	evo	HAMBI_1977	0.7
4_p10_F11	evo	HAMBI_0403	0.1
4_p10_F11	evo	HAMBI_1287	0.1
4_p10_F11	evo	HAMBI_1896	0.1
4_p10_F11	anc	HAMBI_1977	0.7
4_p10_F12	evo	HAMBI_0403	0.1
4_p10_F12	evo	HAMBI_1287	0.1
4_p10_F12	evo	HAMBI_1896	0.1
4_p10_F12	evo	HAMBI_1977	0.7
4_p10_G01			
4_p10_G01			
4_p10_G01			
4_p10_G01			
4_p10_G02			
4_p10_G02			
4_p10_G02			
4_p10_G02			
4_p10_G03			
4_p10_G03			
4_p10_G03			
4_p10_G03			
4_p10_G04			
4_p10_G04			
4_p10_G04			
4_p10_G04			
4_p10_G05			
4_p10_G05			
4_p10_G05			
4_p10_G05			
4_p10_G06			
4_p10_G06			
4_p10_G06			
4_p10_G06			
4_p10_G07			
4_p10_G07			
4_p10_G07			
4_p10_G07			
4_p10_G08			
4_p10_G08			
4_p10_G08			
4_p10_G08			
4_p10_G09			
4_p10_G09			
4_p10_G09			
4_p10_G09			
4_p10_G10			
4_p10_G10			
4_p10_G10			
4_p10_G10			
4_p10_G11			
4_p10_G11			
4_p10_G11			
4_p10_G11			
4_p10_G12			
4_p10_G12			
4_p10_G12			
4_p10_G12			
4_p10_H01			
4_p10_H01			
4_p10_H01			
4_p10_H01			
4_p10_H02			
4_p10_H02			
4_p10_H02			
4_p10_H02			
4_p10_H03			
4_p10_H03			
4_p10_H03			
4_p10_H03			
4_p10_H04			
4_p10_H04			
4_p10_H04			
4_p10_H04			
4_p10_H05			
4_p10_H05			
4_p10_H05			
4_p10_H05			
4_p10_H06			
4_p10_H06			
4_p10_H06			
4_p10_H06			
4_p10_H07			
4_p10_H07			
4_p10_H07			
4_p10_H07			
4_p10_H08			
4_p10_H08			
4_p10_H08			
4_p10_H08			
4_p10_H09			
4_p10_H09			
4_p10_H09			
4_p10_H09			
4_p10_H10			
4_p10_H10			
4_p10_H10			
4_p10_H10			
4_p10_H11			
4_p10_H11			
4_p10_H11			
4_p10_H11			
4_p10_H12			
4_p10_H12			
4_p10_H12			
4_p10_H12			
3m_p17_A01	anc	HAMBI_0403	0.1
3m_p17_A01	anc	HAMBI_1287	0.1
3m_p17_A01	anc	HAMBI_1896	0.8
3m_p17_A02	anc	HAMBI_0403	0.1
3m_p17_A02	anc	HAMBI_1287	0.1
3m_p17_A02	anc	HAMBI_1977	0.8
3m_p17_A03	anc	HAMBI_0403	0.1
3m_p17_A03	anc	HAMBI_1287	0.1
