sample	microcosm_id	n_species	community_type	transfers	strep_conc	replicate	plate_well	plate_no	notes
4_p15_H11		2	neg_control	8	256	1	H11	p15	negative control
4_p15_H12		2	pos_control	8	256	1	H12	p15	positive control, cc
4_p16_A01		4	neg_control	8	256	2	A01	p16	negative control
4_p16_A02		4	neg_control	8	256	2	A02	p16	negative control
4_p16_A03		4	neg_control	8	256	2	A03	p16	negative control
4_p16_A04		4	neg_control	8	256	2	A04	p16	negative control
4_p16_A05	25	4	experiment	8	256	2	A05	p16	
4_p16_A06	26	4	experiment	8	256	2	A06	p16	
4_p16_A07	27	4	experiment	8	256	2	A07	p16	
4_p16_A08	28	4	experiment	8	256	2	A08	p16	
4_p16_A09	29	4	experiment	8	256	2	A09	p16	
4_p16_A10	30	4	experiment	8	256	2	A10	p16	
4_p16_A11	31	4	experiment	8	256	2	A11	p16	
4_p16_A12	32	4	experiment	8	256	2	A12	p16	
4_p16_B01		4	neg_control	8	256	2	B01	p16	negative control
4_p16_B02		4	neg_control	8	256	2	B02	p16	negative control
4_p16_B03		4	neg_control	8	256	2	B03	p16	negative control
4_p16_B04		4	neg_control	8	256	2	B04	p16	negative control
4_p16_B05	57	4	experiment	8	256	2	B05	p16	
4_p16_B06	58	4	experiment	8	256	2	B06	p16	
4_p16_B07	59	4	experiment	8	256	2	B07	p16	
4_p16_B08	60	4	experiment	8	256	2	B08	p16	
4_p16_B09	61	4	experiment	8	256	2	B09	p16	
4_p16_B10	62	4	experiment	8	256	2	B10	p16	
4_p16_B11	63	4	experiment	8	256	2	B11	p16	
4_p16_B12	64	4	experiment	8	256	2	B12	p16	
4_p16_C01	15	4	experiment	8	256	2	C01	p16	
4_p16_C02	16	4	experiment	8	256	2	C02	p16	
4_p16_C03	19	4	experiment	8	256	2	C03	p16	
4_p16_C04	20	4	experiment	8	256	2	C04	p16	
4_p16_C05	9	4	experiment	8	256	2	C05	p16	
4_p16_C06	10	4	experiment	8	256	2	C06	p16	
4_p16_C07	11	4	experiment	8	256	2	C07	p16	
4_p16_C08	12	4	experiment	8	256	2	C08	p16	
4_p16_C09	21	4	experiment	8	256	2	C09	p16	
4_p16_C10	22	4	experiment	8	256	2	C10	p16	
4_p16_C11	23	4	experiment	8	256	2	C11	p16	
4_p16_C12	24	4	experiment	8	256	2	C12	p16	
4_p16_D01	47	4	experiment	8	256	2	D01	p16	
4_p16_D02	48	4	experiment	8	256	2	D02	p16	
4_p16_D03	51	4	experiment	8	256	2	D03	p16	
4_p16_D04	52	4	experiment	8	256	2	D04	p16	
4_p16_D05	41	4	experiment	8	256	2	D05	p16	
4_p16_D06	42	4	experiment	8	256	2	D06	p16	
4_p16_D07	43	4	experiment	8	256	2	D07	p16	
4_p16_D08	44	4	experiment	8	256	2	D08	p16	
4_p16_D09	53	4	experiment	8	256	2	D09	p16	
4_p16_D10	54	4	experiment	8	256	2	D10	p16	
4_p16_D11	55	4	experiment	8	256	2	D11	p16	
4_p16_D12	56	4	experiment	8	256	2	D12	p16	
4_p16_E01	1	4	experiment	8	256	2	E01	p16	
4_p16_E02	2	4	experiment	8	256	2	E02	p16	
4_p16_E03	5	4	experiment	8	256	2	E03	p16	
4_p16_E04	6	4	experiment	8	256	2	E04	p16	
4_p16_E05	3	4	experiment	8	256	2	E05	p16	
4_p16_E06	4	4	experiment	8	256	2	E06	p16	
4_p16_E07	7	4	experiment	8	256	2	E07	p16	
4_p16_E08	8	4	experiment	8	256	2	E08	p16	
4_p16_E09	13	4	experiment	8	256	2	E09	p16	
4_p16_E10	14	4	experiment	8	256	2	E10	p16	
4_p16_E11	17	4	experiment	8	256	2	E11	p16	
4_p16_E12	18	4	experiment	8	256	2	E12	p16	
4_p16_F01	33	4	experiment	8	256	2	F01	p16	
4_p16_F02	34	4	experiment	8	256	2	F02	p16	
4_p16_F03	37	4	experiment	8	256	2	F03	p16	
4_p16_F04	38	4	experiment	8	256	2	F04	p16	
4_p16_F05	35	4	experiment	8	256	2	F05	p16	
4_p16_F06	36	4	experiment	8	256	2	F06	p16	
4_p16_F07	39	4	experiment	8	256	2	F07	p16	
4_p16_F08	40	4	experiment	8	256	2	F08	p16	
4_p16_F09	45	4	experiment	8	256	2	F09	p16	
4_p16_F10	46	4	experiment	8	256	2	F10	p16	
4_p16_F11	49	4	experiment	8	256	2	F11	p16	
4_p16_F12	50	4	experiment	8	256	2	F12	p16	
4_p16_G01		4	neg_control	8	256	2	G01	p16	negative control
4_p16_G02		4	neg_control	8	256	2	G02	p16	negative control
4_p16_G03		4	neg_control	8	256	2	G03	p16	negative control
4_p16_G04		4	neg_control	8	256	2	G04	p16	negative control
4_p16_G05		4	neg_control	8	256	2	G05	p16	negative control
4_p16_G06		4	neg_control	8	256	2	G06	p16	negative control
4_p16_G07		4	neg_control	8	256	2	G07	p16	negative control
4_p16_G08		4	neg_control	8	256	2	G08	p16	negative control
4_p16_G09		4	neg_control	8	256	2	G09	p16	negative control
4_p16_G10		4	neg_control	8	256	2	G10	p16	negative control
4_p16_G11		4	neg_control	8	256	2	G11	p16	negative control
4_p16_G12		4	neg_control	8	256	2	G12	p16	negative control
4_p16_H01		2	neg_control	8	256	2	H01	p16	negative control
4_p16_H02		2	neg_control	8	256	2	H02	p16	negative control
4_p16_H03		2	neg_control	8	256	2	H03	p16	negative control
4_p16_H04		2	neg_control	8	256	2	H04	p16	negative control
4_p16_H05		2	neg_control	8	256	2	H05	p16	negative control
4_p16_H06		2	neg_control	8	256	2	H06	p16	negative control
4_p16_H07		2	neg_control	8	256	2	H07	p16	negative control
4_p16_H08		2	neg_control	8	256	2	H08	p16	negative control
4_p16_H09		2	neg_control	8	256	2	H09	p16	negative control
4_p16_H10		2	neg_control	8	256	2	H10	p16	negative control
4_p16_H11		2	neg_control	8	256	2	H11	p16	negative control
4_p16_H12		2	pos_control	8	256	2	H12	p16	positive control, cc
