sample	evo_hist	strainID	target_f
3_p05_A02	anc	HAMBI_1977	0.8
3_p05_A03	anc	HAMBI_0403	0.1
3_p05_A03	anc	HAMBI_1287	0.1
3_p05_A03	evo	HAMBI_1896	0.8
3_p05_A04	anc	HAMBI_0403	0.1
3_p05_A04	anc	HAMBI_1287	0.1
3_p05_A04	evo	HAMBI_1977	0.8
3_p05_A05	anc	HAMBI_0403	0.1
3_p05_A05	anc	HAMBI_1287	0.8
3_p05_A05	anc	HAMBI_1896	0.1
3_p05_A06	anc	HAMBI_0403	0.1
3_p05_A06	anc	HAMBI_1287	0.8
3_p05_A06	anc	HAMBI_1977	0.1
3_p05_A07	anc	HAMBI_0403	0.1
3_p05_A07	anc	HAMBI_1287	0.8
3_p05_A07	evo	HAMBI_1896	0.1
3_p05_A08	anc	HAMBI_0403	0.1
3_p05_A08	anc	HAMBI_1287	0.8
3_p05_A08	evo	HAMBI_1977	0.1
3_p05_A09	anc	HAMBI_0403	0.1
3_p05_A09	anc	HAMBI_1977	0.1
3_p05_A09	anc	HAMBI_1896	0.8
3_p05_A10	anc	HAMBI_0403	0.1
3_p05_A10	anc	HAMBI_1977	0.1
3_p05_A10	evo	HAMBI_1896	0.8
3_p05_A11	anc	HAMBI_0403	0.1
3_p05_A11	anc	HAMBI_1977	0.8
3_p05_A11	anc	HAMBI_1896	0.1
3_p05_A12	anc	HAMBI_0403	0.1
3_p05_A12	anc	HAMBI_1977	0.8
3_p05_A12	evo	HAMBI_1896	0.1
3_p05_C01	anc	HAMBI_0403	0.1
3_p05_C01	evo	HAMBI_1287	0.1
3_p05_C01	anc	HAMBI_1896	0.8
3_p05_C02	anc	HAMBI_0403	0.1
3_p05_C02	evo	HAMBI_1287	0.1
3_p05_C02	anc	HAMBI_1977	0.8
3_p05_C03	anc	HAMBI_0403	0.1
3_p05_C03	evo	HAMBI_1287	0.1
3_p05_C03	evo	HAMBI_1896	0.8
3_p05_C04	anc	HAMBI_0403	0.1
3_p05_C04	evo	HAMBI_1287	0.1
3_p05_C04	evo	HAMBI_1977	0.8
3_p05_C05	anc	HAMBI_0403	0.1
3_p05_C05	evo	HAMBI_1287	0.8
3_p05_C05	anc	HAMBI_1896	0.1
3_p05_C06	anc	HAMBI_0403	0.1
3_p05_C06	evo	HAMBI_1287	0.8
3_p05_C06	anc	HAMBI_1977	0.1
3_p05_C07	anc	HAMBI_0403	0.1
3_p05_C07	evo	HAMBI_1287	0.8
3_p05_C07	evo	HAMBI_1896	0.1
3_p05_C08	anc	HAMBI_0403	0.1
3_p05_C08	evo	HAMBI_1287	0.8
3_p05_C08	evo	HAMBI_1977	0.1
3_p05_C09	anc	HAMBI_0403	0.1
3_p05_C09	evo	HAMBI_1977	0.1
3_p05_C09	anc	HAMBI_1896	0.8
3_p05_C10	anc	HAMBI_0403	0.1
3_p05_C10	evo	HAMBI_1977	0.1
3_p05_C10	evo	HAMBI_1896	0.8
3_p05_C11	anc	HAMBI_0403	0.1
3_p05_C11	evo	HAMBI_1977	0.8
3_p05_C11	anc	HAMBI_1896	0.1
3_p05_C12	anc	HAMBI_0403	0.1
3_p05_C12	evo	HAMBI_1977	0.8
3_p05_C12	evo	HAMBI_1896	0.1
3_p05_E01	anc	HAMBI_0403	0.8
3_p05_E01	anc	HAMBI_1287	0.1
3_p05_E01	anc	HAMBI_1896	0.1
3_p05_E02	anc	HAMBI_0403	0.8
3_p05_E02	anc	HAMBI_1287	0.1
3_p05_E02	anc	HAMBI_1977	0.1
3_p05_E03	anc	HAMBI_0403	0.8
3_p05_E03	anc	HAMBI_1287	0.1
3_p05_E03	evo	HAMBI_1896	0.1
3_p05_E04	anc	HAMBI_0403	0.8
3_p05_E04	anc	HAMBI_1287	0.1
3_p05_E04	evo	HAMBI_1977	0.1
3_p05_E05	anc	HAMBI_0403	0.8
3_p05_E05	anc	HAMBI_1977	0.1
3_p05_E05	anc	HAMBI_1896	0.1
3_p05_E06	anc	HAMBI_0403	0.8
3_p05_E06	anc	HAMBI_1977	0.1
3_p05_E06	evo	HAMBI_1896	0.1
3_p05_E07	anc	HAMBI_0403	0.8
3_p05_E07	evo	HAMBI_1287	0.1
3_p05_E07	anc	HAMBI_1896	0.1
3_p05_E08	anc	HAMBI_0403	0.8
3_p05_E08	evo	HAMBI_1287	0.1
3_p05_E08	anc	HAMBI_1977	0.1
3_p05_E09	anc	HAMBI_0403	0.8
3_p05_E09	evo	HAMBI_1287	0.1
3_p05_E09	evo	HAMBI_1896	0.1
3_p05_E10	anc	HAMBI_0403	0.8
3_p05_E10	evo	HAMBI_1287	0.1
3_p05_E10	evo	HAMBI_1977	0.1
3_p05_E11	anc	HAMBI_0403	0.8
3_p05_E11	evo	HAMBI_1977	0.1
3_p05_E11	anc	HAMBI_1896	0.1
3_p05_E12	anc	HAMBI_0403	0.8
3_p05_E12	evo	HAMBI_1977	0.1
3_p05_E12	evo	HAMBI_1896	0.1
3_p05_G01	anc	HAMBI_1287	0.1
3_p05_G01	anc	HAMBI_1977	0.1
3_p05_G01	anc	HAMBI_1896	0.8
3_p05_G02	anc	HAMBI_1287	0.1
3_p05_G02	anc	HAMBI_1977	0.1
3_p05_G02	evo	HAMBI_1896	0.8
3_p05_G03	anc	HAMBI_1287	0.1
3_p05_G03	anc	HAMBI_1977	0.8
3_p05_G03	anc	HAMBI_1896	0.1
3_p05_G04	anc	HAMBI_1287	0.1
3_p05_G04	anc	HAMBI_1977	0.8
3_p05_G04	evo	HAMBI_1896	0.1
3_p05_G05	anc	HAMBI_1287	0.1
3_p05_G05	evo	HAMBI_1977	0.1
3_p05_G05	anc	HAMBI_1896	0.8
3_p05_G06	anc	HAMBI_1287	0.1
3_p05_G06	evo	HAMBI_1977	0.1
3_p05_G06	evo	HAMBI_1896	0.8
3_p05_G07	anc	HAMBI_1287	0.1
3_p05_G07	evo	HAMBI_1977	0.8
3_p05_G07	anc	HAMBI_1896	0.1
3_p05_G08	anc	HAMBI_1287	0.1
3_p05_G08	evo	HAMBI_1977	0.8
3_p05_G08	evo	HAMBI_1896	0.1
3_p05_G09	anc	HAMBI_1287	0.8
3_p05_G09	anc	HAMBI_1977	0.1
3_p05_G09	anc	HAMBI_1896	0.1
3_p05_G10	anc	HAMBI_1287	0.8
3_p05_G10	anc	HAMBI_1977	0.1
3_p05_G10	evo	HAMBI_1896	0.1
3_p05_G11	anc	HAMBI_1287	0.8
3_p05_G11	evo	HAMBI_1977	0.1
3_p05_G11	anc	HAMBI_1896	0.1
3_p05_G12	anc	HAMBI_1287	0.8
3_p05_G12	evo	HAMBI_1977	0.1
3_p05_G12	evo	HAMBI_1896	0.1
3_p05_B01	evo	HAMBI_0403	0.1
3_p05_B01	anc	HAMBI_1287	0.1
3_p05_B01	anc	HAMBI_1896	0.8
3_p05_B02	evo	HAMBI_0403	0.1
3_p05_B02	anc	HAMBI_1287	0.1
3_p05_B02	anc	HAMBI_1977	0.8
3_p05_B03	evo	HAMBI_0403	0.1
3_p05_B03	anc	HAMBI_1287	0.1
3_p05_B03	evo	HAMBI_1896	0.8
3_p05_B04	evo	HAMBI_0403	0.1
3_p05_B04	anc	HAMBI_1287	0.1
3_p05_B04	evo	HAMBI_1977	0.8
3_p05_B05	evo	HAMBI_0403	0.1
3_p05_B05	anc	HAMBI_1287	0.8
3_p05_B05	anc	HAMBI_1896	0.1
3_p05_B06	evo	HAMBI_0403	0.1
3_p05_B06	anc	HAMBI_1287	0.8
3_p05_B06	anc	HAMBI_1977	0.1
3_p05_B07	evo	HAMBI_0403	0.1
3_p05_B07	anc	HAMBI_1287	0.8
3_p05_B07	evo	HAMBI_1896	0.1
3_p05_B08	evo	HAMBI_0403	0.1
3_p05_B08	anc	HAMBI_1287	0.8
3_p05_B08	evo	HAMBI_1977	0.1
3_p05_B09	evo	HAMBI_0403	0.1
3_p05_B09	anc	HAMBI_1977	0.1
3_p05_B09	anc	HAMBI_1896	0.8
3_p05_B10	evo	HAMBI_0403	0.1
3_p05_B10	anc	HAMBI_1977	0.1
3_p05_B10	evo	HAMBI_1896	0.8
3_p05_B11	evo	HAMBI_0403	0.1
3_p05_B11	anc	HAMBI_1977	0.8
3_p05_B11	anc	HAMBI_1896	0.1
3_p05_B12	evo	HAMBI_0403	0.1
3_p05_B12	anc	HAMBI_1977	0.8
3_p05_B12	evo	HAMBI_1896	0.1
3_p05_D01	evo	HAMBI_0403	0.1
3_p05_D01	evo	HAMBI_1287	0.1
3_p05_D01	anc	HAMBI_1896	0.8
3_p05_D02	evo	HAMBI_0403	0.1
3_p05_D02	evo	HAMBI_1287	0.1
3_p05_D02	anc	HAMBI_1977	0.8
3_p05_D03	evo	HAMBI_0403	0.1
3_p05_D03	evo	HAMBI_1287	0.1
3_p05_D03	evo	HAMBI_1896	0.8
3_p05_D04	evo	HAMBI_0403	0.1
3_p05_D04	evo	HAMBI_1287	0.1
3_p05_D04	evo	HAMBI_1977	0.8
3_p05_D05	evo	HAMBI_0403	0.1
3_p05_D05	evo	HAMBI_1287	0.8
3_p05_D05	anc	HAMBI_1896	0.1
3_p05_D06	evo	HAMBI_0403	0.1
3_p05_D06	evo	HAMBI_1287	0.8
3_p05_D06	anc	HAMBI_1977	0.1
3_p05_D07	evo	HAMBI_0403	0.1
3_p05_D07	evo	HAMBI_1287	0.8
3_p05_D07	evo	HAMBI_1896	0.1
3_p05_D08	evo	HAMBI_0403	0.1
3_p05_D08	evo	HAMBI_1287	0.8
3_p05_D08	evo	HAMBI_1977	0.1
3_p05_D09	evo	HAMBI_0403	0.1
3_p05_D09	evo	HAMBI_1977	0.1
3_p05_D09	anc	HAMBI_1896	0.8
3_p05_D10	evo	HAMBI_0403	0.1
3_p05_D10	evo	HAMBI_1977	0.1
3_p05_D10	evo	HAMBI_1896	0.8
3_p05_D11	evo	HAMBI_0403	0.1
3_p05_D11	evo	HAMBI_1977	0.8
3_p05_D11	anc	HAMBI_1896	0.1
3_p05_D12	evo	HAMBI_0403	0.1
3_p05_D12	evo	HAMBI_1977	0.8
3_p05_D12	evo	HAMBI_1896	0.1
3_p05_F01	evo	HAMBI_0403	0.8
3_p05_F01	anc	HAMBI_1287	0.1
3_p05_F01	anc	HAMBI_1896	0.1
3_p05_F02	evo	HAMBI_0403	0.8
3_p05_F02	anc	HAMBI_1287	0.1
3_p05_F02	anc	HAMBI_1977	0.1
3_p05_F03	evo	HAMBI_0403	0.8
3_p05_F03	anc	HAMBI_1287	0.1
3_p05_F03	evo	HAMBI_1896	0.1
3_p05_F04	evo	HAMBI_0403	0.8
3_p05_F04	anc	HAMBI_1287	0.1
3_p05_F04	evo	HAMBI_1977	0.1
3_p05_F05	evo	HAMBI_0403	0.8
3_p05_F05	anc	HAMBI_1977	0.1
3_p05_F05	anc	HAMBI_1896	0.1
3_p05_F06	evo	HAMBI_0403	0.8
3_p05_F06	anc	HAMBI_1977	0.1
3_p05_F06	evo	HAMBI_1896	0.1
3_p05_F07	evo	HAMBI_0403	0.8
3_p05_F07	evo	HAMBI_1287	0.1
3_p05_F07	anc	HAMBI_1896	0.1
3_p05_F08	evo	HAMBI_0403	0.8
3_p05_F08	evo	HAMBI_1287	0.1
3_p05_F08	anc	HAMBI_1977	0.1
3_p05_F09	evo	HAMBI_0403	0.8
3_p05_F09	evo	HAMBI_1287	0.1
3_p05_F09	evo	HAMBI_1896	0.1
3_p05_F10	evo	HAMBI_0403	0.8
3_p05_F10	evo	HAMBI_1287	0.1
3_p05_F10	evo	HAMBI_1977	0.1
3_p05_F11	evo	HAMBI_0403	0.8
3_p05_F11	evo	HAMBI_1977	0.1
3_p05_F11	anc	HAMBI_1896	0.1
3_p05_F12	evo	HAMBI_0403	0.8
3_p05_F12	evo	HAMBI_1977	0.1
3_p05_F12	evo	HAMBI_1896	0.1
3_p05_H01	evo	HAMBI_1287	0.1
3_p05_H01	anc	HAMBI_1977	0.1
3_p05_H01	anc	HAMBI_1896	0.8
3_p05_H02	evo	HAMBI_1287	0.1
3_p05_H02	anc	HAMBI_1977	0.1
3_p05_H02	evo	HAMBI_1896	0.8
3_p05_H03	evo	HAMBI_1287	0.1
3_p05_H03	anc	HAMBI_1977	0.8
3_p05_H03	anc	HAMBI_1896	0.1
3_p05_H04	evo	HAMBI_1287	0.1
3_p05_H04	anc	HAMBI_1977	0.8
3_p05_H04	evo	HAMBI_1896	0.1
3_p05_H05	evo	HAMBI_1287	0.1
3_p05_H05	evo	HAMBI_1977	0.1
3_p05_H05	anc	HAMBI_1896	0.8
3_p05_H06	evo	HAMBI_1287	0.1
3_p05_H06	evo	HAMBI_1977	0.1
3_p05_H06	evo	HAMBI_1896	0.8
3_p05_H07	evo	HAMBI_1287	0.1
3_p05_H07	evo	HAMBI_1977	0.8
3_p05_H07	anc	HAMBI_1896	0.1
3_p05_H08	evo	HAMBI_1287	0.1
3_p05_H08	evo	HAMBI_1977	0.8
3_p05_H08	evo	HAMBI_1896	0.1
3_p05_H09	evo	HAMBI_1287	0.8
3_p05_H09	anc	HAMBI_1977	0.1
3_p05_H09	anc	HAMBI_1896	0.1
3_p05_H10	evo	HAMBI_1287	0.8
3_p05_H10	anc	HAMBI_1977	0.1
3_p05_H10	evo	HAMBI_1896	0.1
3_p05_H11	evo	HAMBI_1287	0.8
3_p05_H11	evo	HAMBI_1977	0.1
3_p05_H11	anc	HAMBI_1896	0.1
3_p05_H12	evo	HAMBI_1287	0.8
3_p05_H12	evo	HAMBI_1977	0.1
3_p05_H12	evo	HAMBI_1896	0.1
3_p06_A01	anc	HAMBI_0403	0.1
3_p06_A01	anc	HAMBI_1287	0.1
3_p06_A01	anc	HAMBI_1896	0.8
3_p06_A02	anc	HAMBI_0403	0.1
3_p06_A02	anc	HAMBI_1287	0.1
3_p06_A02	anc	HAMBI_1977	0.8
3_p06_A03	anc	HAMBI_0403	0.1
3_p06_A03	anc	HAMBI_1287	0.1
3_p06_A03	evo	HAMBI_1896	0.8
3_p06_A04	anc	HAMBI_0403	0.1
3_p06_A04	anc	HAMBI_1287	0.1
3_p06_A04	evo	HAMBI_1977	0.8
3_p06_A05	anc	HAMBI_0403	0.1
3_p06_A05	anc	HAMBI_1287	0.8
3_p06_A05	anc	HAMBI_1896	0.1
3_p06_A06	anc	HAMBI_0403	0.1
3_p06_A06	anc	HAMBI_1287	0.8
3_p06_A06	anc	HAMBI_1977	0.1
3_p06_A07	anc	HAMBI_0403	0.1
3_p06_A07	anc	HAMBI_1287	0.8
3_p06_A07	evo	HAMBI_1896	0.1
3_p06_A08	anc	HAMBI_0403	0.1
3_p06_A08	anc	HAMBI_1287	0.8
3_p06_A08	evo	HAMBI_1977	0.1
3_p06_A09	anc	HAMBI_0403	0.1
3_p06_A09	anc	HAMBI_1977	0.1
3_p06_A09	anc	HAMBI_1896	0.8
3_p06_A10	anc	HAMBI_0403	0.1
3_p06_A10	anc	HAMBI_1977	0.1
3_p06_A10	evo	HAMBI_1896	0.8
3_p06_A11	anc	HAMBI_0403	0.1
3_p06_A11	anc	HAMBI_1977	0.8
3_p06_A11	anc	HAMBI_1896	0.1
3_p06_A12	anc	HAMBI_0403	0.1
3_p06_A12	anc	HAMBI_1977	0.8
3_p06_A12	evo	HAMBI_1896	0.1
3_p06_C01	anc	HAMBI_0403	0.1
3_p06_C01	evo	HAMBI_1287	0.1
3_p06_C01	anc	HAMBI_1896	0.8
3_p06_C02	anc	HAMBI_0403	0.1
3_p06_C02	evo	HAMBI_1287	0.1
3_p06_C02	anc	HAMBI_1977	0.8
3_p06_C03	anc	HAMBI_0403	0.1
3_p06_C03	evo	HAMBI_1287	0.1
3_p06_C03	evo	HAMBI_1896	0.8
3_p06_C04	anc	HAMBI_0403	0.1
3_p06_C04	evo	HAMBI_1287	0.1
3_p06_C04	evo	HAMBI_1977	0.8
3_p06_C05	anc	HAMBI_0403	0.1
3_p06_C05	evo	HAMBI_1287	0.8
3_p06_C05	anc	HAMBI_1896	0.1
3_p06_C06	anc	HAMBI_0403	0.1
3_p06_C06	evo	HAMBI_1287	0.8
3_p06_C06	anc	HAMBI_1977	0.1
3_p06_C07	anc	HAMBI_0403	0.1
3_p06_C07	evo	HAMBI_1287	0.8
3_p06_C07	evo	HAMBI_1896	0.1
3_p06_C08	anc	HAMBI_0403	0.1
3_p06_C08	evo	HAMBI_1287	0.8
3_p06_C08	evo	HAMBI_1977	0.1
3_p06_C09	anc	HAMBI_0403	0.1
3_p06_C09	evo	HAMBI_1977	0.1
3_p06_C09	anc	HAMBI_1896	0.8
3_p06_C10	anc	HAMBI_0403	0.1
3_p06_C10	evo	HAMBI_1977	0.1
3_p06_C10	evo	HAMBI_1896	0.8
3_p06_C11	anc	HAMBI_0403	0.1
3_p06_C11	evo	HAMBI_1977	0.8
3_p06_C11	anc	HAMBI_1896	0.1
3_p06_C12	anc	HAMBI_0403	0.1
3_p06_C12	evo	HAMBI_1977	0.8
3_p06_C12	evo	HAMBI_1896	0.1
3_p06_E01	anc	HAMBI_0403	0.8
3_p06_E01	anc	HAMBI_1287	0.1
3_p06_E01	anc	HAMBI_1896	0.1
3_p06_E02	anc	HAMBI_0403	0.8
3_p06_E02	anc	HAMBI_1287	0.1
3_p06_E02	anc	HAMBI_1977	0.1
3_p06_E03	anc	HAMBI_0403	0.8
3_p06_E03	anc	HAMBI_1287	0.1
3_p06_E03	evo	HAMBI_1896	0.1
3_p06_E04	anc	HAMBI_0403	0.8
3_p06_E04	anc	HAMBI_1287	0.1
3_p06_E04	evo	HAMBI_1977	0.1
3_p06_E05	anc	HAMBI_0403	0.8
3_p06_E05	anc	HAMBI_1977	0.1
3_p06_E05	anc	HAMBI_1896	0.1
3_p06_E06	anc	HAMBI_0403	0.8
3_p06_E06	anc	HAMBI_1977	0.1
3_p06_E06	evo	HAMBI_1896	0.1
3_p06_E07	anc	HAMBI_0403	0.8
3_p06_E07	evo	HAMBI_1287	0.1
3_p06_E07	anc	HAMBI_1896	0.1
3_p06_E08	anc	HAMBI_0403	0.8
3_p06_E08	evo	HAMBI_1287	0.1
3_p06_E08	anc	HAMBI_1977	0.1
3_p06_E09	anc	HAMBI_0403	0.8
3_p06_E09	evo	HAMBI_1287	0.1
3_p06_E09	evo	HAMBI_1896	0.1
3_p06_E10	anc	HAMBI_0403	0.8
3_p06_E10	evo	HAMBI_1287	0.1
3_p06_E10	evo	HAMBI_1977	0.1
3_p06_E11	anc	HAMBI_0403	0.8
3_p06_E11	evo	HAMBI_1977	0.1
3_p06_E11	anc	HAMBI_1896	0.1
3_p06_E12	anc	HAMBI_0403	0.8
3_p06_E12	evo	HAMBI_1977	0.1
3_p06_E12	evo	HAMBI_1896	0.1
3_p06_G01	anc	HAMBI_1287	0.1
3_p06_G01	anc	HAMBI_1977	0.1
3_p06_G01	anc	HAMBI_1896	0.8
3_p06_G02	anc	HAMBI_1287	0.1
3_p06_G02	anc	HAMBI_1977	0.1
3_p06_G02	evo	HAMBI_1896	0.8
3_p06_G03	anc	HAMBI_1287	0.1
3_p06_G03	anc	HAMBI_1977	0.8
3_p06_G03	anc	HAMBI_1896	0.1
3_p06_G04	anc	HAMBI_1287	0.1
3_p06_G04	anc	HAMBI_1977	0.8
3_p06_G04	evo	HAMBI_1896	0.1
3_p06_G05	anc	HAMBI_1287	0.1
3_p06_G05	evo	HAMBI_1977	0.1
3_p06_G05	anc	HAMBI_1896	0.8
3_p06_G06	anc	HAMBI_1287	0.1
3_p06_G06	evo	HAMBI_1977	0.1
3_p06_G06	evo	HAMBI_1896	0.8
3_p06_G07	anc	HAMBI_1287	0.1
3_p06_G07	evo	HAMBI_1977	0.8
3_p06_G07	anc	HAMBI_1896	0.1
3_p06_G08	anc	HAMBI_1287	0.1
3_p06_G08	evo	HAMBI_1977	0.8
3_p06_G08	evo	HAMBI_1896	0.1
3_p06_G09	anc	HAMBI_1287	0.8
3_p06_G09	anc	HAMBI_1977	0.1
3_p06_G09	anc	HAMBI_1896	0.1
3_p06_G10	anc	HAMBI_1287	0.8
3_p06_G10	anc	HAMBI_1977	0.1
3_p06_G10	evo	HAMBI_1896	0.1
3_p06_G11	anc	HAMBI_1287	0.8
3_p06_G11	evo	HAMBI_1977	0.1
3_p06_G11	anc	HAMBI_1896	0.1
3_p06_G12	anc	HAMBI_1287	0.8
3_p06_G12	evo	HAMBI_1977	0.1
3_p06_G12	evo	HAMBI_1896	0.1
3_p06_B01	evo	HAMBI_0403	0.1
3_p06_B01	anc	HAMBI_1287	0.1
3_p06_B01	anc	HAMBI_1896	0.8
3_p06_B02	evo	HAMBI_0403	0.1
3_p06_B02	anc	HAMBI_1287	0.1
3_p06_B02	anc	HAMBI_1977	0.8
3_p06_B03	evo	HAMBI_0403	0.1
3_p06_B03	anc	HAMBI_1287	0.1
3_p06_B03	evo	HAMBI_1896	0.8
3_p06_B04	evo	HAMBI_0403	0.1
3_p06_B04	anc	HAMBI_1287	0.1
3_p06_B04	evo	HAMBI_1977	0.8
3_p06_B05	evo	HAMBI_0403	0.1
3_p06_B05	anc	HAMBI_1287	0.8
3_p06_B05	anc	HAMBI_1896	0.1
3_p06_B06	evo	HAMBI_0403	0.1
3_p06_B06	anc	HAMBI_1287	0.8
3_p06_B06	anc	HAMBI_1977	0.1
3_p06_B07	evo	HAMBI_0403	0.1
3_p06_B07	anc	HAMBI_1287	0.8
3_p06_B07	evo	HAMBI_1896	0.1
3_p06_B08	evo	HAMBI_0403	0.1
3_p06_B08	anc	HAMBI_1287	0.8
3_p06_B08	evo	HAMBI_1977	0.1
3_p06_B09	evo	HAMBI_0403	0.1
3_p06_B09	anc	HAMBI_1977	0.1
3_p06_B09	anc	HAMBI_1896	0.8
3_p06_B10	evo	HAMBI_0403	0.1
3_p06_B10	anc	HAMBI_1977	0.1
3_p06_B10	evo	HAMBI_1896	0.8
3_p06_B11	evo	HAMBI_0403	0.1
3_p06_B11	anc	HAMBI_1977	0.8
3_p06_B11	anc	HAMBI_1896	0.1
3_p06_B12	evo	HAMBI_0403	0.1
3_p06_B12	anc	HAMBI_1977	0.8
3_p06_B12	evo	HAMBI_1896	0.1
3_p06_D01	evo	HAMBI_0403	0.1
3_p06_D01	evo	HAMBI_1287	0.1
3_p06_D01	anc	HAMBI_1896	0.8
3_p06_D02	evo	HAMBI_0403	0.1
3_p06_D02	evo	HAMBI_1287	0.1
3_p06_D02	anc	HAMBI_1977	0.8
3_p06_D03	evo	HAMBI_0403	0.1
3_p06_D03	evo	HAMBI_1287	0.1
3_p06_D03	evo	HAMBI_1896	0.8
3_p06_D04	evo	HAMBI_0403	0.1
3_p06_D04	evo	HAMBI_1287	0.1
3_p06_D04	evo	HAMBI_1977	0.8
3_p06_D05	evo	HAMBI_0403	0.1
3_p06_D05	evo	HAMBI_1287	0.8
3_p06_D05	anc	HAMBI_1896	0.1
3_p06_D06	evo	HAMBI_0403	0.1
3_p06_D06	evo	HAMBI_1287	0.8
3_p06_D06	anc	HAMBI_1977	0.1
3_p06_D07	evo	HAMBI_0403	0.1
3_p06_D07	evo	HAMBI_1287	0.8
3_p06_D07	evo	HAMBI_1896	0.1
3_p06_D08	evo	HAMBI_0403	0.1
3_p06_D08	evo	HAMBI_1287	0.8
3_p06_D08	evo	HAMBI_1977	0.1
3_p06_D09	evo	HAMBI_0403	0.1
3_p06_D09	evo	HAMBI_1977	0.1
3_p06_D09	anc	HAMBI_1896	0.8
3_p06_D10	evo	HAMBI_0403	0.1
3_p06_D10	evo	HAMBI_1977	0.1
3_p06_D10	evo	HAMBI_1896	0.8
3_p06_D11	evo	HAMBI_0403	0.1
3_p06_D11	evo	HAMBI_1977	0.8
3_p06_D11	anc	HAMBI_1896	0.1
3_p06_D12	evo	HAMBI_0403	0.1
3_p06_D12	evo	HAMBI_1977	0.8
3_p06_D12	evo	HAMBI_1896	0.1
3_p06_F01	evo	HAMBI_0403	0.8
3_p06_F01	anc	HAMBI_1287	0.1
3_p06_F01	anc	HAMBI_1896	0.1
3_p06_F02	evo	HAMBI_0403	0.8
3_p06_F02	anc	HAMBI_1287	0.1
3_p06_F02	anc	HAMBI_1977	0.1
3_p06_F03	evo	HAMBI_0403	0.8
3_p06_F03	anc	HAMBI_1287	0.1
3_p06_F03	evo	HAMBI_1896	0.1
3_p06_F04	evo	HAMBI_0403	0.8
3_p06_F04	anc	HAMBI_1287	0.1
3_p06_F04	evo	HAMBI_1977	0.1
3_p06_F05	evo	HAMBI_0403	0.8
3_p06_F05	anc	HAMBI_1977	0.1
3_p06_F05	anc	HAMBI_1896	0.1
3_p06_F06	evo	HAMBI_0403	0.8
3_p06_F06	anc	HAMBI_1977	0.1
3_p06_F06	evo	HAMBI_1896	0.1
3_p06_F07	evo	HAMBI_0403	0.8
3_p06_F07	evo	HAMBI_1287	0.1
3_p06_F07	anc	HAMBI_1896	0.1
3_p06_F08	evo	HAMBI_0403	0.8
3_p06_F08	evo	HAMBI_1287	0.1
3_p06_F08	anc	HAMBI_1977	0.1
3_p06_F09	evo	HAMBI_0403	0.8
3_p06_F09	evo	HAMBI_1287	0.1
3_p06_F09	evo	HAMBI_1896	0.1
3_p06_F10	evo	HAMBI_0403	0.8
3_p06_F10	evo	HAMBI_1287	0.1
3_p06_F10	evo	HAMBI_1977	0.1
3_p06_F11	evo	HAMBI_0403	0.8
3_p06_F11	evo	HAMBI_1977	0.1
3_p06_F11	anc	HAMBI_1896	0.1
3_p06_F12	evo	HAMBI_0403	0.8
3_p06_F12	evo	HAMBI_1977	0.1
3_p06_F12	evo	HAMBI_1896	0.1
3_p06_H01	evo	HAMBI_1287	0.1
3_p06_H01	anc	HAMBI_1977	0.1
3_p06_H01	anc	HAMBI_1896	0.8
3_p06_H02	evo	HAMBI_1287	0.1
3_p06_H02	anc	HAMBI_1977	0.1
3_p06_H02	evo	HAMBI_1896	0.8
3_p06_H03	evo	HAMBI_1287	0.1
3_p06_H03	anc	HAMBI_1977	0.8
3_p06_H03	anc	HAMBI_1896	0.1
3_p06_H04	evo	HAMBI_1287	0.1
3_p06_H04	anc	HAMBI_1977	0.8
3_p06_H04	evo	HAMBI_1896	0.1
3_p06_H05	evo	HAMBI_1287	0.1
3_p06_H05	evo	HAMBI_1977	0.1
3_p06_H05	anc	HAMBI_1896	0.8
3_p06_H06	evo	HAMBI_1287	0.1
3_p06_H06	evo	HAMBI_1977	0.1
3_p06_H06	evo	HAMBI_1896	0.8
3_p06_H07	evo	HAMBI_1287	0.1
3_p06_H07	evo	HAMBI_1977	0.8
3_p06_H07	anc	HAMBI_1896	0.1
3_p06_H08	evo	HAMBI_1287	0.1
3_p06_H08	evo	HAMBI_1977	0.8
3_p06_H08	evo	HAMBI_1896	0.1
3_p06_H09	evo	HAMBI_1287	0.8
3_p06_H09	anc	HAMBI_1977	0.1
3_p06_H09	anc	HAMBI_1896	0.1
3_p06_H10	evo	HAMBI_1287	0.8
3_p06_H10	anc	HAMBI_1977	0.1
3_p06_H10	evo	HAMBI_1896	0.1
3_p06_H11	evo	HAMBI_1287	0.8
3_p06_H11	evo	HAMBI_1977	0.1
3_p06_H11	anc	HAMBI_1896	0.1
3_p06_H12	evo	HAMBI_1287	0.8
3_p06_H12	evo	HAMBI_1977	0.1
3_p06_H12	evo	HAMBI_1896	0.1
3_p07_A01	anc	HAMBI_0403	0.1
3_p07_A01	anc	HAMBI_1287	0.1
3_p07_A01	anc	HAMBI_1896	0.8
3_p07_A02	anc	HAMBI_0403	0.1
3_p07_A02	anc	HAMBI_1287	0.1
3_p07_A02	anc	HAMBI_1977	0.8
3_p07_A03	anc	HAMBI_0403	0.1
3_p07_A03	anc	HAMBI_1287	0.1
3_p07_A03	evo	HAMBI_1896	0.8
3_p07_A04	anc	HAMBI_0403	0.1
3_p07_A04	anc	HAMBI_1287	0.1
